ApplNo,ProductNo,TECode
209504,003,AB
202252,001,AB
202252,002,AB
212232,001,AB
212232,002,AB
212232,003,AB
211407,001,AB
211407,002,AB
211407,003,AB
090859,001,AB
090859,002,AB
205566,001,AB
205566,002,AB
205566,003,AB
207805,001,AB
207805,002,AB
207805,003,AB
075753,001,AB
075753,002,AB
075753,003,AB
210782,001,AB
210782,002,AB
210782,003,AB
207991,001,AB
208004,001,AB
207993,001,AB
207983,001,AB
207979,001,AB
210252,001,AB
208000,001,AB
207945,001,AB
207985,001,AB
207939,001,AB
207933,001,AB
208005,001,AB
208003,001,AB
208008,001,AB
207994,001,AB
020232,001,AB
020334,001,AB
213665,001,AB
213665,002,AB
218005,001,AB
218005,002,AB
204652,001,AB
204652,002,AB
201566,001,AB
201566,002,AB
212632,001,AB
212632,002,AB
090223,001,AB1
090223,002,AB1
090223,003,AB
075049,001,AB1
075049,002,AB1
075049,003,AB
078619,001,AB1
078619,002,AB1
078619,003,AB
206993,001,AB1
206993,002,AB1
206993,003,AB
201336,001,AB1
201336,002,AB1
201336,003,AB
075245,002,AB1
075245,001,AB1
075245,003,AB
075464,001,AB1
075464,002,AB1
075465,001,AB1
075465,002,AB1
075465,003,AB
216232,001,AB1
216232,002,AB1
216232,003,AB
204597,001,AB1
204597,002,AB1
204597,003,AB
076922,001,AB1
076922,002,AB1
076922,003,AB
075452,001,AB1
075452,002,AB1
075452,003,AB
076001,001,AB1
076001,002,AB1
072368,001,AB
072369,001,AB
070345,002,AB
070345,001,AB
090595,001,AB
090595,002,AB
078407,001,AB
078407,002,AB
075350,001,AB
075350,002,AB
075350,003,AB
090858,001,AB
090858,002,AB
090858,003,AB
078428,001,AB
078428,002,AB
078428,003,AB
214956,001,AB
214956,002,AB
214956,003,AB
078787,001,AB
078787,002,AB
078787,003,AB
075477,001,AB
075477,002,AB
075477,003,AB
075360,001,AB
075360,002,AB
075360,003,AB
090705,001,AB
090705,002,AB
090705,003,AB
217546,001,AB
217546,002,AB
217546,003,AB
090007,001,AB
090007,002,AB
090007,003,AB
207099,001,AB
207099,002,AB
207099,003,AB
204989,001,AB
204989,002,AB
204989,003,AB
206943,001,AB
211314,001,AB
206943,002,AB
211314,002,AB
206943,003,AB
211314,003,AB
077261,001,AB
077261,002,AB
077261,003,AB
213603,001,AB
213603,002,AB
213603,003,AB
213317,001,AB
065003,001,AB1
065003,003,AB1
020825,001,AB
020825,002,AB
020825,003,AB
020825,004,AB
022527,001,AB
020862,002,AB
020862,003,AB
020862,001,AB
205677,001,AB
016295,001,AB
078164,001,AB
078391,001,AB
075907,001,AB
203561,001,AB
090510,001,AB
075143,001,AB
213438,001,AB
075340,001,AB
218021,001,AB
088496,001,AB
088487,001,AB
201507,001,AB
201507,002,AB
040156,001,AB
040156,002,AB
087479,001,AB
086183,001,AB
209437,001,AB
216811,002,AB
216811,001,AB
209499,001,AB
209499,002,AB
209457,001,AB
209457,002,AB
217919,002,AB
217919,001,AB
217844,002,AB
217844,001,AB
218899,001,AB
218994,001,AB
209525,002,AB
209525,001,AB
219156,001,AB
217656,002,AB
217656,001,AB
091099,001,AB
091099,002,AB
091099,003,AB
091099,004,AB
090444,001,AB
090444,002,AB
090444,003,AB
090444,004,AB
018829,002,AB
070651,001,AB
018829,001,AB
091276,001,AB
091276,002,AB
091240,001,AB
091240,002,AB
070673,001,AB
070674,001,AB
090403,001,AB
090403,002,AB
209241,001,AB
209241,002,AB
205063,001,AB2
205063,002,AB2
205063,003,AB2
205063,004,AB2
205063,005,AB2
205063,006,AB2
207792,001,AB1
207792,002,AB1
207792,003,AB1
207792,004,AB1
218194,001,AB2
218194,002,AB2
218194,003,AB2
218194,004,AB2
218194,005,AB2
218194,006,AB2
212333,001,AB2
212333,002,AB2
212333,003,AB2
213571,001,AB2
211568,001,AB1
216633,001,AB2
211568,002,AB1
216633,002,AB2
216633,003,AB2
211568,003,AB1
216633,004,AB2
216633,005,AB2
211568,004,AB1
216633,006,AB2
077169,001,AB
077169,002,AB
077317,001,AB
077317,002,AB
206741,001,AB
208591,001,AB
205080,001,AB
205724,001,AB
076104,001,AB
209460,001,AB
204672,001,AB
022460,001,AB
074014,002,AB
073516,001,AB
086996,002,AA
211022,005,AB
211022,001,AB
211022,002,AB
211022,003,AB
211022,006,AB
211022,004,AB
201452,005,AB
201452,001,AB
201452,002,AB
201452,003,AB
201452,006,AB
201452,004,AB
215759,001,AB
215759,002,AB
215759,003,AB
215759,004,AB
215759,005,AB
215759,006,AB
214618,001,AB
210435,001,AB
210435,002,AB
210435,003,AB
210435,005,AB
210435,004,AB
217554,001,AB
217554,002,AB
217554,003,AB
217554,004,AB
217554,005,AB
217554,006,AB
209348,001,AB
209348,003,AB
209348,004,AB
209348,005,AB
209348,002,AB
209348,006,AB
213885,001,AB
213885,002,AB
213885,003,AB
213885,004,AB
213885,005,AB
213885,006,AB
212414,001,AB
212414,002,AB
212414,003,AB
212414,004,AB
212414,005,AB
212414,006,AB
210480,005,AB
210480,001,AB
210480,002,AB
210480,003,AB
210480,006,AB
210480,004,AB
213912,005,AB
213912,001,AB
213912,002,AB
213912,003,AB
213912,006,AB
213912,004,AB
217281,001,AB
217281,002,AB
217281,003,AB
217281,004,AB
217281,005,AB
217281,006,AB
211846,005,AB
211846,001,AB
211846,002,AB
211846,003,AB
211846,006,AB
211846,004,AB
210154,005,AB
210154,001,AB
210154,002,AB
210154,003,AB
210154,006,AB
210154,004,AB
012750,001,AB
085475,001,AB
085461,001,AB
085472,001,AB
202802,001,AB
202802,002,AB
202802,003,AB
202802,004,AB
202802,005,AB
202802,006,AB
202802,007,AB
217194,001,AB
217194,002,AB
217194,003,AB
217194,004,AB
217194,005,AB
217194,006,AB
217194,007,AB
202830,001,AB
202830,002,AB
202830,003,AB
202830,004,AB
202830,005,AB
202830,006,AB
216944,001,AB
216944,002,AB
216944,003,AB
216944,004,AB
216944,005,AB
216944,006,AB
216944,007,AB
217442,001,AB
217442,002,AB
217442,003,AB
217442,004,AB
217442,005,AB
217442,006,AB
217442,007,AB
218604,001,AB
218604,002,AB
218604,003,AB
218604,004,AB
218604,005,AB
218604,006,AB
218604,007,AB
218987,001,AB
218987,002,AB
218987,003,AB
218987,004,AB
218987,005,AB
218987,006,AB
218987,007,AB
202827,007,AB
202827,001,AB
202827,002,AB
202827,003,AB
202827,004,AB
202827,005,AB
202827,006,AB
215802,001,AB
215802,002,AB
215802,003,AB
215802,004,AB
215802,005,AB
215802,006,AB
215802,007,AB
202835,001,AB
202835,002,AB
202835,003,AB
202835,004,AB
202835,005,AB
202835,006,AB
202835,007,AB
214547,001,AB
214547,002,AB
214547,003,AB
214547,004,AB
214547,005,AB
214547,006,AB
214547,007,AB
216266,001,AB
216266,002,AB
216266,003,AB
216266,004,AB
216266,005,AB
216266,006,AB
216266,007,AB
215330,001,AB
215330,002,AB
215330,003,AB
215330,004,AB
215330,005,AB
215330,006,AB
215330,007,AB
202836,007,AB
202836,001,AB
202836,002,AB
202836,003,AB
202836,004,AB
202836,005,AB
202836,006,AB
211840,001,AB
211840,002,AB
211840,003,AB
211840,004,AB
211840,005,AB
211840,006,AB
211840,007,AB
214484,001,AB
214484,002,AB
214484,003,AB
214484,004,AB
214484,005,AB
214484,006,AB
214484,007,AB
079159,001,AB
079159,002,AB
079159,003,AB
079139,001,AB
079139,002,AB
079139,003,AB
090702,001,AB
090702,002,AB
090702,003,AB
017812,002,AB
017812,001,AB
017812,003,AB
218122,001,AB
215579,001,AB
215001,001,AB
217840,001,AB
072741,001,AB
216876,001,AB
073192,001,AB
217471,001,AB
020364,002,AB
020364,003,AB
020364,004,AB
020364,007,AB
020364,005,AB
020364,006,AB
021654,001,AB
076868,001,AB
076868,002,AB
076868,003,AB
076868,004,AB
090695,001,AB
090695,002,AB
090695,003,AB
090695,004,AB
072204,001,AB
072205,001,AB
072206,001,AB
072062,001,AB
209450,001,AB
209450,002,AB
218640,001,AB
218640,002,AB
206994,001,AB
206994,002,AB
209920,001,AB
209920,002,AB
214131,001,AB
214131,002,AB
021446,001,AB
021446,002,AB
021446,003,AB
021446,004,AB
021446,005,AB
021446,006,AB
021446,007,AB
021446,008,AB
020064,001,AB
016620,003,AB
016620,001,AB
016620,002,AB
018651,001,AB
018651,002,AB
018651,003,AB
091608,001,AB
091322,001,AB
090562,001,AB
209487,001,AB
209487,002,AB
211398,001,AB
211398,002,AB
212706,001,AB
202687,001,AB
217213,001,AB
204851,001,AB
215270,001,AB
079065,001,AB
076522,001,AB
213734,001,AB
218620,001,AB
215541,001,AB
074450,001,AB
074450,002,AB
074450,003,AB
216463,001,AB
216463,002,AB
216463,003,AB
213500,001,AB
213500,002,AB
213500,003,AB
215876,001,AB
215876,002,AB
215876,003,AB
214352,001,AB
214352,002,AB
214352,003,AB
215315,001,AB
215315,002,AB
215315,003,AB
214089,001,AB
214089,002,AB
214089,003,AB
074377,001,AB
074377,002,AB
074377,003,AB
020504,001,AB
215921,001,AB
216015,001,AB
208342,001,AB
219111,001,AB
017442,002,AB
017442,003,AB
017442,001,AB
050649,001,AB
050649,002,AB
065470,001,AB
065470,002,AB
065470,003,AB
065005,001,AB
065005,003,AB
065005,002,AB
090867,001,AB
090867,002,AB
090867,003,AB
065062,001,AB
065062,002,AB
065062,003,AB
063065,002,AB
063065,001,AB
063181,001,AB
063011,001,AB
063009,002,AB
063009,001,AB
204820,001,AB
050641,002,AB
050641,003,AB
050641,001,AB
050641,004,AB
050689,001,AB
090253,001,AB
200197,001,AB
217828,001,AB
210181,001,AB
207022,001,AB
065410,001,AB
065520,001,AB
065379,001,AB
090055,001,AB
065491,001,AB
214079,001,AB
204077,001,AB
076485,001,AB1
076485,002,AB1
076485,004,AB1
076485,003,AB1
050715,001,AB1
050715,002,AB1
020235,001,AB
020235,002,AB
020235,003,AB
074670,001,AB
074670,002,AB
217555,001,AB
217555,002,AB
074928,001,AB
074928,002,AB
216357,001,AB
216357,002,AB
218638,001,AB
218638,002,AB
215377,001,AB
215377,002,AB
218202,001,AB
218202,002,AB
072781,001,AB
072579,001,AB
202644,001,AB
202644,002,AB
073250,001,AB
074045,001,AB
203640,001,AB
203640,002,AB
203640,003,AB
076740,001,AB
077811,001,AB
090103,001,AB
216201,001,AB
216201,002,AB
216201,003,AB
216201,004,AB
212390,001,AB
212390,002,AB
212390,003,AB
212390,004,AB
211041,001,AB
211041,002,AB
211041,003,AB
211935,001,AB
211935,002,AB
211935,003,AB
077025,002,AB
074967,001,AB
074967,002,AB
077025,001,AB
073671,001,AB
073652,001,AB
217272,001,AB
217272,002,AB
217272,003,AB
203233,001,AB
203233,002,AB
201722,001,AB
201722,002,AB
201722,003,AB
205005,001,AB
205005,002,AB
209225,001,AB
211013,001,AB
217357,001,AB
217073,001,AB
077066,001,AB
208516,001,AB
202250,001,AB
077314,001,AB
077314,002,AB
076178,001,AB
076178,002,AB
075616,001,AB
075616,002,AB
213418,001,AB
017447,001,AB
017447,002,AB
203202,001,AB
203202,002,AB
203202,003,AB
073556,002,AB
073556,003,AB
073556,004,AB
073556,001,AB
075520,004,AB
075520,003,AB
075520,001,AB
075520,002,AB
074132,001,AB
074132,002,AB
074132,003,AB
074132,004,AB
021879,001,AB
078901,005,AB
078901,001,AB
078901,003,AB
078901,002,AB
078901,004,AB
077742,001,AB
077742,002,AB
077742,003,AB
077742,004,AB
077742,005,AB
202074,001,AB
077528,001,AB
077528,002,AB
077528,003,AB
077528,004,AB
204940,001,AB
090973,001,AB
207420,001,AB
206455,001,AB
211979,001,AB
091028,001,AB
212504,001,AB
215458,001,AB
203893,001,AB
210093,001,AB
211355,001,AB
211345,001,AB
204228,001,AB
204228,002,AB
212587,001,AB
212587,002,AB
204922,001,AB
204922,002,AB
204068,001,AB
204068,002,AB
207476,001,AB
207476,002,AB
203290,001,AB
203290,002,AB
050805,001,AB
021232,001,AB
021232,002,AB
021232,003,AB
021232,004,AB
211823,001,AB
211823,002,AB
211823,003,AB
209093,001,AB
209093,002,AB
209093,003,AB
217451,001,AB
217451,002,AB
217451,003,AB
215208,001,AB
215208,002,AB
215208,003,AB
209438,001,AB
209438,002,AB
209438,003,AB
217467,001,AB
217467,002,AB
217467,003,AB
218565,001,AB
218565,002,AB
218565,003,AB
208348,001,AB
208348,002,AB
208348,003,AB
207211,001,AB
207211,002,AB
207211,003,AB
212544,001,AB
212544,002,AB
212544,003,AB
217133,001,AB
217133,002,AB
202595,001,AB
202595,002,AB
202595,003,AB
217274,001,AB
217274,002,AB
217274,003,AB
209421,001,AB
209421,002,AB
209421,003,AB
212739,001,AB
212739,002,AB
212739,003,AB
218009,001,AB
208578,001,AB
208578,002,AB
208578,003,AB
072253,002,AB
072253,003,AB
072253,001,AB
071756,002,AB
071756,001,AB
071756,003,AB
218261,001,AB
218261,002,AB
218261,003,AB
071026,002,AB
071026,003,AB
071026,001,AB
019600,001,AB
205177,001,AB
202773,001,AB
200534,001,AB
204752,001,AB
204327,001,AB
204327,002,AB
204327,003,AB
207672,001,AB
207672,002,AB
207672,003,AB
202539,001,AB
202539,002,AB
202539,003,AB
091412,001,AB
091412,002,AB
091412,003,AB
204948,001,AB
204948,002,AB
204948,003,AB
202124,001,AB
202124,002,AB
202124,003,AB
090829,001,AB
090829,002,AB
090829,003,AB
017962,002,AB
207139,001,AB
207188,001,AB
213310,001,AB
215409,001,AB
211867,001,AB
211735,001,AB
213293,001,AB
214363,001,AB
211231,001,AB
210976,001,AB
212568,001,AB
215600,001,AB
215042,001,AB
204522,001,AB
204551,001,AB
204318,001,AA
204318,002,AA
202248,001,AA
202248,002,AA
040886,002,AA
040875,001,AA
040886,001,AA
040887,001,AA
205019,001,AA
205019,002,AA
205017,001,AA
087190,002,AA
086945,001,AA
087190,001,AA
204309,001,AB
212731,001,AB
212569,001,AB
212724,001,AB
212748,001,AB
212600,001,AB
212077,001,AB
206152,001,AB
206152,002,AB
074118,002,AB
074118,001,AB
206136,001,AB
210347,001,AB
206136,002,AB
210347,002,AB
074131,001,AB
074131,002,AB
208340,001,AB
208340,002,AB
205585,001,AB
205585,002,AB
015034,003,AB
022512,001,AB
022512,003,AB
022512,002,AB
217268,001,AB
217268,002,AB
217268,003,AB
213406,001,AB
213406,002,AB
213406,003,AB
213052,001,AB
213052,002,AB
213052,003,AB
214608,001,AB
214608,002,AB
214608,003,AB
215697,001,AB
215697,002,AB
215697,003,AB
216727,001,AB
216727,002,AB
216727,003,AB
072575,003,AB
072575,002,AB
072575,001,AB
210971,001,AB
210971,002,AB
210971,003,AB
071745,002,AB
071745,003,AB
071745,001,AB
208113,001,AB
216197,001,AB
208113,002,AB
216197,002,AB
208113,004,AB
216197,003,AB
208113,005,AB
216197,004,AB
208113,003,AB
216197,005,AB
208113,006,AB
216197,006,AB
208113,007,AB
216197,007,AB
208113,008,AB
216197,008,AB
203459,001,AB
203459,002,AB
203459,003,AB
203459,004,AB
203459,005,AB
203459,006,AB
203459,007,AB
203459,008,AB
207799,007,AB
207799,008,AB
207799,001,AB
207799,002,AB
207799,003,AB
207799,004,AB
207799,005,AB
207799,006,AB
209743,001,AB
209743,002,AB
209743,003,AB
209743,004,AB
209743,005,AB
209743,006,AB
209743,007,AB
209743,008,AB
205321,001,AB
205321,002,AB
205321,003,AB
205321,004,AB
205321,005,AB
205321,006,AB
205321,007,AB
205321,008,AB
214322,008,AB
214322,001,AB
214322,002,AB
214322,003,AB
214322,004,AB
214322,005,AB
214322,006,AB
214322,007,AB
212865,001,AB
212865,002,AB
212865,003,AB
212865,004,AB
213423,001,AB
213423,002,AB
213423,003,AB
213423,004,AB
213423,005,AB
213423,006,AB
213423,007,AB
213423,008,AB
209664,001,AB
209664,002,AB
209664,003,AB
209664,004,AB
209664,005,AB
209664,006,AB
209664,007,AB
209664,008,AB
212988,001,AB
212988,002,AB
212988,003,AB
212988,004,AB
212988,005,AB
212988,006,AB
212988,007,AB
212988,008,AB
206912,001,AB
206912,002,AB
206912,003,AB
206912,004,AB
206912,005,AB
206912,006,AB
206912,007,AB
206912,008,AB
091222,001,AB
091222,002,AB
091222,003,AB
091222,004,AB
091222,005,AB
091222,006,AB
091222,007,AB
091222,008,AB
211384,001,AB
211384,002,AB
211384,003,AB
211384,004,AB
211384,005,AB
211384,006,AB
211384,007,AB
211384,008,AB
209530,001,AB
209530,002,AB
209530,003,AB
209530,004,AB
209530,005,AB
209530,006,AB
209530,007,AB
209530,008,AB
209357,001,AB
209357,002,AB
209357,003,AB
209357,004,AB
209357,005,AB
209357,006,AB
209357,007,AB
209357,008,AB
207883,001,AB
207883,002,AB
207883,003,AB
207883,004,AB
207883,005,AB
207883,006,AB
207883,007,AB
207883,008,AB
210585,001,AB
210585,002,AB
210585,003,AB
210585,004,AB
210585,005,AB
210585,006,AB
210432,001,AB
210432,002,AB
210432,003,AB
210432,004,AB
210432,005,AB
210432,006,AB
210432,007,AB
210432,008,AB
208677,001,AB
208677,002,AB
208677,003,AB
208677,004,AB
208677,005,AB
208677,006,AB
208677,007,AB
208677,008,AB
215755,001,AB
215755,002,AB
215755,003,AB
215755,004,AB
215755,005,AB
215755,006,AB
215755,007,AB
215755,008,AB
206942,001,AB
206942,002,AB
206942,003,AB
206942,004,AB
206942,005,AB
206942,006,AB
206942,007,AB
206942,008,AB
210891,001,AB
210891,002,AB
018482,001,AB
207724,001,AB
207724,002,AB
200900,001,AB
200900,002,AB
208801,001,AB
208801,002,AB
211285,001,AB
211285,002,AB
200456,001,AB
200456,002,AB
205229,001,AB
205229,002,AB
050708,003,AB
050708,001,AB
050708,002,AB
019781,001,AB
019781,002,AB
018936,006,AB1
018936,001,AB1
018936,003,AB
050786,001,AB
203729,001,AB
203112,001,AB
204372,001,AB
091661,001,AB
091604,001,AB
091604,002,AB
091604,003,AB
091604,004,AB
078745,001,AB
078745,002,AB
078745,003,AB
078745,004,AB
079116,001,AB
079116,002,AB
079116,003,AB
079116,004,AB
077900,001,AB
077900,002,AB
077900,003,AB
077900,004,AB
077626,001,AB
077626,002,AB
077626,003,AB
077626,004,AB
078191,001,AB
078191,002,AB
078191,003,AB
078191,004,AB
076549,001,AB
076549,002,AB
076549,004,AB
078832,001,AB
078832,002,AB
078832,003,AB
078832,004,AB
075742,001,AB
075742,002,AB
074655,001,AB
074655,002,AB
018163,003,AB
018163,001,AB
018163,004,AB
018163,002,AB
019655,001,AB
021880,005,AB
021880,001,AB
021880,002,AB
021880,003,AB
021880,006,AB
021880,004,AB
021567,003,AB
021567,004,AB
079117,001,AB
077224,001,AB
090033,001,AB
215041,001,AB
065390,001,AB
065390,002,AB
064150,002,AB
064150,001,AB
090034,001,AB
090034,002,AB
050429,001,AB
091689,001,AB
091689,002,AB
091689,003,AB
091689,004,AB
204572,001,AB
204572,002,AB
204572,003,AB
204572,004,AB
203844,001,AB
203844,002,AB
203844,003,AB
203844,004,AB
207797,001,AB
207797,002,AB
207797,003,AB
207797,004,AB
077130,001,AB
077130,002,AB
077130,003,AB
077130,004,AB
203148,001,AB
203148,002,AB
203148,003,AB
203148,004,AB
090879,001,AB
090879,002,AB
090879,003,AB
090879,004,AB
077129,001,AB
077129,002,AB
077129,003,AB
077129,004,AB
018044,001,AB
018044,002,AB
207997,001,AB
050625,001,AB2
050625,003,BX
050625,002,AB2
075321,001,AB
075352,001,AB
206803,001,AB
215133,001,AB
215133,002,AB
218853,001,AB
218853,002,AB
211060,001,AB
211060,002,AB
209745,001,AB
209745,002,AB
210626,001,AB
210626,002,AB
204726,001,AB
204726,002,AB
213230,001,AB
213230,002,AB
204793,001,AB
204793,002,AB
206541,001,AB
206541,002,AB
211166,001,AB
211166,002,AB
210687,001,AB
210687,002,AB
209029,001,AB
209029,002,AB
018671,001,AA
018671,002,AA
071909,001,AA
071910,001,AA
020859,001,AB
020859,002,AB
020083,001,AB
021411,002,AB
021411,003,AB
021411,004,AB
021411,005,AB
021411,006,AB
021411,007,AB
021411,008,AB
215843,001,AB
215843,002,AB
215843,003,AB
215843,004,AB
218615,001,AB
218615,002,AB
218615,003,AB
218615,004,AB
218012,001,AB
218012,002,AB
218012,003,AB
218012,004,AB
214824,001,AB
214824,002,AB
214824,003,AB
214824,004,AB
201275,001,AB
201275,002,AB
201275,003,AB
201275,004,AB
218024,001,AB
218024,002,AB
218024,003,AB
218024,004,AB
213914,001,AB
213914,002,AB
213914,003,AB
213914,004,AB
213803,001,AB
213803,002,AB
213803,003,AB
213803,004,AB
203195,001,AB
021938,001,AB
021938,002,AB
021938,004,AB
021938,003,AB
019194,001,AB
091195,001,BX
091195,002,BX
091195,003,BX
206651,001,AB
206651,002,AB
206651,003,AB
203740,001,AB
203740,002,AB
203740,003,AB
212297,001,AB
212297,002,AB
212297,003,AB
213112,001,AB
213112,002,AB
213112,003,AB
090509,001,AB
090509,002,AB
090509,003,AB
206662,001,AB
206662,002,AB
206662,003,AB
090596,001,AB
090596,002,AB
090596,003,AB
090802,001,AB
090802,002,AB
090802,003,AB
065461,001,AB
065461,002,AB
065461,003,AB
090687,001,AB
090687,002,AB
090687,003,AB
021087,003,AB
021087,002,AB
021087,001,AB
207405,001,AB
214730,001,AB
202433,001,AB
211885,001,AB
219767,001,AB
090377,001,AB
204645,001,AB
078015,001,AB
078938,001,AB
078801,001,AB
077630,001,AB
078225,001,AB
021055,001,AB
022068,003,AB
022068,002,AB
022068,001,AB
211607,001,AB
211654,001,AB
211601,001,AB
204426,001,AB
071620,002,AB
071620,001,AB
211542,001,AB
211542,002,AB
211542,003,AB
211542,004,AB
217875,001,AB
217875,002,AB
217875,003,AB
217875,004,AB
071427,001,AB
071428,001,AB
071457,002,AB
071456,001,AB
071457,003,AB
071457,001,AB
201781,001,AB
201781,002,AB
201781,003,AB
201781,004,AB
201528,001,AB
201528,002,AB
201528,003,AB
201528,004,AB
201528,005,AB
201528,006,AB
203691,001,AB
203691,002,AB
203691,003,AB
203691,004,AB
203691,005,AB
203691,006,AB
206413,001,AB
206413,002,AB
206413,003,AB
206413,004,AB
206413,005,AB
206413,006,AB
204639,001,AB
204639,002,AB
204639,003,AB
204639,004,AB
204639,005,AB
204639,006,AB
207658,001,AB
207658,002,AB
207658,003,AB
207658,004,AB
207658,005,AB
207658,006,AB
210030,001,AB
210030,002,AB
210030,003,AB
210030,004,AB
210030,005,AB
210030,006,AB
206309,001,AB
206309,002,AB
206309,003,AB
206309,004,AB
206309,005,AB
206309,006,AB
201742,001,AB
201742,002,AB
201742,003,AB
201742,004,AB
201742,005,AB
201742,006,AB
203898,003,AB
203898,004,AB
203898,005,AB
203898,006,AB
206750,001,AB
206750,002,AB
206750,003,AB
206750,004,AB
206750,005,AB
206750,006,AB
219482,001,AB
219482,002,AB
219482,003,AB
219482,004,AB
074823,001,AB
074823,002,AB
074823,003,AB
074823,004,AB
075667,001,AB
075667,002,AB
075667,003,AB
075667,004,AB
075614,002,AB
075614,001,AB
075614,003,AB
075614,004,AB
075317,001,AB
075317,002,AB
075317,003,AB
075317,004,AB
011210,001,AA
210674,001,AB
210674,002,AB
210662,001,AB
210662,002,AB
062752,001,AB
062752,002,AB
212635,001,AB
212635,002,AB
061837,001,AB
061837,002,AB
215456,001,AB
215456,002,AB
215456,003,AB
215456,004,AB
211642,001,AB
211642,002,AB
211642,003,AB
211642,004,AB
071093,002,AB
071093,003,AB
071093,004,AB
071093,001,AB
020931,001,AB
020931,002,AB
020931,003,AB
213223,001,AB
213223,002,AB
213223,003,AB
212196,001,AB
212196,002,AB
212196,003,AB
078868,001,AB
078868,002,AB
078868,003,AB
213544,001,AB
213544,002,AB
213544,003,AB
210021,001,AB
210021,002,AB
210021,003,AB
209605,001,AB
209605,002,AB
209605,003,AB
210267,001,AB
210267,002,AB
