ApplNo,ProductNo,TradeName,ActiveIngredient,Strength,DosageForm,Route,ReferenceListedDrugFlag,ReferenceStandardFlag,MarketingStatus,TECode,RxCUI_Ingredient,RxCUI_Product,LastUpdateDate
077653,002,VENLAFAXINE HYDROCHLORIDE,VENLAFAXINE HYDROCHLORIDE,EQ 37.5MG BASE,TABLET,ORAL,N,N,RX,AB,,,
077653,003,VENLAFAXINE HYDROCHLORIDE,VENLAFAXINE HYDROCHLORIDE,EQ 50MG BASE,TABLET,ORAL,N,N,RX,AB,,,
077653,004,VENLAFAXINE HYDROCHLORIDE,VENLAFAXINE HYDROCHLORIDE,EQ 75MG BASE,TABLET,ORAL,N,N,RX,AB,,,
077653,005,VENLAFAXINE HYDROCHLORIDE,VENLAFAXINE HYDROCHLORIDE,EQ 100MG BASE,TABLET,ORAL,N,N,RX,AB,,,
083459,001,VENTAIRE,PROTOKYLOL HYDROCHLORIDE,2MG,TABLET,ORAL,N,N,DISCN,,,,
019112,001,VENTOLIN,ALBUTEROL SULFATE,EQ 2MG BASE,TABLET,ORAL,N,N,DISCN,,,,
019112,002,VENTOLIN,ALBUTEROL SULFATE,EQ 4MG BASE,TABLET,ORAL,N,N,DISCN,,,,
216578,001,VEOZAH,FEZOLINETANT,45MG,TABLET,ORAL,Y,Y,RX,,,,
071019,001,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,80MG,TABLET,ORAL,N,N,DISCN,,,,
070468,001,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,120MG,TABLET,ORAL,N,N,DISCN,,,,
073168,001,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,40MG,TABLET,ORAL,N,N,DISCN,,,,
071423,001,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,80MG,TABLET,ORAL,N,N,DISCN,,,,
071424,001,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,120MG,TABLET,ORAL,N,N,DISCN,,,,
071881,002,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,40MG,TABLET,ORAL,N,N,RX,AB,,,
071881,003,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,80MG,TABLET,ORAL,N,N,RX,AB,,,
071881,001,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,120MG,TABLET,ORAL,N,Y,RX,AB,,,
070482,001,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,80MG,TABLET,ORAL,N,N,DISCN,,,,
070483,001,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,120MG,TABLET,ORAL,N,N,DISCN,,,,
072751,001,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,40MG,TABLET,ORAL,N,N,DISCN,,,,
072124,001,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,80MG,TABLET,ORAL,N,N,DISCN,,,,
072125,001,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,120MG,TABLET,ORAL,N,N,DISCN,,,,
071483,002,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,80MG,TABLET,ORAL,N,N,DISCN,,,,
071483,001,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,120MG,TABLET,ORAL,N,N,DISCN,,,,
071489,002,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,80MG,TABLET,ORAL,N,N,DISCN,,,,
071489,001,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,120MG,TABLET,ORAL,N,N,DISCN,,,,
070340,001,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,80MG,TABLET,ORAL,N,N,DISCN,,,,
070341,001,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,120MG,TABLET,ORAL,N,N,DISCN,,,,
072799,001,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,40MG,TABLET,ORAL,N,N,DISCN,,,,
072923,001,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,40MG,TABLET,ORAL,N,N,DISCN,,,,
072924,001,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,40MG,TABLET,ORAL,N,N,RX,AB,,,
070855,001,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,80MG,TABLET,ORAL,N,N,DISCN,,,,
070995,001,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,80MG,TABLET,ORAL,N,N,RX,AB,,,
071366,001,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,80MG,TABLET,ORAL,N,N,DISCN,,,,
070856,001,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,120MG,TABLET,ORAL,N,N,DISCN,,,,
070994,001,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,120MG,TABLET,ORAL,N,N,RX,AB,,,
071367,001,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE,120MG,TABLET,ORAL,N,N,DISCN,,,,
016245,001,VERCYTE,PIPOBROMAN,10MG,TABLET,ORAL,N,N,DISCN,,,,
016245,002,VERCYTE,PIPOBROMAN,25MG,TABLET,ORAL,N,N,DISCN,,,,
007336,002,VERILOID,ALKAVERVIR,2MG,TABLET,ORAL,N,N,DISCN,,,,
007336,003,VERILOID,ALKAVERVIR,3MG,TABLET,ORAL,N,N,DISCN,,,,
214377,001,VERQUVO,VERICIGUAT,2.5MG,TABLET,ORAL,Y,N,RX,,,,
214377,002,VERQUVO,VERICIGUAT,5MG,TABLET,ORAL,Y,N,RX,,,,
214377,003,VERQUVO,VERICIGUAT,10MG,TABLET,ORAL,Y,Y,RX,,,,
005691,002,VERTAVIS,VERATRUM VIRIDE ROOT,130CSR UNIT,TABLET,ORAL,N,N,DISCN,,,,
208716,001,VERZENIO,ABEMACICLIB,50MG,TABLET,ORAL,Y,N,RX,,,,
208716,002,VERZENIO,ABEMACICLIB,100MG,TABLET,ORAL,Y,N,RX,,,,
208716,003,VERZENIO,ABEMACICLIB,150MG,TABLET,ORAL,Y,N,RX,,,,
208716,004,VERZENIO,ABEMACICLIB,200MG,TABLET,ORAL,Y,Y,RX,,,,
021518,001,VESICARE,SOLIFENACIN SUCCINATE,5MG,TABLET,ORAL,Y,N,RX,AB,,,
021518,002,VESICARE,SOLIFENACIN SUCCINATE,10MG,TABLET,ORAL,Y,Y,RX,AB,,,
011123,001,VESPRIN,TRIFLUPROMAZINE HYDROCHLORIDE,10MG,TABLET,ORAL,N,N,DISCN,,,,
011123,002,VESPRIN,TRIFLUPROMAZINE HYDROCHLORIDE,25MG,TABLET,ORAL,N,N,DISCN,,,,
011123,003,VESPRIN,TRIFLUPROMAZINE HYDROCHLORIDE,50MG,TABLET,ORAL,N,N,DISCN,,,,
021266,001,VFEND,VORICONAZOLE,50MG,TABLET,ORAL,Y,N,RX,AB,,,
021266,002,VFEND,VORICONAZOLE,200MG,TABLET,ORAL,Y,Y,RX,AB,,,
020895,001,VIAGRA,SILDENAFIL CITRATE,EQ 25MG BASE,TABLET,ORAL,Y,N,RX,AB,,,
020895,002,VIAGRA,SILDENAFIL CITRATE,EQ 50MG BASE,TABLET,ORAL,Y,N,RX,AB,,,
020895,003,VIAGRA,SILDENAFIL CITRATE,EQ 100MG BASE,TABLET,ORAL,Y,Y,RX,AB,,,
206940,001,VIBERZI,ELUXADOLINE,75MG,TABLET,ORAL,Y,N,RX,AB,,,
206940,002,VIBERZI,ELUXADOLINE,100MG,TABLET,ORAL,Y,Y,RX,AB,,,
050533,001,VIBRA-TABS,DOXYCYCLINE HYCLATE,EQ 100MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET,ORAL,Y,N,DISCN,,,,
085667,001,VICODIN,ACETAMINOPHEN; HYDROCODONE BITARTRATE,500MG;5MG,TABLET,ORAL,N,N,DISCN,,,,
088058,001,VICODIN,ACETAMINOPHEN; HYDROCODONE BITARTRATE,500MG;5MG,TABLET,ORAL,N,N,DISCN,,,,
089736,001,VICODIN ES,ACETAMINOPHEN; HYDROCODONE BITARTRATE,750MG;7.5MG,TABLET,ORAL,N,N,DISCN,,,,
040117,001,VICODIN HP,ACETAMINOPHEN; HYDROCODONE BITARTRATE,660MG;10MG,TABLET,ORAL,N,N,DISCN,,,,
086333,001,VICOPRIN,ASPIRIN; HYDROCODONE BITARTRATE,500MG;5MG,TABLET,ORAL,N,N,DISCN,,,,
020716,001,VICOPROFEN,HYDROCODONE BITARTRATE; IBUPROFEN,7.5MG;200MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET,ORAL,Y,N,DISCN,,,,
206619,001,VIEKIRA PAK (COPACKAGED),"DASABUVIR SODIUM; OMBITASVIR, PARITAPREVIR, RITONAVIR","EQ 250MG BASE;12.5MG, 75MG, 50MG",TABLET,ORAL,Y,N,DISCN,,,,
210042,001,VIGABATRIN,VIGABATRIN,500MG,TABLET,ORAL,N,N,DISCN,,,,
215601,001,VIGABATRIN,VIGABATRIN,500MG,TABLET,ORAL,N,N,RX,AB,,,
215519,001,VIGABATRIN,VIGABATRIN,500MG,TABLET,ORAL,N,N,DISCN,,,,
215109,001,VIGABATRIN,VIGABATRIN,500MG,TABLET,ORAL,N,N,RX,AB,,,
211539,001,VIGABATRIN,VIGABATRIN,500MG,TABLET,ORAL,N,N,RX,AB,,,
213104,001,VIGABATRIN,VIGABATRIN,500MG,TABLET,ORAL,N,N,RX,AB,,,
209822,001,VIGABATRIN,VIGABATRIN,500MG,TABLET,ORAL,N,N,RX,AB,,,
214749,001,VIGABATRIN,VIGABATRIN,500MG,TABLET,ORAL,N,N,RX,AB,,,
215707,001,VIGABATRIN,VIGABATRIN,500MG,TABLET,ORAL,N,N,RX,AB,,,
022567,001,VIIBRYD,VILAZODONE HYDROCHLORIDE,10MG,TABLET,ORAL,Y,Y,RX,AB,,,
022567,002,VIIBRYD,VILAZODONE HYDROCHLORIDE,20MG,TABLET,ORAL,Y,N,RX,AB,,,
022567,003,VIIBRYD,VILAZODONE HYDROCHLORIDE,40MG,TABLET,ORAL,Y,N,RX,AB,,,
215039,001,VIJOICE,ALPELISIB,50MG,TABLET,ORAL,Y,N,RX,,,,
215039,002,VIJOICE,ALPELISIB,125MG,TABLET,ORAL,Y,N,RX,,,,
215039,003,VIJOICE,ALPELISIB,200MG,TABLET,ORAL,Y,Y,RX,,,,
208209,001,VILAZODONE HYDROCHLORIDE,VILAZODONE HYDROCHLORIDE,10MG,TABLET,ORAL,N,N,RX,AB,,,
208209,002,VILAZODONE HYDROCHLORIDE,VILAZODONE HYDROCHLORIDE,20MG,TABLET,ORAL,N,N,RX,AB,,,
208209,003,VILAZODONE HYDROCHLORIDE,VILAZODONE HYDROCHLORIDE,40MG,TABLET,ORAL,N,N,RX,AB,,,
208202,001,VILAZODONE HYDROCHLORIDE,VILAZODONE HYDROCHLORIDE,10MG,TABLET,ORAL,N,N,RX,AB,,,
208202,002,VILAZODONE HYDROCHLORIDE,VILAZODONE HYDROCHLORIDE,20MG,TABLET,ORAL,N,N,RX,AB,,,
208202,003,VILAZODONE HYDROCHLORIDE,VILAZODONE HYDROCHLORIDE,40MG,TABLET,ORAL,N,N,RX,AB,,,
208228,001,VILAZODONE HYDROCHLORIDE,VILAZODONE HYDROCHLORIDE,10MG,TABLET,ORAL,N,N,RX,AB,,,
208228,002,VILAZODONE HYDROCHLORIDE,VILAZODONE HYDROCHLORIDE,20MG,TABLET,ORAL,N,N,RX,AB,,,
208228,003,VILAZODONE HYDROCHLORIDE,VILAZODONE HYDROCHLORIDE,40MG,TABLET,ORAL,N,N,RX,AB,,,
208200,001,VILAZODONE HYDROCHLORIDE,VILAZODONE HYDROCHLORIDE,10MG,TABLET,ORAL,N,N,RX,AB,,,
208200,003,VILAZODONE HYDROCHLORIDE,VILAZODONE HYDROCHLORIDE,20MG,TABLET,ORAL,N,N,RX,AB,,,
208200,002,VILAZODONE HYDROCHLORIDE,VILAZODONE HYDROCHLORIDE,40MG,TABLET,ORAL,N,N,RX,AB,,,
208212,001,VILAZODONE HYDROCHLORIDE,VILAZODONE HYDROCHLORIDE,10MG,TABLET,ORAL,N,N,RX,AB,,,
208212,002,VILAZODONE HYDROCHLORIDE,VILAZODONE HYDROCHLORIDE,20MG,TABLET,ORAL,N,N,RX,AB,,,
208212,003,VILAZODONE HYDROCHLORIDE,VILAZODONE HYDROCHLORIDE,40MG,TABLET,ORAL,N,N,RX,AB,,,
022253,001,VIMPAT,LACOSAMIDE,50MG,TABLET,ORAL,Y,N,RX,AB,,,
022253,002,VIMPAT,LACOSAMIDE,100MG,TABLET,ORAL,Y,N,RX,AB,,,
022253,003,VIMPAT,LACOSAMIDE,150MG,TABLET,ORAL,Y,N,RX,AB,,,
022253,004,VIMPAT,LACOSAMIDE,200MG,TABLET,ORAL,Y,Y,RX,AB,,,
021042,001,VIOXX,ROFECOXIB,12.5MG,TABLET,ORAL,N,N,DISCN,,,,
021042,002,VIOXX,ROFECOXIB,25MG,TABLET,ORAL,N,N,DISCN,,,,
021042,003,VIOXX,ROFECOXIB,50MG,TABLET,ORAL,N,N,DISCN,,,,
020779,001,VIRACEPT,NELFINAVIR MESYLATE,EQ 250MG BASE,TABLET,ORAL,Y,Y,RX,,,,
021503,001,VIRACEPT,NELFINAVIR MESYLATE,EQ 625MG BASE,TABLET,ORAL,Y,Y,RX,,,,
020636,001,VIRAMUNE,NEVIRAPINE,200MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET,ORAL,Y,N,DISCN,,,,
021356,002,VIREAD,TENOFOVIR DISOPROXIL FUMARATE,150MG,TABLET,ORAL,Y,N,RX,AB,,,
021356,003,VIREAD,TENOFOVIR DISOPROXIL FUMARATE,200MG,TABLET,ORAL,Y,N,RX,AB,,,
021356,004,VIREAD,TENOFOVIR DISOPROXIL FUMARATE,250MG,TABLET,ORAL,Y,N,RX,AB,,,
021356,001,VIREAD,TENOFOVIR DISOPROXIL FUMARATE,300MG,TABLET,ORAL,Y,Y,RX,AB,,,
021097,001,VISICOL,"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS; SODIUM PHOSPHATE, MONOBASIC, MONOHYDRATE",0.398GM;1.102GM,TABLET,ORAL,N,N,DISCN,,,,
018872,001,VISKAZIDE,HYDROCHLOROTHIAZIDE; PINDOLOL,25MG;5MG,TABLET,ORAL,N,N,DISCN,,,,
018872,002,VISKAZIDE,HYDROCHLOROTHIAZIDE; PINDOLOL,25MG;10MG,TABLET,ORAL,N,N,DISCN,,,,
018285,001,VISKEN,PINDOLOL,5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET,ORAL,Y,N,DISCN,,,,
018285,002,VISKEN,PINDOLOL,10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET,ORAL,Y,N,DISCN,,,,
203093,001,VITEKTA,ELVITEGRAVIR,85MG,TABLET,ORAL,Y,N,DISCN,,,,
203093,002,VITEKTA,ELVITEGRAVIR,150MG,TABLET,ORAL,Y,N,DISCN,,,,
073644,001,VIVACTIL,PROTRIPTYLINE HYDROCHLORIDE,5MG,TABLET,ORAL,N,N,DISCN,,,,
073645,001,VIVACTIL,PROTRIPTYLINE HYDROCHLORIDE,10MG,TABLET,ORAL,N,N,DISCN,,,,
016012,001,VIVACTIL,PROTRIPTYLINE HYDROCHLORIDE,5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET,ORAL,N,N,DISCN,,,,
016012,002,VIVACTIL,PROTRIPTYLINE HYDROCHLORIDE,10MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET,ORAL,N,N,DISCN,,,,
211288,001,VIZIMPRO,DACOMITINIB,15MG,TABLET,ORAL,Y,N,RX,,,,
211288,002,VIZIMPRO,DACOMITINIB,30MG,TABLET,ORAL,Y,N,RX,,,,
211288,003,VIZIMPRO,DACOMITINIB,45MG,TABLET,ORAL,Y,Y,RX,,,,
212887,001,VOCABRIA,CABOTEGRAVIR SODIUM,EQ 30MG BASE,TABLET,ORAL,Y,Y,RX,,,,
016033,001,VONTROL,DIPHENIDOL HYDROCHLORIDE,EQ 25MG BASE,TABLET,ORAL,N,N,DISCN,,,,
215151,001,VOQUEZNA,VONOPRAZAN FUMARATE,EQ 10MG BASE,TABLET,ORAL,Y,N,RX,,,,
215151,002,VOQUEZNA,VONOPRAZAN FUMARATE,EQ 20MG BASE,TABLET,ORAL,Y,Y,RX,,,,
218784,001,VORANIGO,VORASIDENIB,10MG,TABLET,ORAL,Y,N,RX,,,,
218784,002,VORANIGO,VORASIDENIB,40MG,TABLET,ORAL,Y,Y,RX,,,,
206181,001,VORICONAZOLE,VORICONAZOLE,50MG,TABLET,ORAL,N,N,RX,AB,,,
206181,002,VORICONAZOLE,VORICONAZOLE,200MG,TABLET,ORAL,N,N,RX,AB,,,
206837,001,VORICONAZOLE,VORICONAZOLE,50MG,TABLET,ORAL,N,N,RX,AB,,,
206837,002,VORICONAZOLE,VORICONAZOLE,200MG,TABLET,ORAL,N,N,RX,AB,,,
206747,001,VORICONAZOLE,VORICONAZOLE,50MG,TABLET,ORAL,N,N,RX,AB,,,
206747,002,VORICONAZOLE,VORICONAZOLE,200MG,TABLET,ORAL,N,N,RX,AB,,,
207371,001,VORICONAZOLE,VORICONAZOLE,50MG,TABLET,ORAL,N,N,RX,AB,,,
207371,002,VORICONAZOLE,VORICONAZOLE,200MG,TABLET,ORAL,N,N,RX,AB,,,
207049,001,VORICONAZOLE,VORICONAZOLE,50MG,TABLET,ORAL,N,N,RX,AB,,,
207049,002,VORICONAZOLE,VORICONAZOLE,200MG,TABLET,ORAL,N,N,RX,AB,,,
203503,001,VORICONAZOLE,VORICONAZOLE,50MG,TABLET,ORAL,N,N,RX,AB,,,
203503,002,VORICONAZOLE,VORICONAZOLE,200MG,TABLET,ORAL,N,N,RX,AB,,,
090547,001,VORICONAZOLE,VORICONAZOLE,50MG,TABLET,ORAL,N,N,RX,AB,,,
090547,002,VORICONAZOLE,VORICONAZOLE,200MG,TABLET,ORAL,N,N,RX,AB,,,
206654,001,VORICONAZOLE,VORICONAZOLE,50MG,TABLET,ORAL,N,N,RX,AB,,,
206654,002,VORICONAZOLE,VORICONAZOLE,200MG,TABLET,ORAL,N,N,RX,AB,,,
206762,001,VORICONAZOLE,VORICONAZOLE,50MG,TABLET,ORAL,N,N,RX,AB,,,
206762,002,VORICONAZOLE,VORICONAZOLE,200MG,TABLET,ORAL,N,N,RX,AB,,,
200265,001,VORICONAZOLE,VORICONAZOLE,50MG,TABLET,ORAL,N,N,RX,AB,,,
200265,002,VORICONAZOLE,VORICONAZOLE,200MG,TABLET,ORAL,N,N,RX,AB,,,
091658,001,VORICONAZOLE,VORICONAZOLE,50MG,TABLET,ORAL,N,N,DISCN,,,,
091658,002,VORICONAZOLE,VORICONAZOLE,200MG,TABLET,ORAL,N,N,DISCN,,,,
209195,001,VOSEVI,SOFOSBUVIR; VELPATASVIR; VOXILAPREVIR,400MG;100MG;100MG,TABLET,ORAL,Y,Y,RX,,,,
022465,001,VOTRIENT,PAZOPANIB HYDROCHLORIDE,EQ 200MG BASE,TABLET,ORAL,Y,Y,RX,AB,,,
022465,002,VOTRIENT,PAZOPANIB HYDROCHLORIDE,EQ 400MG BASE **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,TABLET,ORAL,Y,N,DISCN,,,,
218037,001,VOYDEYA,DANICOPAN,50MG,TABLET,ORAL,Y,N,RX,,,,
218037,002,VOYDEYA,DANICOPAN,100MG,TABLET,ORAL,Y,Y,RX,,,,
210596,001,VYDUO,NEBIVOLOL HYDROCHLORIDE; VALSARTAN,EQ 5MG BASE;80MG,TABLET,ORAL,N,N,RX,,,,
021687,001,VYTORIN,EZETIMIBE; SIMVASTATIN,10MG;10MG,TABLET,ORAL,Y,N,RX,AB,,,
021687,002,VYTORIN,EZETIMIBE; SIMVASTATIN,10MG;20MG,TABLET,ORAL,Y,N,RX,AB,,,
021687,003,VYTORIN,EZETIMIBE; SIMVASTATIN,10MG;40MG,TABLET,ORAL,Y,N,RX,AB,,,
021687,004,VYTORIN,EZETIMIBE; SIMVASTATIN,10MG;80MG,TABLET,ORAL,Y,Y,RX,AB,,,
211150,001,WAKIX,PITOLISANT HYDROCHLORIDE,EQ 4.45MG BASE,TABLET,ORAL,Y,N,RX,,,,
211150,002,WAKIX,PITOLISANT HYDROCHLORIDE,EQ 17.8MG BASE,TABLET,ORAL,Y,Y,RX,,,,
200104,001,WARFARIN SODIUM,WARFARIN SODIUM,1MG,TABLET,ORAL,N,N,DISCN,,,,
200104,002,WARFARIN SODIUM,WARFARIN SODIUM,2MG,TABLET,ORAL,N,N,DISCN,,,,
200104,003,WARFARIN SODIUM,WARFARIN SODIUM,2.5MG,TABLET,ORAL,N,N,DISCN,,,,
200104,004,WARFARIN SODIUM,WARFARIN SODIUM,3MG,TABLET,ORAL,N,N,DISCN,,,,
200104,005,WARFARIN SODIUM,WARFARIN SODIUM,4MG,TABLET,ORAL,N,N,DISCN,,,,
200104,006,WARFARIN SODIUM,WARFARIN SODIUM,5MG,TABLET,ORAL,N,N,DISCN,,,,
200104,007,WARFARIN SODIUM,WARFARIN SODIUM,6MG,TABLET,ORAL,N,N,DISCN,,,,
200104,008,WARFARIN SODIUM,WARFARIN SODIUM,7.5MG,TABLET,ORAL,N,N,DISCN,,,,
200104,009,WARFARIN SODIUM,WARFARIN SODIUM,10MG,TABLET,ORAL,N,N,DISCN,,,,
202202,001,WARFARIN SODIUM,WARFARIN SODIUM,1MG,TABLET,ORAL,N,N,RX,AB,,,
202202,002,WARFARIN SODIUM,WARFARIN SODIUM,2MG,TABLET,ORAL,N,N,RX,AB,,,
202202,003,WARFARIN SODIUM,WARFARIN SODIUM,2.5MG,TABLET,ORAL,N,N,RX,AB,,,
202202,004,WARFARIN SODIUM,WARFARIN SODIUM,3MG,TABLET,ORAL,N,N,RX,AB,,,
202202,005,WARFARIN SODIUM,WARFARIN SODIUM,4MG,TABLET,ORAL,N,N,RX,AB,,,
202202,006,WARFARIN SODIUM,WARFARIN SODIUM,5MG,TABLET,ORAL,N,N,RX,AB,,,
202202,007,WARFARIN SODIUM,WARFARIN SODIUM,6MG,TABLET,ORAL,N,N,RX,AB,,,
202202,008,WARFARIN SODIUM,WARFARIN SODIUM,7.5MG,TABLET,ORAL,N,N,RX,AB,,,
202202,009,WARFARIN SODIUM,WARFARIN SODIUM,10MG,TABLET,ORAL,N,N,RX,AB,,,
040415,001,WARFARIN SODIUM,WARFARIN SODIUM,1MG,TABLET,ORAL,N,N,DISCN,,,,
040415,002,WARFARIN SODIUM,WARFARIN SODIUM,2MG,TABLET,ORAL,N,N,DISCN,,,,
040415,003,WARFARIN SODIUM,WARFARIN SODIUM,2.5MG,TABLET,ORAL,N,N,DISCN,,,,
040415,004,WARFARIN SODIUM,WARFARIN SODIUM,3MG,TABLET,ORAL,N,N,DISCN,,,,
040415,005,WARFARIN SODIUM,WARFARIN SODIUM,4MG,TABLET,ORAL,N,N,DISCN,,,,
040415,006,WARFARIN SODIUM,WARFARIN SODIUM,5MG,TABLET,ORAL,N,N,DISCN,,,,
040415,007,WARFARIN SODIUM,WARFARIN SODIUM,6MG,TABLET,ORAL,N,N,DISCN,,,,
040415,008,WARFARIN SODIUM,WARFARIN SODIUM,7.5MG,TABLET,ORAL,N,N,DISCN,,,,
040415,009,WARFARIN SODIUM,WARFARIN SODIUM,10MG,TABLET,ORAL,N,N,DISCN,,,,
040145,001,WARFARIN SODIUM,WARFARIN SODIUM,1MG,TABLET,ORAL,N,N,DISCN,,,,
040145,002,WARFARIN SODIUM,WARFARIN SODIUM,2MG,TABLET,ORAL,N,N,DISCN,,,,
040145,003,WARFARIN SODIUM,WARFARIN SODIUM,2.5MG,TABLET,ORAL,N,N,DISCN,,,,
040145,008,WARFARIN SODIUM,WARFARIN SODIUM,3MG,TABLET,ORAL,N,N,DISCN,,,,
040145,004,WARFARIN SODIUM,WARFARIN SODIUM,4MG,TABLET,ORAL,N,N,DISCN,,,,
040145,005,WARFARIN SODIUM,WARFARIN SODIUM,5MG,TABLET,ORAL,N,N,DISCN,,,,
040145,009,WARFARIN SODIUM,WARFARIN SODIUM,6MG,TABLET,ORAL,N,N,DISCN,,,,
040145,006,WARFARIN SODIUM,WARFARIN SODIUM,7.5MG,TABLET,ORAL,N,N,DISCN,,,,
040145,007,WARFARIN SODIUM,WARFARIN SODIUM,10MG,TABLET,ORAL,N,N,DISCN,,,,
040196,001,WARFARIN SODIUM,WARFARIN SODIUM,1MG,TABLET,ORAL,N,N,DISCN,,,,
040196,002,WARFARIN SODIUM,WARFARIN SODIUM,2MG,TABLET,ORAL,N,N,DISCN,,,,
040196,003,WARFARIN SODIUM,WARFARIN SODIUM,2.5MG,TABLET,ORAL,N,N,DISCN,,,,
040196,008,WARFARIN SODIUM,WARFARIN SODIUM,3MG,TABLET,ORAL,N,N,DISCN,,,,
040196,004,WARFARIN SODIUM,WARFARIN SODIUM,4MG,TABLET,ORAL,N,N,DISCN,,,,
040196,005,WARFARIN SODIUM,WARFARIN SODIUM,5MG,TABLET,ORAL,N,N,DISCN,,,,
040196,009,WARFARIN SODIUM,WARFARIN SODIUM,6MG,TABLET,ORAL,N,N,DISCN,,,,
040196,006,WARFARIN SODIUM,WARFARIN SODIUM,7.5MG,TABLET,ORAL,N,N,DISCN,,,,
040196,007,WARFARIN SODIUM,WARFARIN SODIUM,10MG,TABLET,ORAL,N,N,DISCN,,,,
090935,001,WARFARIN SODIUM,WARFARIN SODIUM,1MG,TABLET,ORAL,N,N,RX,AB,,,
090935,002,WARFARIN SODIUM,WARFARIN SODIUM,2MG,TABLET,ORAL,N,N,RX,AB,,,
090935,003,WARFARIN SODIUM,WARFARIN SODIUM,2.5MG,TABLET,ORAL,N,N,RX,AB,,,
090935,004,WARFARIN SODIUM,WARFARIN SODIUM,3MG,TABLET,ORAL,N,N,RX,AB,,,
090935,005,WARFARIN SODIUM,WARFARIN SODIUM,4MG,TABLET,ORAL,N,N,RX,AB,,,
090935,006,WARFARIN SODIUM,WARFARIN SODIUM,5MG,TABLET,ORAL,N,N,RX,AB,,,
090935,007,WARFARIN SODIUM,WARFARIN SODIUM,6MG,TABLET,ORAL,N,N,RX,AB,,,
090935,008,WARFARIN SODIUM,WARFARIN SODIUM,7.5MG,TABLET,ORAL,N,N,RX,AB,,,
090935,009,WARFARIN SODIUM,WARFARIN SODIUM,10MG,TABLET,ORAL,N,N,RX,AB,,,
040616,009,WARFARIN SODIUM,WARFARIN SODIUM,1MG,TABLET,ORAL,N,N,RX,AB,,,
040616,001,WARFARIN SODIUM,WARFARIN SODIUM,2MG,TABLET,ORAL,N,N,RX,AB,,,
040616,002,WARFARIN SODIUM,WARFARIN SODIUM,2.5MG,TABLET,ORAL,N,N,RX,AB,,,
040616,003,WARFARIN SODIUM,WARFARIN SODIUM,3MG,TABLET,ORAL,N,N,RX,AB,,,
040616,004,WARFARIN SODIUM,WARFARIN SODIUM,4MG,TABLET,ORAL,N,N,RX,AB,,,
040616,005,WARFARIN SODIUM,WARFARIN SODIUM,5MG,TABLET,ORAL,N,N,RX,AB,,,
040616,006,WARFARIN SODIUM,WARFARIN SODIUM,6MG,TABLET,ORAL,N,N,RX,AB,,,
