BLANumber,ReferenceProductName,ExclusivityType,ExclusivityEndDate,Notes
103352,,FirstInterchangeableExclusivityExpDate,NaT,
103352,,RefProductExclusivityExpDate,NaT,
103353,,ExclusivityExpirationDate,NaT,
103353,,FirstInterchangeableExclusivityExpDate,NaT,
103353,,RefProductExclusivityExpDate,NaT,
103362,,ExclusivityExpirationDate,NaT,
103362,,FirstInterchangeableExclusivityExpDate,NaT,
103362,,RefProductExclusivityExpDate,NaT,
103375,,ExclusivityExpirationDate,NaT,
103375,,FirstInterchangeableExclusivityExpDate,NaT,
103375,,RefProductExclusivityExpDate,NaT,
103397,,ExclusivityExpirationDate,NaT,
103397,,FirstInterchangeableExclusivityExpDate,NaT,
103397,,RefProductExclusivityExpDate,NaT,
103411,,ExclusivityExpirationDate,NaT,
103411,,FirstInterchangeableExclusivityExpDate,NaT,
103411,,RefProductExclusivityExpDate,NaT,
103463,,ExclusivityExpirationDate,NaT,
103463,,FirstInterchangeableExclusivityExpDate,NaT,
103463,,RefProductExclusivityExpDate,NaT,
103471,,ExclusivityExpirationDate,NaT,
103471,,FirstInterchangeableExclusivityExpDate,NaT,
103471,,RefProductExclusivityExpDate,NaT,
103473,,ExclusivityExpirationDate,NaT,
103473,,FirstInterchangeableExclusivityExpDate,NaT,
103473,,RefProductExclusivityExpDate,NaT,
103475,,ExclusivityExpirationDate,NaT,
103475,,FirstInterchangeableExclusivityExpDate,NaT,
103475,,RefProductExclusivityExpDate,NaT,
103532,,ExclusivityExpirationDate,NaT,
103532,,FirstInterchangeableExclusivityExpDate,NaT,
103532,,RefProductExclusivityExpDate,NaT,
103552,,ExclusivityExpirationDate,NaT,
103552,,FirstInterchangeableExclusivityExpDate,NaT,
103552,,RefProductExclusivityExpDate,NaT,
103569,,ExclusivityExpirationDate,NaT,
103569,,FirstInterchangeableExclusivityExpDate,NaT,
103569,,RefProductExclusivityExpDate,NaT,
103575,,ExclusivityExpirationDate,NaT,
103575,,FirstInterchangeableExclusivityExpDate,NaT,
103575,,RefProductExclusivityExpDate,NaT,
103606,,ExclusivityExpirationDate,NaT,
103606,,FirstInterchangeableExclusivityExpDate,NaT,
103606,,RefProductExclusivityExpDate,NaT,
103608,,ExclusivityExpirationDate,NaT,
103608,,FirstInterchangeableExclusivityExpDate,NaT,
103608,,RefProductExclusivityExpDate,NaT,
103623,<NA>,ExclusivityExpirationDate,NaT,
103623,<NA>,FirstInterchangeableExclusivityExpDate,NaT,
103623,<NA>,RefProductExclusivityExpDate,NaT,
103628,,ExclusivityExpirationDate,NaT,
103628,,FirstInterchangeableExclusivityExpDate,NaT,
103628,,RefProductExclusivityExpDate,NaT,
103647,,ExclusivityExpirationDate,NaT,
103647,,FirstInterchangeableExclusivityExpDate,NaT,
103647,,RefProductExclusivityExpDate,NaT,
103649,,ExclusivityExpirationDate,NaT,
103649,,FirstInterchangeableExclusivityExpDate,NaT,
103649,,RefProductExclusivityExpDate,NaT,
103661,,ExclusivityExpirationDate,NaT,
103661,,FirstInterchangeableExclusivityExpDate,NaT,
103661,,RefProductExclusivityExpDate,NaT,
103663,,ExclusivityExpirationDate,NaT,
103663,,FirstInterchangeableExclusivityExpDate,NaT,
103663,,RefProductExclusivityExpDate,NaT,
103665,,ExclusivityExpirationDate,NaT,
103665,,FirstInterchangeableExclusivityExpDate,NaT,
103665,,RefProductExclusivityExpDate,NaT,
103666,,ExclusivityExpirationDate,NaT,
103666,,FirstInterchangeableExclusivityExpDate,NaT,
103666,,RefProductExclusivityExpDate,NaT,
103676,,ExclusivityExpirationDate,NaT,
103676,,FirstInterchangeableExclusivityExpDate,NaT,
103676,,RefProductExclusivityExpDate,NaT,
103677,,ExclusivityExpirationDate,NaT,
103677,,FirstInterchangeableExclusivityExpDate,NaT,
103677,,RefProductExclusivityExpDate,NaT,
103691,,ExclusivityExpirationDate,NaT,
103691,,FirstInterchangeableExclusivityExpDate,NaT,
103691,,RefProductExclusivityExpDate,NaT,
103694,,ExclusivityExpirationDate,NaT,
103694,,FirstInterchangeableExclusivityExpDate,NaT,
103694,,RefProductExclusivityExpDate,NaT,
103705,,ExclusivityExpirationDate,NaT,
103705,,FirstInterchangeableExclusivityExpDate,NaT,
103705,,RefProductExclusivityExpDate,NaT,
103737,,ExclusivityExpirationDate,NaT,
103737,,FirstInterchangeableExclusivityExpDate,NaT,
103737,,RefProductExclusivityExpDate,NaT,
103738,,ExclusivityExpirationDate,NaT,
103738,,FirstInterchangeableExclusivityExpDate,NaT,
103738,,RefProductExclusivityExpDate,NaT,
103749,,ExclusivityExpirationDate,NaT,
103749,,FirstInterchangeableExclusivityExpDate,NaT,
103749,,RefProductExclusivityExpDate,NaT,
103752,,ExclusivityExpirationDate,NaT,
103752,,FirstInterchangeableExclusivityExpDate,NaT,
103752,,RefProductExclusivityExpDate,NaT,
103754,,ExclusivityExpirationDate,NaT,
103754,,FirstInterchangeableExclusivityExpDate,NaT,
103754,,RefProductExclusivityExpDate,NaT,
103764,,ExclusivityExpirationDate,NaT,
103764,,FirstInterchangeableExclusivityExpDate,NaT,
103764,,RefProductExclusivityExpDate,NaT,
103767,,ExclusivityExpirationDate,NaT,
103767,,FirstInterchangeableExclusivityExpDate,NaT,
103767,,RefProductExclusivityExpDate,NaT,
103769,,ExclusivityExpirationDate,NaT,
103769,,FirstInterchangeableExclusivityExpDate,NaT,
103769,,RefProductExclusivityExpDate,NaT,
103770,,ExclusivityExpirationDate,NaT,
103770,,FirstInterchangeableExclusivityExpDate,NaT,
103770,,RefProductExclusivityExpDate,NaT,
103772,,ExclusivityExpirationDate,NaT,
103772,,FirstInterchangeableExclusivityExpDate,NaT,
103772,,RefProductExclusivityExpDate,NaT,
103777,,ExclusivityExpirationDate,NaT,
103777,,FirstInterchangeableExclusivityExpDate,NaT,
103777,,RefProductExclusivityExpDate,NaT,
103779,,ExclusivityExpirationDate,NaT,
103779,,FirstInterchangeableExclusivityExpDate,NaT,
103779,,RefProductExclusivityExpDate,NaT,
103780,,ExclusivityExpirationDate,NaT,
103780,,FirstInterchangeableExclusivityExpDate,NaT,
103780,,RefProductExclusivityExpDate,NaT,
103782,,ExclusivityExpirationDate,NaT,
103782,,FirstInterchangeableExclusivityExpDate,NaT,
103782,,RefProductExclusivityExpDate,NaT,
103786,,ExclusivityExpirationDate,NaT,
103786,,FirstInterchangeableExclusivityExpDate,NaT,
103786,,RefProductExclusivityExpDate,NaT,
103788,,ExclusivityExpirationDate,NaT,
103788,,FirstInterchangeableExclusivityExpDate,NaT,
103788,,RefProductExclusivityExpDate,NaT,
103792,,ExclusivityExpirationDate,NaT,
103792,,FirstInterchangeableExclusivityExpDate,NaT,
103792,,RefProductExclusivityExpDate,NaT,
103795,,ExclusivityExpirationDate,NaT,
103795,,FirstInterchangeableExclusivityExpDate,NaT,
103795,,RefProductExclusivityExpDate,NaT,
103810,,ExclusivityExpirationDate,NaT,
103810,,FirstInterchangeableExclusivityExpDate,NaT,
103810,,RefProductExclusivityExpDate,NaT,
103820,,ExclusivityExpirationDate,NaT,
103820,,FirstInterchangeableExclusivityExpDate,NaT,
103820,,RefProductExclusivityExpDate,NaT,
103821,,ExclusivityExpirationDate,NaT,
103821,,FirstInterchangeableExclusivityExpDate,NaT,
103821,,RefProductExclusivityExpDate,NaT,
103836,,ExclusivityExpirationDate,NaT,
103836,,FirstInterchangeableExclusivityExpDate,NaT,
103836,,RefProductExclusivityExpDate,NaT,
103837,,ExclusivityExpirationDate,NaT,
103837,,FirstInterchangeableExclusivityExpDate,NaT,
103837,,RefProductExclusivityExpDate,NaT,
103846,,ExclusivityExpirationDate,NaT,
103846,,FirstInterchangeableExclusivityExpDate,NaT,
103846,,RefProductExclusivityExpDate,NaT,
103850,,ExclusivityExpirationDate,NaT,
103850,,FirstInterchangeableExclusivityExpDate,NaT,
103850,,RefProductExclusivityExpDate,NaT,
103869,,ExclusivityExpirationDate,NaT,
103869,,FirstInterchangeableExclusivityExpDate,NaT,
103869,,RefProductExclusivityExpDate,NaT,
103870,,ExclusivityExpirationDate,NaT,
103870,,FirstInterchangeableExclusivityExpDate,NaT,
103870,,RefProductExclusivityExpDate,NaT,
103871,,ExclusivityExpirationDate,NaT,
103871,,FirstInterchangeableExclusivityExpDate,NaT,
103871,,RefProductExclusivityExpDate,NaT,
103872,,ExclusivityExpirationDate,NaT,
103872,,FirstInterchangeableExclusivityExpDate,NaT,
103872,,RefProductExclusivityExpDate,NaT,
103873,,ExclusivityExpirationDate,NaT,
103873,,FirstInterchangeableExclusivityExpDate,NaT,
103873,,RefProductExclusivityExpDate,NaT,
103874,,ExclusivityExpirationDate,NaT,
103874,,FirstInterchangeableExclusivityExpDate,NaT,
103874,,RefProductExclusivityExpDate,NaT,
103875,,ExclusivityExpirationDate,NaT,
103875,,FirstInterchangeableExclusivityExpDate,NaT,
103875,,RefProductExclusivityExpDate,NaT,
103876,,ExclusivityExpirationDate,NaT,
103876,,FirstInterchangeableExclusivityExpDate,NaT,
103876,,RefProductExclusivityExpDate,NaT,
103877,,ExclusivityExpirationDate,NaT,
103877,,FirstInterchangeableExclusivityExpDate,NaT,
103877,,RefProductExclusivityExpDate,NaT,
103878,,ExclusivityExpirationDate,NaT,
103878,,FirstInterchangeableExclusivityExpDate,NaT,
103878,,RefProductExclusivityExpDate,NaT,
103879,,ExclusivityExpirationDate,NaT,
103879,,FirstInterchangeableExclusivityExpDate,NaT,
103879,,RefProductExclusivityExpDate,NaT,
103880,,ExclusivityExpirationDate,NaT,
103880,,FirstInterchangeableExclusivityExpDate,NaT,
103880,,RefProductExclusivityExpDate,NaT,
103882,,ExclusivityExpirationDate,NaT,
103882,,FirstInterchangeableExclusivityExpDate,NaT,
103882,,RefProductExclusivityExpDate,NaT,
103883,,ExclusivityExpirationDate,NaT,
103883,,FirstInterchangeableExclusivityExpDate,NaT,
103883,,RefProductExclusivityExpDate,NaT,
103884,,ExclusivityExpirationDate,NaT,
103884,,FirstInterchangeableExclusivityExpDate,NaT,
103884,,RefProductExclusivityExpDate,NaT,
103885,,ExclusivityExpirationDate,NaT,
103885,,FirstInterchangeableExclusivityExpDate,NaT,
103885,,RefProductExclusivityExpDate,NaT,
103886,,ExclusivityExpirationDate,NaT,
103886,,FirstInterchangeableExclusivityExpDate,NaT,
103886,,RefProductExclusivityExpDate,NaT,
103887,,ExclusivityExpirationDate,NaT,
103887,,FirstInterchangeableExclusivityExpDate,NaT,
103887,,RefProductExclusivityExpDate,NaT,
103889,,ExclusivityExpirationDate,NaT,
103889,,FirstInterchangeableExclusivityExpDate,NaT,
103889,,RefProductExclusivityExpDate,NaT,
103890,,ExclusivityExpirationDate,NaT,
103890,,FirstInterchangeableExclusivityExpDate,NaT,
103890,,RefProductExclusivityExpDate,NaT,
103891,,ExclusivityExpirationDate,NaT,
103891,,FirstInterchangeableExclusivityExpDate,NaT,
103891,,RefProductExclusivityExpDate,NaT,
103905,<NA>,ExclusivityExpirationDate,NaT,
103905,<NA>,FirstInterchangeableExclusivityExpDate,NaT,
103905,<NA>,RefProductExclusivityExpDate,NaT,
103907,,ExclusivityExpirationDate,NaT,
103907,,FirstInterchangeableExclusivityExpDate,NaT,
103907,,RefProductExclusivityExpDate,NaT,
103909,,ExclusivityExpirationDate,NaT,
103909,,FirstInterchangeableExclusivityExpDate,NaT,
103909,,RefProductExclusivityExpDate,NaT,
103910,,ExclusivityExpirationDate,NaT,
103910,,FirstInterchangeableExclusivityExpDate,NaT,
103910,,RefProductExclusivityExpDate,NaT,
103913,<NA>,ExclusivityExpirationDate,NaT,
103913,<NA>,FirstInterchangeableExclusivityExpDate,NaT,
103913,<NA>,RefProductExclusivityExpDate,NaT,
103914,,ExclusivityExpirationDate,NaT,
103914,,FirstInterchangeableExclusivityExpDate,NaT,
103914,,RefProductExclusivityExpDate,NaT,
103914,<NA>,ExclusivityExpirationDate,NaT,
103914,<NA>,FirstInterchangeableExclusivityExpDate,NaT,
103914,<NA>,RefProductExclusivityExpDate,NaT,
103915,,ExclusivityExpirationDate,NaT,
103915,,FirstInterchangeableExclusivityExpDate,NaT,
103915,,RefProductExclusivityExpDate,NaT,
103919,<NA>,ExclusivityExpirationDate,NaT,
103919,<NA>,FirstInterchangeableExclusivityExpDate,NaT,
103919,<NA>,RefProductExclusivityExpDate,NaT,
103921,<NA>,ExclusivityExpirationDate,NaT,
103921,<NA>,FirstInterchangeableExclusivityExpDate,NaT,
103921,<NA>,RefProductExclusivityExpDate,NaT,
103922,<NA>,ExclusivityExpirationDate,NaT,
103922,<NA>,FirstInterchangeableExclusivityExpDate,NaT,
103922,<NA>,RefProductExclusivityExpDate,NaT,
103923,,ExclusivityExpirationDate,NaT,
103923,,FirstInterchangeableExclusivityExpDate,NaT,
103923,,RefProductExclusivityExpDate,NaT,
103924,,ExclusivityExpirationDate,NaT,
103924,,FirstInterchangeableExclusivityExpDate,NaT,
103924,,RefProductExclusivityExpDate,NaT,
103925,,ExclusivityExpirationDate,NaT,
103925,,FirstInterchangeableExclusivityExpDate,NaT,
103925,,RefProductExclusivityExpDate,NaT,
103926,,ExclusivityExpirationDate,NaT,
103926,,FirstInterchangeableExclusivityExpDate,NaT,
103926,,RefProductExclusivityExpDate,NaT,
103928,,ExclusivityExpirationDate,NaT,
103928,,FirstInterchangeableExclusivityExpDate,NaT,
103928,,RefProductExclusivityExpDate,NaT,
103930,,ExclusivityExpirationDate,NaT,
103930,,FirstInterchangeableExclusivityExpDate,NaT,
103930,,RefProductExclusivityExpDate,NaT,
103931,,ExclusivityExpirationDate,NaT,
103931,,FirstInterchangeableExclusivityExpDate,NaT,
103931,,RefProductExclusivityExpDate,NaT,
103932,,ExclusivityExpirationDate,NaT,
103932,,FirstInterchangeableExclusivityExpDate,NaT,
103932,,RefProductExclusivityExpDate,NaT,
103935,,ExclusivityExpirationDate,NaT,
103935,,FirstInterchangeableExclusivityExpDate,NaT,
103935,,RefProductExclusivityExpDate,NaT,
103936,,ExclusivityExpirationDate,NaT,
103936,,FirstInterchangeableExclusivityExpDate,NaT,
103936,,RefProductExclusivityExpDate,NaT,
103937,<NA>,ExclusivityExpirationDate,NaT,
103937,<NA>,FirstInterchangeableExclusivityExpDate,NaT,
103937,<NA>,RefProductExclusivityExpDate,NaT,
103940,,ExclusivityExpirationDate,NaT,
103940,,FirstInterchangeableExclusivityExpDate,NaT,
103940,,RefProductExclusivityExpDate,NaT,
103941,,ExclusivityExpirationDate,NaT,
103941,,FirstInterchangeableExclusivityExpDate,NaT,
103941,,RefProductExclusivityExpDate,NaT,
103942,<NA>,ExclusivityExpirationDate,NaT,
103942,<NA>,FirstInterchangeableExclusivityExpDate,NaT,
103942,<NA>,RefProductExclusivityExpDate,NaT,
103943,<NA>,ExclusivityExpirationDate,NaT,
103943,<NA>,FirstInterchangeableExclusivityExpDate,NaT,
103943,<NA>,RefProductExclusivityExpDate,NaT,
103944,,ExclusivityExpirationDate,NaT,
103944,,FirstInterchangeableExclusivityExpDate,NaT,
103944,,RefProductExclusivityExpDate,NaT,
103945,,ExclusivityExpirationDate,NaT,
103945,,FirstInterchangeableExclusivityExpDate,NaT,
103945,,RefProductExclusivityExpDate,NaT,
103946,,ExclusivityExpirationDate,NaT,
103946,,FirstInterchangeableExclusivityExpDate,NaT,
103946,,RefProductExclusivityExpDate,NaT,
103948,,ExclusivityExpirationDate,NaT,
103948,,FirstInterchangeableExclusivityExpDate,NaT,
103948,,RefProductExclusivityExpDate,NaT,
103949,,ExclusivityExpirationDate,NaT,
103949,,FirstInterchangeableExclusivityExpDate,NaT,
103949,,RefProductExclusivityExpDate,NaT,
Subcutaneous,<NA>,ExclusivityExpirationDate,NaT,
Subcutaneous,<NA>,FirstInterchangeableExclusivityExpDate,NaT,
Subcutaneous,<NA>,RefProductExclusivityExpDate,NaT,
103950,,ExclusivityExpirationDate,NaT,
103950,,FirstInterchangeableExclusivityExpDate,NaT,
103950,,RefProductExclusivityExpDate,NaT,
103951,,ExclusivityExpirationDate,NaT,
103951,,FirstInterchangeableExclusivityExpDate,NaT,
103951,,RefProductExclusivityExpDate,NaT,
103953,,ExclusivityExpirationDate,NaT,
103953,,FirstInterchangeableExclusivityExpDate,NaT,
103953,,RefProductExclusivityExpDate,NaT,
103955,,ExclusivityExpirationDate,NaT,
103955,,FirstInterchangeableExclusivityExpDate,NaT,
103955,,RefProductExclusivityExpDate,NaT,
103956,<NA>,ExclusivityExpirationDate,NaT,
103956,<NA>,FirstInterchangeableExclusivityExpDate,NaT,
103956,<NA>,RefProductExclusivityExpDate,NaT,
103957,,ExclusivityExpirationDate,NaT,
103957,,FirstInterchangeableExclusivityExpDate,NaT,
103957,,RefProductExclusivityExpDate,NaT,
103960,,ExclusivityExpirationDate,NaT,
103960,,FirstInterchangeableExclusivityExpDate,NaT,
103960,,RefProductExclusivityExpDate,NaT,
103964,,ExclusivityExpirationDate,NaT,
103964,,FirstInterchangeableExclusivityExpDate,NaT,
103964,,RefProductExclusivityExpDate,NaT,
103969,,ExclusivityExpirationDate,NaT,
103969,,FirstInterchangeableExclusivityExpDate,NaT,
103969,,RefProductExclusivityExpDate,NaT,
103970,,ExclusivityExpirationDate,NaT,
103970,,FirstInterchangeableExclusivityExpDate,NaT,
103970,,RefProductExclusivityExpDate,NaT,
103971,,ExclusivityExpirationDate,NaT,
103971,,FirstInterchangeableExclusivityExpDate,NaT,
103971,,RefProductExclusivityExpDate,NaT,
103972,,ExclusivityExpirationDate,NaT,
103972,,FirstInterchangeableExclusivityExpDate,NaT,
103972,,RefProductExclusivityExpDate,NaT,
103973,,ExclusivityExpirationDate,NaT,
103973,,FirstInterchangeableExclusivityExpDate,NaT,
103973,,RefProductExclusivityExpDate,NaT,
103974,,ExclusivityExpirationDate,NaT,
103974,,FirstInterchangeableExclusivityExpDate,NaT,
103974,,RefProductExclusivityExpDate,NaT,
103976,,ExclusivityExpirationDate,NaT,
103976,,FirstInterchangeableExclusivityExpDate,NaT,
103976,,RefProductExclusivityExpDate,NaT,
103979,,ExclusivityExpirationDate,NaT,
103979,,FirstInterchangeableExclusivityExpDate,NaT,
103979,,RefProductExclusivityExpDate,NaT,
103980,,ExclusivityExpirationDate,NaT,
103980,,FirstInterchangeableExclusivityExpDate,NaT,
103980,,RefProductExclusivityExpDate,NaT,
125010,,ExclusivityExpirationDate,NaT,
125010,,FirstInterchangeableExclusivityExpDate,NaT,
125010,,RefProductExclusivityExpDate,NaT,
125011,,ExclusivityExpirationDate,NaT,
125011,,FirstInterchangeableExclusivityExpDate,NaT,
125011,,RefProductExclusivityExpDate,NaT,
125019,,ExclusivityExpirationDate,NaT,
125019,,FirstInterchangeableExclusivityExpDate,NaT,
125019,,RefProductExclusivityExpDate,NaT,
125020,,ExclusivityExpirationDate,NaT,
125020,,FirstInterchangeableExclusivityExpDate,NaT,
125020,,RefProductExclusivityExpDate,NaT,
125029,,ExclusivityExpirationDate,NaT,
125029,,FirstInterchangeableExclusivityExpDate,NaT,
125029,,RefProductExclusivityExpDate,NaT,
125031,,ExclusivityExpirationDate,NaT,
125031,,FirstInterchangeableExclusivityExpDate,NaT,
125031,,RefProductExclusivityExpDate,NaT,
125034,,ExclusivityExpirationDate,NaT,
125034,,FirstInterchangeableExclusivityExpDate,NaT,
125034,,RefProductExclusivityExpDate,NaT,
125035,,ExclusivityExpirationDate,NaT,
125035,,FirstInterchangeableExclusivityExpDate,NaT,
125035,,RefProductExclusivityExpDate,NaT,
125036,,ExclusivityExpirationDate,NaT,
125036,,FirstInterchangeableExclusivityExpDate,NaT,
125036,,RefProductExclusivityExpDate,NaT,
125039,,ExclusivityExpirationDate,NaT,
125039,,FirstInterchangeableExclusivityExpDate,NaT,
125039,,RefProductExclusivityExpDate,NaT,
125046,,ExclusivityExpirationDate,NaT,
125046,,FirstInterchangeableExclusivityExpDate,NaT,
125046,,RefProductExclusivityExpDate,NaT,
125057,,ExclusivityExpirationDate,NaT,
125057,,FirstInterchangeableExclusivityExpDate,NaT,
125057,,RefProductExclusivityExpDate,NaT,
125058,,ExclusivityExpirationDate,NaT,
125058,,FirstInterchangeableExclusivityExpDate,NaT,
125058,,RefProductExclusivityExpDate,NaT,
125062,,ExclusivityExpirationDate,NaT,
125062,,FirstInterchangeableExclusivityExpDate,NaT,
125062,,RefProductExclusivityExpDate,NaT,
125063,,ExclusivityExpirationDate,NaT,
125063,,FirstInterchangeableExclusivityExpDate,NaT,
125063,,RefProductExclusivityExpDate,NaT,
125070,,ExclusivityExpirationDate,NaT,
125070,,FirstInterchangeableExclusivityExpDate,NaT,
125070,,RefProductExclusivityExpDate,NaT,
125075,,ExclusivityExpirationDate,NaT,
125075,,FirstInterchangeableExclusivityExpDate,NaT,
125075,,RefProductExclusivityExpDate,NaT,
125077,,ExclusivityExpirationDate,NaT,
125077,,FirstInterchangeableExclusivityExpDate,NaT,
125077,,RefProductExclusivityExpDate,NaT,
125078,,ExclusivityExpirationDate,NaT,
125078,,FirstInterchangeableExclusivityExpDate,NaT,
125078,,RefProductExclusivityExpDate,NaT,
125083,,ExclusivityExpirationDate,NaT,
125083,,FirstInterchangeableExclusivityExpDate,NaT,
125083,,RefProductExclusivityExpDate,NaT,
125084,,ExclusivityExpirationDate,NaT,
125084,,FirstInterchangeableExclusivityExpDate,NaT,
125084,,RefProductExclusivityExpDate,NaT,
125085,,ExclusivityExpirationDate,NaT,
125085,,FirstInterchangeableExclusivityExpDate,NaT,
125085,,RefProductExclusivityExpDate,NaT,
125089,,ExclusivityExpirationDate,NaT,
125089,,FirstInterchangeableExclusivityExpDate,NaT,
125089,,RefProductExclusivityExpDate,NaT,
125103,,ExclusivityExpirationDate,NaT,
125103,,FirstInterchangeableExclusivityExpDate,NaT,
125103,,RefProductExclusivityExpDate,NaT,
125104,,ExclusivityExpirationDate,NaT,
125104,,FirstInterchangeableExclusivityExpDate,NaT,
125104,,RefProductExclusivityExpDate,NaT,
125105,,ExclusivityExpirationDate,NaT,
125105,,FirstInterchangeableExclusivityExpDate,NaT,
125105,,RefProductExclusivityExpDate,NaT,
125106,,ExclusivityExpirationDate,NaT,
125106,,FirstInterchangeableExclusivityExpDate,NaT,
125106,,RefProductExclusivityExpDate,NaT,
125108,,ExclusivityExpirationDate,NaT,
125108,,FirstInterchangeableExclusivityExpDate,NaT,
125108,,RefProductExclusivityExpDate,NaT,
125109,,ExclusivityExpirationDate,NaT,
125109,,FirstInterchangeableExclusivityExpDate,NaT,
125109,,RefProductExclusivityExpDate,NaT,
125111,,ExclusivityExpirationDate,NaT,
125111,,FirstInterchangeableExclusivityExpDate,NaT,
125111,,RefProductExclusivityExpDate,NaT,
125115,<NA>,ExclusivityExpirationDate,NaT,
125115,<NA>,FirstInterchangeableExclusivityExpDate,NaT,
125115,<NA>,RefProductExclusivityExpDate,NaT,
125117,,ExclusivityExpirationDate,NaT,
125117,,FirstInterchangeableExclusivityExpDate,NaT,
125117,,RefProductExclusivityExpDate,NaT,
125118,,ExclusivityExpirationDate,NaT,
125118,,FirstInterchangeableExclusivityExpDate,NaT,
125118,,RefProductExclusivityExpDate,NaT,
125122,,ExclusivityExpirationDate,NaT,
125122,,FirstInterchangeableExclusivityExpDate,NaT,
125122,,RefProductExclusivityExpDate,NaT,
125123,,ExclusivityExpirationDate,NaT,
125123,,FirstInterchangeableExclusivityExpDate,NaT,
125123,,RefProductExclusivityExpDate,NaT,
125126,,ExclusivityExpirationDate,NaT,
125126,,FirstInterchangeableExclusivityExpDate,NaT,
125126,,RefProductExclusivityExpDate,NaT,
125127,,ExclusivityExpirationDate,NaT,
125127,,FirstInterchangeableExclusivityExpDate,NaT,
125127,,RefProductExclusivityExpDate,NaT,
125141,,ExclusivityExpirationDate,NaT,
125141,,FirstInterchangeableExclusivityExpDate,NaT,
125141,,RefProductExclusivityExpDate,NaT,
125145,,ExclusivityExpirationDate,NaT,
125145,,FirstInterchangeableExclusivityExpDate,NaT,
125145,,RefProductExclusivityExpDate,NaT,
125147,,ExclusivityExpirationDate,NaT,
125147,,FirstInterchangeableExclusivityExpDate,NaT,
125147,,RefProductExclusivityExpDate,NaT,
125151,,ExclusivityExpirationDate,NaT,
125151,,FirstInterchangeableExclusivityExpDate,NaT,
125151,,RefProductExclusivityExpDate,NaT,
125154,,ExclusivityExpirationDate,NaT,
125154,,FirstInterchangeableExclusivityExpDate,NaT,
125154,,RefProductExclusivityExpDate,NaT,
125156,,ExclusivityExpirationDate,NaT,
125156,,FirstInterchangeableExclusivityExpDate,NaT,
125156,,RefProductExclusivityExpDate,NaT,
125158,,ExclusivityExpirationDate,NaT,
125158,,FirstInterchangeableExclusivityExpDate,NaT,
125158,,RefProductExclusivityExpDate,NaT,
125160,,ExclusivityExpirationDate,NaT,
125160,,FirstInterchangeableExclusivityExpDate,NaT,
125160,,RefProductExclusivityExpDate,NaT,
125163,,ExclusivityExpirationDate,NaT,
125163,,FirstInterchangeableExclusivityExpDate,NaT,
125163,,RefProductExclusivityExpDate,NaT,
125164,,ExclusivityExpirationDate,NaT,
125164,,FirstInterchangeableExclusivityExpDate,NaT,
125164,,RefProductExclusivityExpDate,NaT,
125166,,ExclusivityExpirationDate,NaT,
125166,,FirstInterchangeableExclusivityExpDate,NaT,
125166,,RefProductExclusivityExpDate,NaT,
125196,,ExclusivityExpirationDate,NaT,
125196,,FirstInterchangeableExclusivityExpDate,NaT,
125196,,RefProductExclusivityExpDate,NaT,
125201,,ExclusivityExpirationDate,NaT,
125201,,FirstInterchangeableExclusivityExpDate,NaT,
125201,,RefProductExclusivityExpDate,NaT,
125234,,ExclusivityExpirationDate,NaT,
125234,,FirstInterchangeableExclusivityExpDate,NaT,
125234,,RefProductExclusivityExpDate,NaT,
125244,,ExclusivityExpirationDate,NaT,
125244,,FirstInterchangeableExclusivityExpDate,NaT,
125244,,RefProductExclusivityExpDate,NaT,
125247,,ExclusivityExpirationDate,NaT,
125247,,FirstInterchangeableExclusivityExpDate,NaT,
125247,,RefProductExclusivityExpDate,NaT,
125248,,ExclusivityExpirationDate,NaT,
125248,,FirstInterchangeableExclusivityExpDate,NaT,
125248,,RefProductExclusivityExpDate,NaT,
125249,,ExclusivityExpirationDate,NaT,
125249,,FirstInterchangeableExclusivityExpDate,NaT,
125249,,RefProductExclusivityExpDate,NaT,
125251,,ExclusivityExpirationDate,NaT,
125251,,FirstInterchangeableExclusivityExpDate,NaT,
125251,,RefProductExclusivityExpDate,NaT,
125254,,ExclusivityExpirationDate,NaT,
125254,,FirstInterchangeableExclusivityExpDate,NaT,
125254,,RefProductExclusivityExpDate,NaT,
125259,,ExclusivityExpirationDate,NaT,
125259,,FirstInterchangeableExclusivityExpDate,NaT,
125259,,RefProductExclusivityExpDate,NaT,
125260,,ExclusivityExpirationDate,NaT,
125260,,FirstInterchangeableExclusivityExpDate,NaT,
125260,,RefProductExclusivityExpDate,NaT,
125261,,ExclusivityExpirationDate,NaT,
125261,,FirstInterchangeableExclusivityExpDate,NaT,
125261,,RefProductExclusivityExpDate,NaT,
125264,,ExclusivityExpirationDate,NaT,
125264,,FirstInterchangeableExclusivityExpDate,NaT,
125264,,RefProductExclusivityExpDate,NaT,
125265,,ExclusivityExpirationDate,NaT,
125265,,FirstInterchangeableExclusivityExpDate,NaT,
125265,,RefProductExclusivityExpDate,NaT,
125265,<NA>,ExclusivityExpirationDate,NaT,
125265,<NA>,FirstInterchangeableExclusivityExpDate,NaT,
125265,<NA>,RefProductExclusivityExpDate,NaT,
125266,,ExclusivityExpirationDate,NaT,
125266,,FirstInterchangeableExclusivityExpDate,NaT,
125266,,RefProductExclusivityExpDate,NaT,
125267,,ExclusivityExpirationDate,NaT,
125267,,FirstInterchangeableExclusivityExpDate,NaT,
125267,,RefProductExclusivityExpDate,NaT,
