BLANumber,ReferenceProductName,ExclusivityType,ExclusivityEndDate,Notes
125775,,ExclusivityExpirationDate,NaT,
125775,,FirstInterchangeableExclusivityExpDate,NaT,
125775,,RefProductExclusivityExpDate,2035-05-03,
125776,<NA>,ExclusivityExpirationDate,NaT,
125776,<NA>,FirstInterchangeableExclusivityExpDate,NaT,
125776,<NA>,RefProductExclusivityExpDate,NaT,
125777,,ExclusivityExpirationDate,NaT,
125777,,FirstInterchangeableExclusivityExpDate,NaT,
125777,,RefProductExclusivityExpDate,NaT,
125781,,ExclusivityExpirationDate,NaT,
125781,,FirstInterchangeableExclusivityExpDate,NaT,
125781,,RefProductExclusivityExpDate,2035-06-22,
125786,,ExclusivityExpirationDate,NaT,
125786,,FirstInterchangeableExclusivityExpDate,NaT,
125786,,RefProductExclusivityExpDate,2036-04-25,
125787,,ExclusivityExpirationDate,NaT,
125787,,FirstInterchangeableExclusivityExpDate,NaT,
125787,,RefProductExclusivityExpDate,NaT,
125788,,ExclusivityExpirationDate,NaT,
125788,,FirstInterchangeableExclusivityExpDate,NaT,
125788,,RefProductExclusivityExpDate,NaT,
125789,,ExclusivityExpirationDate,NaT,
125789,,FirstInterchangeableExclusivityExpDate,NaT,
125789,,RefProductExclusivityExpDate,2036-08-01,
125795,,ExclusivityExpirationDate,NaT,
125795,,FirstInterchangeableExclusivityExpDate,NaT,
125795,,RefProductExclusivityExpDate,NaT,
125796,,ExclusivityExpirationDate,NaT,
125796,,FirstInterchangeableExclusivityExpDate,NaT,
125796,,RefProductExclusivityExpDate,2036-05-31,
125798,,ExclusivityExpirationDate,NaT,
125798,,FirstInterchangeableExclusivityExpDate,NaT,
125798,,RefProductExclusivityExpDate,2037-03-05,
125807,,ExclusivityExpirationDate,NaT,
125807,,FirstInterchangeableExclusivityExpDate,NaT,
125807,,RefProductExclusivityExpDate,NaT,
125810,,ExclusivityExpirationDate,NaT,
125810,,FirstInterchangeableExclusivityExpDate,NaT,
125810,,RefProductExclusivityExpDate,NaT,
125812,,ExclusivityExpirationDate,NaT,
125812,,FirstInterchangeableExclusivityExpDate,NaT,
125812,,RefProductExclusivityExpDate,2036-12-19,
125813,,ExclusivityExpirationDate,NaT,
125813,,FirstInterchangeableExclusivityExpDate,NaT,
125813,,RefProductExclusivityExpDate,2036-11-08,
125814,,ExclusivityExpirationDate,NaT,
125814,,FirstInterchangeableExclusivityExpDate,NaT,
125814,,RefProductExclusivityExpDate,2036-06-17,
125817,,ExclusivityExpirationDate,NaT,
125817,,FirstInterchangeableExclusivityExpDate,NaT,
125817,,RefProductExclusivityExpDate,NaT,
125819,,ExclusivityExpirationDate,NaT,
125819,,FirstInterchangeableExclusivityExpDate,NaT,
125819,,RefProductExclusivityExpDate,NaT,
125820,,ExclusivityExpirationDate,NaT,
125820,,FirstInterchangeableExclusivityExpDate,NaT,
125820,,RefProductExclusivityExpDate,2037-02-14,
125832,,ExclusivityExpirationDate,NaT,
125832,,FirstInterchangeableExclusivityExpDate,NaT,
125832,,RefProductExclusivityExpDate,NaT,
125835,,ExclusivityExpirationDate,NaT,
125835,,FirstInterchangeableExclusivityExpDate,NaT,
125835,,RefProductExclusivityExpDate,NaT,
203313,,ExclusivityExpirationDate,NaT,
203313,,FirstInterchangeableExclusivityExpDate,NaT,
203313,,RefProductExclusivityExpDate,NaT,
203314,,ExclusivityExpirationDate,NaT,
203314,,FirstInterchangeableExclusivityExpDate,NaT,
203314,,RefProductExclusivityExpDate,NaT,
205692,,ExclusivityExpirationDate,NaT,
205692,,FirstInterchangeableExclusivityExpDate,NaT,
205692,,RefProductExclusivityExpDate,NaT,
205747,,ExclusivityExpirationDate,NaT,
205747,,FirstInterchangeableExclusivityExpDate,NaT,
205747,,RefProductExclusivityExpDate,NaT,
206538,,ExclusivityExpirationDate,NaT,
206538,,FirstInterchangeableExclusivityExpDate,NaT,
206538,,RefProductExclusivityExpDate,NaT,
208157,,ExclusivityExpirationDate,NaT,
208157,,FirstInterchangeableExclusivityExpDate,NaT,
208157,,RefProductExclusivityExpDate,NaT,
208471,,ExclusivityExpirationDate,NaT,
208471,,FirstInterchangeableExclusivityExpDate,NaT,
208471,,RefProductExclusivityExpDate,NaT,
208583,,ExclusivityExpirationDate,NaT,
208583,,FirstInterchangeableExclusivityExpDate,NaT,
208583,,RefProductExclusivityExpDate,NaT,
208673,,ExclusivityExpirationDate,NaT,
208673,,FirstInterchangeableExclusivityExpDate,NaT,
208673,,RefProductExclusivityExpDate,NaT,
208751,,ExclusivityExpirationDate,NaT,
208751,,FirstInterchangeableExclusivityExpDate,NaT,
208751,,RefProductExclusivityExpDate,NaT,
209196,,ExclusivityExpirationDate,NaT,
209196,,FirstInterchangeableExclusivityExpDate,NaT,
209196,,RefProductExclusivityExpDate,NaT,
210089,,ExclusivityExpirationDate,NaT,
210089,,FirstInterchangeableExclusivityExpDate,NaT,
210089,,RefProductExclusivityExpDate,NaT,
210605,,ExclusivityExpirationDate,NaT,
210605,,FirstInterchangeableExclusivityExpDate,NaT,
210605,,RefProductExclusivityExpDate,NaT,
761024,Humira,ExclusivityExpirationDate,NaT,
761024,Humira,FirstInterchangeableExclusivityExpDate,NaT,
761024,Humira,RefProductExclusivityExpDate,NaT,
761025,,ExclusivityExpirationDate,NaT,
761025,,FirstInterchangeableExclusivityExpDate,NaT,
761025,,RefProductExclusivityExpDate,NaT,
761028,Avastin,ExclusivityExpirationDate,NaT,
761028,Avastin,FirstInterchangeableExclusivityExpDate,NaT,
761028,Avastin,RefProductExclusivityExpDate,NaT,
761029,,ExclusivityExpirationDate,NaT,
761029,,FirstInterchangeableExclusivityExpDate,NaT,
761029,,RefProductExclusivityExpDate,NaT,
761032,,ExclusivityExpirationDate,NaT,
761032,,FirstInterchangeableExclusivityExpDate,NaT,
761032,,RefProductExclusivityExpDate,NaT,
761033,,ExclusivityExpirationDate,NaT,
761033,,FirstInterchangeableExclusivityExpDate,NaT,
761033,,RefProductExclusivityExpDate,NaT,
761034,,ExclusivityExpirationDate,NaT,
761034,,FirstInterchangeableExclusivityExpDate,NaT,
761034,,RefProductExclusivityExpDate,NaT,
761035,,ExclusivityExpirationDate,NaT,
761035,,FirstInterchangeableExclusivityExpDate,NaT,
761035,,RefProductExclusivityExpDate,NaT,
761036,,ExclusivityExpirationDate,NaT,
761036,,FirstInterchangeableExclusivityExpDate,NaT,
761036,,RefProductExclusivityExpDate,NaT,
761037,,ExclusivityExpirationDate,NaT,
761037,,FirstInterchangeableExclusivityExpDate,NaT,
761037,,RefProductExclusivityExpDate,NaT,
761038,,ExclusivityExpirationDate,NaT,
761038,,FirstInterchangeableExclusivityExpDate,NaT,
761038,,RefProductExclusivityExpDate,NaT,
761039,Neulasta,ExclusivityExpirationDate,NaT,
761039,Neulasta,FirstInterchangeableExclusivityExpDate,NaT,
761039,Neulasta,RefProductExclusivityExpDate,NaT,
761040,,ExclusivityExpirationDate,NaT,
761040,,FirstInterchangeableExclusivityExpDate,NaT,
761040,,RefProductExclusivityExpDate,NaT,
761042,Enbrel,ExclusivityExpirationDate,NaT,
761042,Enbrel,FirstInterchangeableExclusivityExpDate,NaT,
761042,Enbrel,RefProductExclusivityExpDate,NaT,
761043,,ExclusivityExpirationDate,NaT,
761043,,FirstInterchangeableExclusivityExpDate,NaT,
761043,,RefProductExclusivityExpDate,NaT,
761044,,ExclusivityExpirationDate,NaT,
761044,,FirstInterchangeableExclusivityExpDate,NaT,
761044,,RefProductExclusivityExpDate,NaT,
761045,Neulasta,ExclusivityExpirationDate,NaT,
761045,Neulasta,FirstInterchangeableExclusivityExpDate,NaT,
761045,Neulasta,RefProductExclusivityExpDate,NaT,
761046,,ExclusivityExpirationDate,NaT,
761046,,FirstInterchangeableExclusivityExpDate,NaT,
761046,,RefProductExclusivityExpDate,NaT,
761047,,ExclusivityExpirationDate,NaT,
761047,,FirstInterchangeableExclusivityExpDate,NaT,
761047,,RefProductExclusivityExpDate,NaT,
761049,,ExclusivityExpirationDate,NaT,
761049,,FirstInterchangeableExclusivityExpDate,NaT,
761049,,RefProductExclusivityExpDate,NaT,
761051,,ExclusivityExpirationDate,NaT,
761051,,FirstInterchangeableExclusivityExpDate,NaT,
761051,,RefProductExclusivityExpDate,NaT,
761052,,ExclusivityExpirationDate,NaT,
761052,,FirstInterchangeableExclusivityExpDate,NaT,
761052,,RefProductExclusivityExpDate,NaT,
761053,,ExclusivityExpirationDate,NaT,
761053,,FirstInterchangeableExclusivityExpDate,NaT,
761053,,RefProductExclusivityExpDate,NaT,
761054,Remicade,ExclusivityExpirationDate,NaT,
761054,Remicade,FirstInterchangeableExclusivityExpDate,NaT,
761054,Remicade,RefProductExclusivityExpDate,NaT,
761055,,ExclusivityExpirationDate,NaT,
761055,,FirstInterchangeableExclusivityExpDate,NaT,
761055,,RefProductExclusivityExpDate,NaT,
761058,Humira,ExclusivityExpirationDate,NaT,
761058,Humira,FirstInterchangeableExclusivityExpDate,2023-04-15,
761058,Humira,RefProductExclusivityExpDate,NaT,
761058,Humira,FirstInterchangeableExclusivityExpDate,2023-09-18,
761058,Humira,FirstInterchangeableExclusivityExpDate,NaT,
761059,Humira,ExclusivityExpirationDate,NaT,
761059,Humira,FirstInterchangeableExclusivityExpDate,NaT,
761059,Humira,RefProductExclusivityExpDate,NaT,
761060,,ExclusivityExpirationDate,NaT,
761060,,FirstInterchangeableExclusivityExpDate,NaT,
761060,,RefProductExclusivityExpDate,NaT,
761061,,ExclusivityExpirationDate,NaT,
761061,,FirstInterchangeableExclusivityExpDate,NaT,
761061,,RefProductExclusivityExpDate,NaT,
761062,,ExclusivityExpirationDate,NaT,
761062,,FirstInterchangeableExclusivityExpDate,NaT,
761062,,RefProductExclusivityExpDate,NaT,
761063,,ExclusivityExpirationDate,NaT,
761063,,FirstInterchangeableExclusivityExpDate,NaT,
761063,,RefProductExclusivityExpDate,NaT,
761064,,ExclusivityExpirationDate,NaT,
761064,,FirstInterchangeableExclusivityExpDate,NaT,
761064,,RefProductExclusivityExpDate,NaT,
761065,,ExclusivityExpirationDate,NaT,
761065,,FirstInterchangeableExclusivityExpDate,NaT,
761065,,RefProductExclusivityExpDate,NaT,
761066,Enbrel,ExclusivityExpirationDate,NaT,
761066,Enbrel,FirstInterchangeableExclusivityExpDate,NaT,
761066,Enbrel,RefProductExclusivityExpDate,NaT,
761067,,ExclusivityExpirationDate,NaT,
761067,,FirstInterchangeableExclusivityExpDate,NaT,
761067,,RefProductExclusivityExpDate,NaT,
761068,,ExclusivityExpirationDate,NaT,
761068,,FirstInterchangeableExclusivityExpDate,NaT,
761068,,RefProductExclusivityExpDate,NaT,
761069,,ExclusivityExpirationDate,NaT,
761069,,FirstInterchangeableExclusivityExpDate,NaT,
761069,,RefProductExclusivityExpDate,NaT,
761070,,ExclusivityExpirationDate,NaT,
761070,,FirstInterchangeableExclusivityExpDate,NaT,
761070,,RefProductExclusivityExpDate,NaT,
761071,Humira,ExclusivityExpirationDate,NaT,
761071,Humira,FirstInterchangeableExclusivityExpDate,NaT,
761071,Humira,RefProductExclusivityExpDate,NaT,
761071,Humira,FirstInterchangeableExclusivityExpDate,2025-04-05,
761072,Remicade,ExclusivityExpirationDate,NaT,
761072,Remicade,FirstInterchangeableExclusivityExpDate,NaT,
761072,Remicade,RefProductExclusivityExpDate,NaT,
761073,Herceptin,ExclusivityExpirationDate,NaT,
761073,Herceptin,FirstInterchangeableExclusivityExpDate,NaT,
761073,Herceptin,RefProductExclusivityExpDate,NaT,
761074,Herceptin,ExclusivityExpirationDate,NaT,
761074,Herceptin,FirstInterchangeableExclusivityExpDate,NaT,
761074,Herceptin,RefProductExclusivityExpDate,NaT,
761075,Neulasta,ExclusivityExpirationDate,NaT,
761075,Neulasta,FirstInterchangeableExclusivityExpDate,NaT,
761075,Neulasta,RefProductExclusivityExpDate,NaT,
761077,,ExclusivityExpirationDate,NaT,
761077,,FirstInterchangeableExclusivityExpDate,NaT,
761077,,RefProductExclusivityExpDate,NaT,
761079,,ExclusivityExpirationDate,NaT,
761079,,FirstInterchangeableExclusivityExpDate,NaT,
761079,,RefProductExclusivityExpDate,NaT,
761080,Neupogen,ExclusivityExpirationDate,NaT,
761080,Neupogen,FirstInterchangeableExclusivityExpDate,NaT,
761080,Neupogen,RefProductExclusivityExpDate,NaT,
761081,Herceptin,ExclusivityExpirationDate,NaT,
761081,Herceptin,FirstInterchangeableExclusivityExpDate,NaT,
761081,Herceptin,RefProductExclusivityExpDate,NaT,
761082,Neupogen,ExclusivityExpirationDate,NaT,
761082,Neupogen,FirstInterchangeableExclusivityExpDate,NaT,
761082,Neupogen,RefProductExclusivityExpDate,NaT,
761083,,ExclusivityExpirationDate,NaT,
761083,,FirstInterchangeableExclusivityExpDate,NaT,
761083,,RefProductExclusivityExpDate,NaT,
761084,Neulasta,ExclusivityExpirationDate,NaT,
761084,Neulasta,FirstInterchangeableExclusivityExpDate,NaT,
761084,Neulasta,RefProductExclusivityExpDate,NaT,
761085,,ExclusivityExpirationDate,NaT,
761085,,FirstInterchangeableExclusivityExpDate,NaT,
761085,,RefProductExclusivityExpDate,NaT,
761086,Remicade,ExclusivityExpirationDate,NaT,
761086,Remicade,FirstInterchangeableExclusivityExpDate,NaT,
761086,Remicade,RefProductExclusivityExpDate,NaT,
761088,Rituxan,ExclusivityExpirationDate,NaT,
761088,Rituxan,FirstInterchangeableExclusivityExpDate,NaT,
761088,Rituxan,RefProductExclusivityExpDate,NaT,
761089,,ExclusivityExpirationDate,NaT,
761089,,FirstInterchangeableExclusivityExpDate,NaT,
761089,,RefProductExclusivityExpDate,NaT,
761090,,ExclusivityExpirationDate,NaT,
761090,,FirstInterchangeableExclusivityExpDate,NaT,
761090,,RefProductExclusivityExpDate,NaT,
761091,Herceptin,ExclusivityExpirationDate,NaT,
761091,Herceptin,FirstInterchangeableExclusivityExpDate,NaT,
761091,Herceptin,RefProductExclusivityExpDate,NaT,
761092,,ExclusivityExpirationDate,NaT,
761092,,FirstInterchangeableExclusivityExpDate,NaT,
761092,,RefProductExclusivityExpDate,NaT,
761094,,ExclusivityExpirationDate,NaT,
761094,,FirstInterchangeableExclusivityExpDate,NaT,
761094,,RefProductExclusivityExpDate,NaT,
761097,,ExclusivityExpirationDate,NaT,
761097,,FirstInterchangeableExclusivityExpDate,NaT,
761097,,RefProductExclusivityExpDate,NaT,
761099,Avastin,ExclusivityExpirationDate,NaT,
761099,Avastin,FirstInterchangeableExclusivityExpDate,NaT,
761099,Avastin,RefProductExclusivityExpDate,NaT,
761100,Herceptin,ExclusivityExpirationDate,NaT,
761100,Herceptin,FirstInterchangeableExclusivityExpDate,NaT,
761100,Herceptin,RefProductExclusivityExpDate,NaT,
761102,,ExclusivityExpirationDate,NaT,
761102,,FirstInterchangeableExclusivityExpDate,NaT,
761102,,RefProductExclusivityExpDate,NaT,
761103,Rituxan,ExclusivityExpirationDate,NaT,
761103,Rituxan,FirstInterchangeableExclusivityExpDate,NaT,
761103,Rituxan,RefProductExclusivityExpDate,NaT,
761104,,ExclusivityExpirationDate,NaT,
761104,,FirstInterchangeableExclusivityExpDate,NaT,
761104,,RefProductExclusivityExpDate,NaT,
761105,,ExclusivityExpirationDate,NaT,
761105,,FirstInterchangeableExclusivityExpDate,NaT,
761105,,RefProductExclusivityExpDate,NaT,
761106,,ExclusivityExpirationDate,NaT,
761106,,FirstInterchangeableExclusivityExpDate,NaT,
761106,,RefProductExclusivityExpDate,NaT,
761107,,ExclusivityExpirationDate,NaT,
761107,,FirstInterchangeableExclusivityExpDate,NaT,
761107,,RefProductExclusivityExpDate,NaT,
761108,,ExclusivityExpirationDate,NaT,
761108,,FirstInterchangeableExclusivityExpDate,NaT,
761108,,RefProductExclusivityExpDate,NaT,
761109,,ExclusivityExpirationDate,NaT,
761109,,FirstInterchangeableExclusivityExpDate,NaT,
761109,,RefProductExclusivityExpDate,NaT,
761111,Neulasta,ExclusivityExpirationDate,NaT,
761111,Neulasta,FirstInterchangeableExclusivityExpDate,NaT,
761111,Neulasta,RefProductExclusivityExpDate,NaT,
761112,,ExclusivityExpirationDate,NaT,
761112,,FirstInterchangeableExclusivityExpDate,NaT,
761112,,RefProductExclusivityExpDate,NaT,
761113,,ExclusivityExpirationDate,NaT,
761113,,FirstInterchangeableExclusivityExpDate,NaT,
761113,,RefProductExclusivityExpDate,NaT,
761115,,ExclusivityExpirationDate,NaT,
761115,,FirstInterchangeableExclusivityExpDate,NaT,
761115,,RefProductExclusivityExpDate,NaT,
761116,,ExclusivityExpirationDate,NaT,
761116,,FirstInterchangeableExclusivityExpDate,NaT,
761116,,RefProductExclusivityExpDate,NaT,
761118,Humira,ExclusivityExpirationDate,NaT,
761118,Humira,FirstInterchangeableExclusivityExpDate,NaT,
761118,Humira,RefProductExclusivityExpDate,NaT,
761119,,ExclusivityExpirationDate,NaT,
761119,,FirstInterchangeableExclusivityExpDate,NaT,
761119,,RefProductExclusivityExpDate,NaT,
761121,,ExclusivityExpirationDate,NaT,
761121,,FirstInterchangeableExclusivityExpDate,NaT,
761121,,RefProductExclusivityExpDate,NaT,
761122,,ExclusivityExpirationDate,NaT,
761122,,FirstInterchangeableExclusivityExpDate,NaT,
761122,,RefProductExclusivityExpDate,NaT,
761123,,ExclusivityExpirationDate,NaT,
761123,,FirstInterchangeableExclusivityExpDate,NaT,
761123,,RefProductExclusivityExpDate,NaT,
761125,,ExclusivityExpirationDate,NaT,
761125,,FirstInterchangeableExclusivityExpDate,NaT,
761125,,RefProductExclusivityExpDate,NaT,
761126,Neupogen,ExclusivityExpirationDate,NaT,
761126,Neupogen,FirstInterchangeableExclusivityExpDate,NaT,
761126,Neupogen,RefProductExclusivityExpDate,NaT,
761127,,ExclusivityExpirationDate,NaT,
761127,,FirstInterchangeableExclusivityExpDate,NaT,
761127,,RefProductExclusivityExpDate,NaT,
761128,,ExclusivityExpirationDate,NaT,
761128,,FirstInterchangeableExclusivityExpDate,NaT,
761128,,RefProductExclusivityExpDate,NaT,
761133,,ExclusivityExpirationDate,NaT,
761133,,FirstInterchangeableExclusivityExpDate,NaT,
761133,,RefProductExclusivityExpDate,NaT,
761134,,ExclusivityExpirationDate,NaT,
761134,,FirstInterchangeableExclusivityExpDate,NaT,
761134,,RefProductExclusivityExpDate,NaT,
761136,,ExclusivityExpirationDate,NaT,
761136,,FirstInterchangeableExclusivityExpDate,NaT,
761136,,RefProductExclusivityExpDate,NaT,
761137,,ExclusivityExpirationDate,NaT,
761137,,FirstInterchangeableExclusivityExpDate,NaT,
761137,,RefProductExclusivityExpDate,NaT,
761139,,ExclusivityExpirationDate,NaT,
761139,,FirstInterchangeableExclusivityExpDate,NaT,
761139,,RefProductExclusivityExpDate,NaT,
761140,Rituxan,ExclusivityExpirationDate,NaT,
761140,Rituxan,FirstInterchangeableExclusivityExpDate,NaT,
761140,Rituxan,RefProductExclusivityExpDate,NaT,
761142,,ExclusivityExpirationDate,NaT,
761142,,FirstInterchangeableExclusivityExpDate,NaT,
761142,,RefProductExclusivityExpDate,NaT,
761143,,ExclusivityExpirationDate,NaT,
761143,,FirstInterchangeableExclusivityExpDate,NaT,
761143,,RefProductExclusivityExpDate,NaT,
761145,,ExclusivityExpirationDate,NaT,
761145,,FirstInterchangeableExclusivityExpDate,NaT,
761145,,RefProductExclusivityExpDate,NaT,
761146,,ExclusivityExpirationDate,NaT,
761146,,FirstInterchangeableExclusivityExpDate,NaT,
761146,,RefProductExclusivityExpDate,NaT,
761148,,ExclusivityExpirationDate,NaT,
761148,,FirstInterchangeableExclusivityExpDate,NaT,
761148,,RefProductExclusivityExpDate,NaT,
761149,,ExclusivityExpirationDate,NaT,
761149,,FirstInterchangeableExclusivityExpDate,NaT,
761149,,RefProductExclusivityExpDate,NaT,
761150,,ExclusivityExpirationDate,NaT,
761150,,FirstInterchangeableExclusivityExpDate,NaT,
761150,,RefProductExclusivityExpDate,NaT,
761151,,ExclusivityExpirationDate,NaT,
761151,,FirstInterchangeableExclusivityExpDate,NaT,
761151,,RefProductExclusivityExpDate,NaT,
761154,Humira,ExclusivityExpirationDate,NaT,
761154,Humira,FirstInterchangeableExclusivityExpDate,NaT,
761154,Humira,RefProductExclusivityExpDate,NaT,
761156,,ExclusivityExpirationDate,NaT,
761156,,FirstInterchangeableExclusivityExpDate,NaT,
761156,,RefProductExclusivityExpDate,NaT,
761158,,ExclusivityExpirationDate,NaT,
761158,,FirstInterchangeableExclusivityExpDate,NaT,
761158,,RefProductExclusivityExpDate,NaT,
761161,,ExclusivityExpirationDate,NaT,
761161,,FirstInterchangeableExclusivityExpDate,NaT,
761161,,RefProductExclusivityExpDate,NaT,
761163,,ExclusivityExpirationDate,NaT,
761163,,FirstInterchangeableExclusivityExpDate,NaT,
761163,,RefProductExclusivityExpDate,NaT,
761164,,ExclusivityExpirationDate,NaT,
761164,,FirstInterchangeableExclusivityExpDate,NaT,
761164,,RefProductExclusivityExpDate,NaT,
761165,Lucentis,ExclusivityExpirationDate,NaT,
761165,Lucentis,FirstInterchangeableExclusivityExpDate,2023-10-03,
761165,Lucentis,RefProductExclusivityExpDate,NaT,
761166,,ExclusivityExpirationDate,NaT,
761166,,FirstInterchangeableExclusivityExpDate,NaT,
761166,,RefProductExclusivityExpDate,NaT,
761169,,ExclusivityExpirationDate,NaT,
761169,,FirstInterchangeableExclusivityExpDate,NaT,
761169,,RefProductExclusivityExpDate,NaT,
761170,,ExclusivityExpirationDate,NaT,
761170,,FirstInterchangeableExclusivityExpDate,NaT,
761170,,RefProductExclusivityExpDate,NaT,
761171,,ExclusivityExpirationDate,NaT,
761171,,FirstInterchangeableExclusivityExpDate,NaT,
761171,,RefProductExclusivityExpDate,NaT,
761172,,ExclusivityExpirationDate,NaT,
761172,,FirstInterchangeableExclusivityExpDate,NaT,
761172,,RefProductExclusivityExpDate,NaT,
761173,Neulasta,ExclusivityExpirationDate,NaT,
761173,Neulasta,FirstInterchangeableExclusivityExpDate,NaT,
761173,Neulasta,RefProductExclusivityExpDate,NaT,
761174,,ExclusivityExpirationDate,NaT,
761174,,FirstInterchangeableExclusivityExpDate,NaT,
761174,,RefProductExclusivityExpDate,NaT,
761175,Avastin,ExclusivityExpirationDate,NaT,
761175,Avastin,FirstInterchangeableExclusivityExpDate,NaT,
761175,Avastin,RefProductExclusivityExpDate,NaT,
761177,,ExclusivityExpirationDate,NaT,
761177,,FirstInterchangeableExclusivityExpDate,NaT,
761177,,RefProductExclusivityExpDate,NaT,
761178,,ExclusivityExpirationDate,NaT,
761178,,FirstInterchangeableExclusivityExpDate,NaT,
761178,,RefProductExclusivityExpDate,NaT,
761179,,ExclusivityExpirationDate,NaT,
761179,,FirstInterchangeableExclusivityExpDate,NaT,
761179,,RefProductExclusivityExpDate,NaT,
761180,,ExclusivityExpirationDate,NaT,
761180,,FirstInterchangeableExclusivityExpDate,NaT,
761180,,RefProductExclusivityExpDate,NaT,
761181,,ExclusivityExpirationDate,NaT,
761181,,FirstInterchangeableExclusivityExpDate,NaT,
761181,,RefProductExclusivityExpDate,NaT,
761183,,ExclusivityExpirationDate,NaT,
761183,,FirstInterchangeableExclusivityExpDate,NaT,
761183,,RefProductExclusivityExpDate,NaT,
761184,,ExclusivityExpirationDate,NaT,
761184,,FirstInterchangeableExclusivityExpDate,NaT,
761184,,RefProductExclusivityExpDate,NaT,
761188,Novolog,ExclusivityExpirationDate,NaT,
761188,Novolog,FirstInterchangeableExclusivityExpDate,NaT,
761188,Novolog,RefProductExclusivityExpDate,NaT,
761192,,ExclusivityExpirationDate,NaT,
761192,,FirstInterchangeableExclusivityExpDate,NaT,
761192,,RefProductExclusivityExpDate,NaT,
761194,,ExclusivityExpirationDate,NaT,
761194,,FirstInterchangeableExclusivityExpDate,NaT,
761194,,RefProductExclusivityExpDate,NaT,
761195,,ExclusivityExpirationDate,NaT,
761195,,FirstInterchangeableExclusivityExpDate,NaT,
761195,,RefProductExclusivityExpDate,NaT,
761196,,ExclusivityExpirationDate,NaT,
761196,,FirstInterchangeableExclusivityExpDate,NaT,
761196,,RefProductExclusivityExpDate,NaT,
761197,,ExclusivityExpirationDate,NaT,
761197,,FirstInterchangeableExclusivityExpDate,NaT,
761197,,RefProductExclusivityExpDate,NaT,
761198,Avastin,ExclusivityExpirationDate,NaT,
761198,Avastin,FirstInterchangeableExclusivityExpDate,NaT,
761198,Avastin,RefProductExclusivityExpDate,NaT,
761201,Lantus,ExclusivityExpirationDate,NaT,
761201,Lantus,FirstInterchangeableExclusivityExpDate,2022-11-15,
761201,Lantus,RefProductExclusivityExpDate,NaT,
761202,Lucentis,ExclusivityExpirationDate,NaT,
761202,Lucentis,FirstInterchangeableExclusivityExpDate,NaT,
761202,Lucentis,RefProductExclusivityExpDate,NaT,
761204,,ExclusivityExpirationDate,NaT,
761204,,FirstInterchangeableExclusivityExpDate,NaT,
761204,,RefProductExclusivityExpDate,NaT,
761208,,ExclusivityExpirationDate,NaT,
761208,,FirstInterchangeableExclusivityExpDate,NaT,
761208,,RefProductExclusivityExpDate,NaT,
761210,,ExclusivityExpirationDate,NaT,
761210,,FirstInterchangeableExclusivityExpDate,NaT,
761210,,RefProductExclusivityExpDate,NaT,
761215,Lantus,ExclusivityExpirationDate,NaT,
761215,Lantus,FirstInterchangeableExclusivityExpDate,NaT,
761215,Lantus,RefProductExclusivityExpDate,NaT,
761216,Humira,ExclusivityExpirationDate,NaT,
761216,Humira,FirstInterchangeableExclusivityExpDate,NaT,
761216,Humira,RefProductExclusivityExpDate,NaT,
761219,Humira,ExclusivityExpirationDate,NaT,
761219,Humira,FirstInterchangeableExclusivityExpDate,NaT,
761219,Humira,RefProductExclusivityExpDate,NaT,
761224,,ExclusivityExpirationDate,NaT,
761224,,FirstInterchangeableExclusivityExpDate,NaT,
761224,,RefProductExclusivityExpDate,NaT,
761225,,ExclusivityExpirationDate,NaT,
761225,,FirstInterchangeableExclusivityExpDate,NaT,
761225,,RefProductExclusivityExpDate,NaT,
761228,,ExclusivityExpirationDate,NaT,
761228,,FirstInterchangeableExclusivityExpDate,NaT,
761228,,RefProductExclusivityExpDate,NaT,
761231,Avastin,ExclusivityExpirationDate,NaT,
761231,Avastin,FirstInterchangeableExclusivityExpDate,NaT,
761231,Avastin,RefProductExclusivityExpDate,NaT,
761232,,ExclusivityExpirationDate,NaT,
761232,,FirstInterchangeableExclusivityExpDate,NaT,
761232,,RefProductExclusivityExpDate,NaT,
761234,,ExclusivityExpirationDate,NaT,
761234,,FirstInterchangeableExclusivityExpDate,NaT,
761234,,RefProductExclusivityExpDate,NaT,
761235,,ExclusivityExpirationDate,NaT,
761235,,FirstInterchangeableExclusivityExpDate,NaT,
761235,,RefProductExclusivityExpDate,NaT,
761238,,ExclusivityExpirationDate,NaT,
761238,,FirstInterchangeableExclusivityExpDate,NaT,
761238,,RefProductExclusivityExpDate,NaT,
761240,,ExclusivityExpirationDate,NaT,
761240,,FirstInterchangeableExclusivityExpDate,NaT,
761240,,RefProductExclusivityExpDate,NaT,
761244,,ExclusivityExpirationDate,NaT,
761244,,FirstInterchangeableExclusivityExpDate,NaT,
761244,,RefProductExclusivityExpDate,NaT,
761248,,ExclusivityExpirationDate,NaT,
761248,,FirstInterchangeableExclusivityExpDate,NaT,
761248,,RefProductExclusivityExpDate,NaT,
761255,Humira,ExclusivityExpirationDate,NaT,
761255,Humira,FirstInterchangeableExclusivityExpDate,NaT,
761255,Humira,RefProductExclusivityExpDate,NaT,
761258,,ExclusivityExpirationDate,NaT,
761258,,FirstInterchangeableExclusivityExpDate,NaT,
761258,,RefProductExclusivityExpDate,NaT,
761261,,ExclusivityExpirationDate,NaT,
761261,,FirstInterchangeableExclusivityExpDate,NaT,
