ProductRxCUI,IngredientRxCUI,RxTTY,PreferredName,BrandName,GenericName,DosageForm,Route,Strength
2668206,161,SCD,acetaminophen 500 MG Granules for Oral Solution,,acetaminophen 500 MG Granules for Oral Solution,Granules for Oral Solution,,500 MG
2670598,161,SCD,acetaminophen 500 MG / dextromethorphan hydrobromide 20 MG Powder for Oral Solution,,acetaminophen 500 MG / dextromethorphan hydrobromide 20 MG Powder for Oral Solution,Powder for Oral Solution,,500 MG
2670677,161,SCD,acetaminophen 650 MG / diphenhydramine hydrochloride 25 MG Powder for Oral Solution,,acetaminophen 650 MG / diphenhydramine hydrochloride 25 MG Powder for Oral Solution,Powder for Oral Solution,,650 MG
2670678,161,SCD,acetaminophen 650 MG / dextromethorphan hydrobromide 20 MG Powder for Oral Solution,,acetaminophen 650 MG / dextromethorphan hydrobromide 20 MG Powder for Oral Solution,Powder for Oral Solution,,650 MG
2673874,161,SCD,100 ML acetaminophen 10 MG/ML / ibuprofen 3 MG/ML Injection,,100 ML acetaminophen 10 MG/ML / ibuprofen 3 MG/ML Injection,Injection,,100 ML
2675760,161,SCD,acetaminophen 325 MG / ibuprofen 97.5 MG Oral Tablet,,acetaminophen 325 MG / ibuprofen 97.5 MG Oral Tablet,Oral Tablet,,325 MG
2677914,161,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / phenylephrine hydrochloride 5 MG Powder for Oral Solution,,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG / phenylephrine hydrochloride 5 MG Powder for Oral Solution,Powder for Oral Solution,,325 MG
2677915,161,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Powder for Oral Solution,,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG / phenylephrine hydrochloride 5 MG Powder for Oral Solution,Powder for Oral Solution,,325 MG
2678223,161,SCD,acetaminophen 162.5 MG / dextromethorphan hydrobromide 5 MG Chewable Tablet,,acetaminophen 162.5 MG / dextromethorphan hydrobromide 5 MG Chewable Tablet,Chewable Tablet,,162.5 MG
2678231,161,SCD,acetaminophen 162.5 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 5 MG Chewable Tablet,,acetaminophen 162.5 MG / chlorpheniramine maleate 2 MG / dextromethorphan hydrobromide 5 MG Chewable Tablet,Chewable Tablet,,162.5 MG
2679420,161,SCD,acetaminophen 500 MG / dextromethorphan hydrobromide 20 MG Granules for Oral Solution,,acetaminophen 500 MG / dextromethorphan hydrobromide 20 MG Granules for Oral Solution,Granules for Oral Solution,,500 MG
2679425,161,SCD,acetaminophen 650 MG / diphenhydramine hydrochloride 25 MG Granules for Oral Solution,,acetaminophen 650 MG / diphenhydramine hydrochloride 25 MG Granules for Oral Solution,Granules for Oral Solution,,650 MG
2680300,161,SCD,acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML Oral Solution,,acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML / guaifenesin 20 MG/ML Oral Solution,Oral Solution,,32.5 MG
2683419,161,SCD,acetaminophen 250 MG Chewable Tablet,,acetaminophen 250 MG Chewable Tablet,Chewable Tablet,,250 MG
2683420,161,SCD,acetaminophen 32 MG/ML / diphenhydramine hydrochloride 1.25 MG/ML Oral Solution,,acetaminophen 32 MG/ML / diphenhydramine hydrochloride 1.25 MG/ML Oral Solution,Oral Solution,,32 MG
2684921,161,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG Oral Tablet,,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / guaifenesin 200 MG Oral Tablet,Oral Tablet,,325 MG
2685209,161,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG Chewable Tablet,,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG Chewable Tablet,Chewable Tablet,,325 MG
2691098,161,SCD,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / phenylephrine hydrochloride 5 MG Effervescent Oral Tablet,,acetaminophen 325 MG / chlorpheniramine maleate 2 MG / phenylephrine hydrochloride 5 MG Effervescent Oral Tablet,Effervescent Oral Tablet,,325 MG
2691101,161,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Effervescent Oral Tablet,,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / phenylephrine hydrochloride 5 MG Effervescent Oral Tablet,Effervescent Oral Tablet,,325 MG
2691689,161,SCD,acetaminophen 325 MG / diphenhydramine hydrochloride 12.5 MG Chewable Tablet,,acetaminophen 325 MG / diphenhydramine hydrochloride 12.5 MG Chewable Tablet,Chewable Tablet,,325 MG
2692302,161,SCD,acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1.5 MG/ML / doxylamine succinate 0.625 MG/ML Oral Suspension,,acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1.5 MG/ML / doxylamine succinate 0.625 MG/ML Oral Suspension,Oral Suspension,,32.5 MG
2693770,161,SCD,acetaminophen 32 MG/ML / dextromethorphan hydrobromide 0.5 MG/ML Oral Suspension,,acetaminophen 32 MG/ML / dextromethorphan hydrobromide 0.5 MG/ML Oral Suspension,Oral Suspension,,32 MG
2693772,161,SCD,acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML Oral Suspension,,acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 1 MG/ML Oral Suspension,Oral Suspension,,32.5 MG
2693775,161,SCD,acetaminophen 32.5 MG/ML / diphenhydramine hydrochloride 1.25 MG/ML Oral Suspension,,acetaminophen 32.5 MG/ML / diphenhydramine hydrochloride 1.25 MG/ML Oral Suspension,Oral Suspension,,32.5 MG
2705808,161,SCD,acetaminophen 80 MG Oral Film,,acetaminophen 80 MG Oral Film,Oral Film,,80 MG
2709229,161,SCD,acetaminophen 325 MG / chlorpheniramine maleate 4 MG / dextromethorphan hydrobromide 20 MG / phenylephrine hydrochloride 10 MG Oral Tablet,,acetaminophen 325 MG / chlorpheniramine maleate 4 MG / dextromethorphan hydrobromide 20 MG / phenylephrine hydrochloride 10 MG Oral Tablet,Oral Tablet,,325 MG
2709673,161,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG Oral Tablet,,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG Oral Tablet,Oral Tablet,,325 MG
2712155,161,SCD,acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 2 MG/ML / guaifenesin 40 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution,,acetaminophen 32.5 MG/ML / dextromethorphan hydrobromide 2 MG/ML / guaifenesin 40 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution,Oral Solution,,32.5 MG
2712156,161,SCD,acetaminophen 32.5 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution,,acetaminophen 32.5 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral Solution,Oral Solution,,32.5 MG
2713312,161,SCD,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG Oral Tablet,,acetaminophen 325 MG / dextromethorphan hydrobromide 10 MG / doxylamine succinate 6.25 MG Oral Tablet,Oral Tablet,,325 MG
2715604,161,SCD,65 ML acetaminophen 10 MG/ML Injection,,65 ML acetaminophen 10 MG/ML Injection,Injection,,65 ML
2715863,161,SCD,acetaminophen 162.5 MG / dextromethorphan hydrobromide 5 MG / doxylamine succinate 3.125 MG Chewable Tablet,,acetaminophen 162.5 MG / dextromethorphan hydrobromide 5 MG / doxylamine succinate 3.125 MG Chewable Tablet,Chewable Tablet,,162.5 MG
2719840,161,SCD,acetaminophen 45 MG/ML Oral Solution,,acetaminophen 45 MG/ML Oral Solution,Oral Solution,,45 MG
282464,161,SCD,acetaminophen 160 MG Oral Tablet,,acetaminophen 160 MG Oral Tablet,Oral Tablet,,160 MG
283274,161,SCD,acetaminophen 250 MG / caffeine 50 MG / magnesium salicylate 290 MG Oral Tablet,,acetaminophen 250 MG / caffeine 50 MG / magnesium salicylate 290 MG Oral Tablet,Oral Tablet,,250 MG
284094,161,SCD,acetaminophen 500 MG / phenyltoloxamine citrate 60 MG Oral Tablet,,acetaminophen 500 MG / phenyltoloxamine citrate 60 MG Oral Tablet,Oral Tablet,,500 MG
307666,161,SCD,acetaminophen 125 MG Rectal Suppository,,acetaminophen 125 MG Rectal Suppository,Rectal Suppository,,125 MG
307667,161,SCD,acetaminophen 160 MG Oral Capsule,,acetaminophen 160 MG Oral Capsule,Oral Capsule,,160 MG
307668,161,SCD,acetaminophen 32 MG/ML Oral Suspension,,acetaminophen 32 MG/ML Oral Suspension,Oral Suspension,,32 MG
307675,161,SCD,acetaminophen 32 MG/ML Oral Solution,,acetaminophen 32 MG/ML Oral Solution,Oral Solution,,32 MG
307684,161,SCD,acetaminophen 33.3 MG/ML Oral Solution,,acetaminophen 33.3 MG/ML Oral Solution,Oral Solution,,33.3 MG
307686,161,SCD,acetaminophen 500 MG / caffeine 65 MG Oral Tablet,,acetaminophen 500 MG / caffeine 65 MG Oral Tablet,Oral Tablet,,500 MG
307695,161,SCD,acetaminophen 80 MG Oral Capsule,,acetaminophen 80 MG Oral Capsule,Oral Capsule,,80 MG
307696,161,SCD,acetaminophen 80 MG Chewable Tablet,,acetaminophen 80 MG Chewable Tablet,Chewable Tablet,,80 MG
308278,161,SCD,acetaminophen 115 MG / aspirin 210 MG / caffeine 16 MG / salicylamide 65 MG Oral Tablet,,acetaminophen 115 MG / aspirin 210 MG / caffeine 16 MG / salicylamide 65 MG Oral Tablet,Oral Tablet,,115 MG
308297,161,SCD,acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Tablet,,acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Tablet,Oral Tablet,,250 MG
308310,161,SCD,acetaminophen 325 MG / caffeine 100 MG / isometheptene 65 MG Oral Capsule,,acetaminophen 325 MG / caffeine 100 MG / isometheptene 65 MG Oral Capsule,Oral Capsule,,325 MG
308322,161,SCD,acetaminophen 500 MG / butalbital 50 MG / caffeine 40 MG Oral Capsule,,acetaminophen 500 MG / butalbital 50 MG / caffeine 40 MG Oral Capsule,Oral Capsule,,500 MG
312288,161,SCD,acetaminophen 650 MG / pentazocine 25 MG Oral Tablet,,acetaminophen 650 MG / pentazocine 25 MG Oral Tablet,Oral Tablet,,650 MG
313782,161,SCD,acetaminophen 325 MG Oral Tablet,,acetaminophen 325 MG Oral Tablet,Oral Tablet,,325 MG
313820,161,SCD,acetaminophen 160 MG Chewable Tablet,,acetaminophen 160 MG Chewable Tablet,Chewable Tablet,,160 MG
348978,161,SCD,acetaminophen 300 MG Oral Tablet,,acetaminophen 300 MG Oral Tablet,Oral Tablet,,300 MG
349113,161,SCD,acetaminophen 500 MG Delayed Release Oral Capsule,,acetaminophen 500 MG Delayed Release Oral Capsule,Delayed Release Oral Capsule,,500 MG
359221,161,SCD,acetaminophen 110 MG / aspirin 162 MG / caffeine 32.4 MG / salicylamide 152 MG Oral Tablet,,acetaminophen 110 MG / aspirin 162 MG / caffeine 32.4 MG / salicylamide 152 MG Oral Tablet,Oral Tablet,,110 MG
388081,161,SCD,acetaminophen 250 MG Disintegrating Oral Tablet,,acetaminophen 250 MG Disintegrating Oral Tablet,Disintegrating Oral Tablet,,250 MG
392293,161,SCD,acetaminophen 48.2 MG/ML Oral Solution,,acetaminophen 48.2 MG/ML Oral Solution,Oral Solution,,48.2 MG
403937,161,SCD,acetaminophen 500 MG / caffeine 65 MG Disintegrating Oral Tablet,,acetaminophen 500 MG / caffeine 65 MG Disintegrating Oral Tablet,Disintegrating Oral Tablet,,500 MG
410226,161,SCD,acetaminophen 500 MG / caffeine 65 MG Oral Capsule,,acetaminophen 500 MG / caffeine 65 MG Oral Capsule,Oral Capsule,,500 MG
421071,161,SCD,acetaminophen 100 MG Rectal Suppository,,acetaminophen 100 MG Rectal Suppository,Rectal Suppository,,100 MG
422626,161,SCD,acetaminophen 25 MG/ML Oral Suspension,,acetaminophen 25 MG/ML Oral Suspension,Oral Suspension,,25 MG
425723,161,SCD,acetaminophen 120 MG/ML Oral Solution,,acetaminophen 120 MG/ML Oral Solution,Oral Solution,,120 MG
430837,161,SCD,acetaminophen 1000 MG Oral Tablet,,acetaminophen 1000 MG Oral Tablet,Oral Tablet,,1000 MG
432638,161,SCD,acetaminophen 250 MG / aspirin 250 MG Oral Tablet,,acetaminophen 250 MG / aspirin 250 MG Oral Tablet,Oral Tablet,,250 MG
437160,161,SCD,acetaminophen 20 MG/ML Oral Suspension,,acetaminophen 20 MG/ML Oral Suspension,Oral Suspension,,20 MG
477282,161,SCD,acetaminophen 160 MG Disintegrating Oral Tablet,,acetaminophen 160 MG Disintegrating Oral Tablet,Disintegrating Oral Tablet,,160 MG
483017,161,SCD,100 ML acetaminophen 10 MG/ML Injection,,100 ML acetaminophen 10 MG/ML Injection,Injection,,100 ML
602617,161,SCD,acetaminophen 325 MG / guaifenesin 200 MG Oral Tablet,,acetaminophen 325 MG / guaifenesin 200 MG Oral Tablet,Oral Tablet,,325 MG
603136,161,SCD,acetaminophen 325 MG Disintegrating Oral Tablet,,acetaminophen 325 MG Disintegrating Oral Tablet,Disintegrating Oral Tablet,,325 MG
606947,161,SCD,acetaminophen 325 MG / dichloralphenazone 100 MG / isometheptene 65 MG Oral Capsule,,acetaminophen 325 MG / dichloralphenazone 100 MG / isometheptene 65 MG Oral Capsule,Oral Capsule,,325 MG
647877,161,SCD,acetaminophen 250 MG / magnesium salicylate 250 MG / pamabrom 25 MG Oral Tablet,,acetaminophen 250 MG / magnesium salicylate 250 MG / pamabrom 25 MG Oral Tablet,Oral Tablet,,250 MG
647888,161,SCD,acetaminophen 325 MG / pamabrom 25 MG / vitamin B6 1 MG Oral Tablet,,acetaminophen 325 MG / pamabrom 25 MG / vitamin B6 1 MG Oral Tablet,Oral Tablet,,325 MG
665056,161,SCD,acetaminophen 500 MG Chewable Tablet,,acetaminophen 500 MG Chewable Tablet,Chewable Tablet,,500 MG
672601,161,SCD,acetaminophen 250 MG / caffeine 32.5 MG / magnesium salicylate 310 MG Oral Tablet,,acetaminophen 250 MG / caffeine 32.5 MG / magnesium salicylate 310 MG Oral Tablet,Oral Tablet,,250 MG
692836,161,SCD,acetaminophen 325 MG / aspirin 500 MG / caffeine 65 MG Oral Powder,,acetaminophen 325 MG / aspirin 500 MG / caffeine 65 MG Oral Powder,Oral Powder,,325 MG
701913,161,SCD,acetaminophen 500 MG / caffeine 60 MG / pyrilamine maleate 15 MG Oral Capsule,,acetaminophen 500 MG / caffeine 60 MG / pyrilamine maleate 15 MG Oral Capsule,Oral Capsule,,500 MG
707195,161,SCD,acetaminophen 325 MG / guaifenesin 200 MG Oral Capsule,,acetaminophen 325 MG / guaifenesin 200 MG Oral Capsule,Oral Capsule,,325 MG
756245,161,SCD,acetaminophen 21.7 MG/ML / butalbital 3.33 MG/ML / caffeine 2.67 MG/ML Oral Solution,,acetaminophen 21.7 MG/ML / butalbital 3.33 MG/ML / caffeine 2.67 MG/ML Oral Solution,Oral Solution,,21.7 MG
763111,161,SCD,acetaminophen 325 MG / aspirin 500 MG Oral Powder,,acetaminophen 325 MG / aspirin 500 MG Oral Powder,Oral Powder,,325 MG
763116,161,SCD,acetaminophen 260 MG / aspirin 520 MG / caffeine 32.5 MG Oral Powder,,acetaminophen 260 MG / aspirin 520 MG / caffeine 32.5 MG Oral Powder,Oral Powder,,260 MG
827318,161,SCD,acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Capsule,,acetaminophen 250 MG / aspirin 250 MG / caffeine 65 MG Oral Capsule,Oral Capsule,,250 MG
827751,161,SCD,acetaminophen 325 MG / propoxyphene napsylate 100 MG Oral Tablet,,acetaminophen 325 MG / propoxyphene napsylate 100 MG Oral Tablet,Oral Tablet,,325 MG
827757,161,SCD,acetaminophen 21.7 MG/ML / guaifenesin 13.3 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution,,acetaminophen 21.7 MG/ML / guaifenesin 13.3 MG/ML / phenylephrine hydrochloride 0.333 MG/ML Oral Solution,Oral Solution,,21.7 MG
828576,161,SCD,acetaminophen 650 MG / propoxyphene napsylate 100 MG Oral Tablet,,acetaminophen 650 MG / propoxyphene napsylate 100 MG Oral Tablet,Oral Tablet,,650 MG
833036,161,SCD,acetaminophen 750 MG / hydrocodone bitartrate 7.5 MG Oral Tablet,,acetaminophen 750 MG / hydrocodone bitartrate 7.5 MG Oral Tablet,Oral Tablet,,750 MG
836395,161,SCD,acetaminophen 325 MG / tramadol hydrochloride 37.5 MG Oral Tablet,,acetaminophen 325 MG / tramadol hydrochloride 37.5 MG Oral Tablet,Oral Tablet,,325 MG
849293,161,SCD,acetaminophen 325 MG / propoxyphene hydrochloride 32.5 MG Oral Tablet,,acetaminophen 325 MG / propoxyphene hydrochloride 32.5 MG Oral Tablet,Oral Tablet,,325 MG
849295,161,SCD,acetaminophen 325 MG / propoxyphene napsylate 50 MG Oral Tablet,,acetaminophen 325 MG / propoxyphene napsylate 50 MG Oral Tablet,Oral Tablet,,325 MG
849304,161,SCD,acetaminophen 500 MG / propoxyphene napsylate 100 MG Oral Tablet,,acetaminophen 500 MG / propoxyphene napsylate 100 MG Oral Tablet,Oral Tablet,,500 MG
856903,161,SCD,acetaminophen 500 MG / hydrocodone bitartrate 5 MG Oral Tablet,,acetaminophen 500 MG / hydrocodone bitartrate 5 MG Oral Tablet,Oral Tablet,,500 MG
856908,161,SCD,acetaminophen 660 MG / hydrocodone bitartrate 10 MG Oral Tablet,,acetaminophen 660 MG / hydrocodone bitartrate 10 MG Oral Tablet,Oral Tablet,,660 MG
856940,161,SCD,acetaminophen 21.7 MG/ML / hydrocodone bitartrate 0.5 MG/ML Oral Solution,,acetaminophen 21.7 MG/ML / hydrocodone bitartrate 0.5 MG/ML Oral Solution,Oral Solution,,21.7 MG
856944,161,SCD,acetaminophen 21.7 MG/ML / hydrocodone bitartrate 0.67 MG/ML Oral Solution,,acetaminophen 21.7 MG/ML / hydrocodone bitartrate 0.67 MG/ML Oral Solution,Oral Solution,,21.7 MG
856962,161,SCD,acetaminophen 500 MG / hydrocodone bitartrate 5 MG Oral Capsule,,acetaminophen 500 MG / hydrocodone bitartrate 5 MG Oral Capsule,Oral Capsule,,500 MG
856980,161,SCD,acetaminophen 300 MG / hydrocodone bitartrate 10 MG Oral Tablet,,acetaminophen 300 MG / hydrocodone bitartrate 10 MG Oral Tablet,Oral Tablet,,300 MG
856987,161,SCD,acetaminophen 300 MG / hydrocodone bitartrate 5 MG Oral Tablet,,acetaminophen 300 MG / hydrocodone bitartrate 5 MG Oral Tablet,Oral Tablet,,300 MG
856992,161,SCD,acetaminophen 300 MG / hydrocodone bitartrate 7.5 MG Oral Tablet,,acetaminophen 300 MG / hydrocodone bitartrate 7.5 MG Oral Tablet,Oral Tablet,,300 MG
856999,161,SCD,acetaminophen 325 MG / hydrocodone bitartrate 10 MG Oral Tablet,,acetaminophen 325 MG / hydrocodone bitartrate 10 MG Oral Tablet,Oral Tablet,,325 MG
857002,161,SCD,acetaminophen 325 MG / hydrocodone bitartrate 5 MG Oral Tablet,,acetaminophen 325 MG / hydrocodone bitartrate 5 MG Oral Tablet,Oral Tablet,,325 MG
857005,161,SCD,acetaminophen 325 MG / hydrocodone bitartrate 7.5 MG Oral Tablet,,acetaminophen 325 MG / hydrocodone bitartrate 7.5 MG Oral Tablet,Oral Tablet,,325 MG
857076,161,SCD,acetaminophen 33.3 MG/ML / hydrocodone bitartrate 0.333 MG/ML Oral Solution,,acetaminophen 33.3 MG/ML / hydrocodone bitartrate 0.333 MG/ML Oral Solution,Oral Solution,,33.3 MG
857083,161,SCD,acetaminophen 650 MG / hydrocodone bitartrate 7.5 MG Oral Tablet,,acetaminophen 650 MG / hydrocodone bitartrate 7.5 MG Oral Tablet,Oral Tablet,,650 MG
857099,161,SCD,acetaminophen 33.3 MG/ML / hydrocodone bitartrate 0.5 MG/ML Oral Solution,,acetaminophen 33.3 MG/ML / hydrocodone bitartrate 0.5 MG/ML Oral Solution,Oral Solution,,33.3 MG
857107,161,SCD,acetaminophen 500 MG / hydrocodone bitartrate 10 MG Oral Tablet,,acetaminophen 500 MG / hydrocodone bitartrate 10 MG Oral Tablet,Oral Tablet,,500 MG
857111,161,SCD,acetaminophen 500 MG / hydrocodone bitartrate 2.5 MG Oral Tablet,,acetaminophen 500 MG / hydrocodone bitartrate 2.5 MG Oral Tablet,Oral Tablet,,500 MG
857118,161,SCD,acetaminophen 500 MG / hydrocodone bitartrate 7.5 MG Oral Tablet,,acetaminophen 500 MG / hydrocodone bitartrate 7.5 MG Oral Tablet,Oral Tablet,,500 MG
857128,161,SCD,acetaminophen 400 MG / hydrocodone bitartrate 10 MG Oral Tablet,,acetaminophen 400 MG / hydrocodone bitartrate 10 MG Oral Tablet,Oral Tablet,,400 MG
857131,161,SCD,acetaminophen 400 MG / hydrocodone bitartrate 5 MG Oral Tablet,,acetaminophen 400 MG / hydrocodone bitartrate 5 MG Oral Tablet,Oral Tablet,,400 MG
857134,161,SCD,acetaminophen 400 MG / hydrocodone bitartrate 7.5 MG Oral Tablet,,acetaminophen 400 MG / hydrocodone bitartrate 7.5 MG Oral Tablet,Oral Tablet,,400 MG
857383,161,SCD,acetaminophen 650 MG / hydrocodone bitartrate 10 MG Oral Tablet,,acetaminophen 650 MG / hydrocodone bitartrate 10 MG Oral Tablet,Oral Tablet,,650 MG
857391,161,SCD,acetaminophen 325 MG / hydrocodone bitartrate 2.5 MG Oral Tablet,,acetaminophen 325 MG / hydrocodone bitartrate 2.5 MG Oral Tablet,Oral Tablet,,325 MG
857452,161,SCD,acetaminophen 500 MG / clemastine fumarate 0.335 MG / phenylpropanolamine hydrochloride 30 MG Oral Tablet,,acetaminophen 500 MG / clemastine fumarate 0.335 MG / phenylpropanolamine hydrochloride 30 MG Oral Tablet,Oral Tablet,,500 MG
857501,161,SCD,acetaminophen 556 MG / hydrocodone bitartrate 5 MG Oral Tablet,,acetaminophen 556 MG / hydrocodone bitartrate 5 MG Oral Tablet,Oral Tablet,,556 MG
880326,161,SCD,acetaminophen 300 MG / phenyltoloxamine citrate 20 MG / salicylamide 200 MG Oral Capsule,,acetaminophen 300 MG / phenyltoloxamine citrate 20 MG / salicylamide 200 MG Oral Capsule,Oral Capsule,,300 MG
889520,161,SCD,acetaminophen 300 MG / butalbital 50 MG / caffeine 40 MG Oral Capsule,,acetaminophen 300 MG / butalbital 50 MG / caffeine 40 MG Oral Capsule,Oral Capsule,,300 MG
992908,161,SCD,acetaminophen 24 MG/ML / promethazine hydrochloride 0.3 MG/ML Oral Suspension,,acetaminophen 24 MG/ML / promethazine hydrochloride 0.3 MG/ML Oral Suspension,Oral Suspension,,24 MG
993755,161,SCD,acetaminophen 24 MG/ML / codeine phosphate 2.4 MG/ML Oral Solution,,acetaminophen 24 MG/ML / codeine phosphate 2.4 MG/ML Oral Solution,Oral Solution,,24 MG
993770,161,SCD,acetaminophen 300 MG / codeine phosphate 15 MG Oral Tablet,,acetaminophen 300 MG / codeine phosphate 15 MG Oral Tablet,Oral Tablet,,300 MG
993781,161,SCD,acetaminophen 300 MG / codeine phosphate 30 MG Oral Tablet,,acetaminophen 300 MG / codeine phosphate 30 MG Oral Tablet,Oral Tablet,,300 MG
993890,161,SCD,acetaminophen 300 MG / codeine phosphate 60 MG Oral Tablet,,acetaminophen 300 MG / codeine phosphate 60 MG Oral Tablet,Oral Tablet,,300 MG
993943,161,SCD,acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG / codeine phosphate 30 MG Oral Capsule,,acetaminophen 325 MG / butalbital 50 MG / caffeine 40 MG / codeine phosphate 30 MG Oral Capsule,Oral Capsule,,325 MG
994043,161,SCD,acetaminophen 500 MG / codeine phosphate 15 MG Oral Tablet,,acetaminophen 500 MG / codeine phosphate 15 MG Oral Tablet,Oral Tablet,,500 MG
994046,161,SCD,acetaminophen 500 MG / codeine phosphate 30 MG Oral Tablet,,acetaminophen 500 MG / codeine phosphate 30 MG Oral Tablet,Oral Tablet,,500 MG
996976,161,SCD,acetaminophen 500 MG / codeine phosphate 12.8 MG Oral Tablet,,acetaminophen 500 MG / codeine phosphate 12.8 MG Oral Tablet,Oral Tablet,,500 MG
996978,161,SCD,acetaminophen 500 MG / codeine phosphate 13.5 MG Oral Tablet,,acetaminophen 500 MG / codeine phosphate 13.5 MG Oral Tablet,Oral Tablet,,500 MG
996979,161,SCD,acetaminophen 500 MG / codeine phosphate 30 MG Oral Capsule,,acetaminophen 500 MG / codeine phosphate 30 MG Oral Capsule,Oral Capsule,,500 MG
996981,161,SCD,acetaminophen 500 MG / codeine phosphate 8 MG Oral Capsule,,acetaminophen 500 MG / codeine phosphate 8 MG Oral Capsule,Oral Capsule,,500 MG
996982,161,SCD,acetaminophen 500 MG / codeine phosphate 8 MG Oral Tablet,,acetaminophen 500 MG / codeine phosphate 8 MG Oral Tablet,Oral Tablet,,500 MG
999419,161,SCD,acetaminophen 500 MG / phenyltoloxamine citrate 50 MG Oral Tablet,,acetaminophen 500 MG / phenyltoloxamine citrate 50 MG Oral Tablet,Oral Tablet,,500 MG
1991311,1991302,SBD,"0.25 MG, 0.5 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic]",Ozempic,semaglutide,Pen Injector,,0.25 MG
1991317,1991302,SBD,1 MG Dose 1.5 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic],Ozempic,semaglutide,Pen Injector,,1 MG
2200650,1991302,SBD,semaglutide 14 MG Oral Tablet [Rybelsus],Rybelsus,semaglutide,Oral Tablet,,14 MG
2200654,1991302,SBD,semaglutide 3 MG Oral Tablet [Rybelsus],Rybelsus,semaglutide,Oral Tablet,,3 MG
2200658,1991302,SBD,semaglutide 7 MG Oral Tablet [Rybelsus],Rybelsus,semaglutide,Oral Tablet,,7 MG
2398842,1991302,SBD,3 ML semaglutide 1.34 MG/ML Pen Injector [Ozempic],Ozempic,semaglutide,Pen Injector,,3 ML
2553506,1991302,SBD,0.5 ML semaglutide 0.5 MG/ML Auto-Injector [Wegovy],Wegovy,semaglutide,Auto-Injector,,0.5 ML
2553603,1991302,SBD,0.5 ML semaglutide 1 MG/ML Auto-Injector [Wegovy],Wegovy,semaglutide,Auto-Injector,,0.5 ML
2553803,1991302,SBD,0.5 ML semaglutide 2 MG/ML Auto-Injector [Wegovy],Wegovy,semaglutide,Auto-Injector,,0.5 ML
2553903,1991302,SBD,0.75 ML semaglutide 2.27 MG/ML Auto-Injector [Wegovy],Wegovy,semaglutide,Auto-Injector,,0.75 ML
2554104,1991302,SBD,0.75 ML semaglutide 3.2 MG/ML Auto-Injector [Wegovy],Wegovy,semaglutide,Auto-Injector,,0.75 ML
2599365,1991302,SBD,3 ML semaglutide 2.68 MG/ML Pen Injector [Ozempic],Ozempic,semaglutide,Pen Injector,,3 ML
2619154,1991302,SBD,"0.25 MG, 0.5 MG Dose 3 ML semaglutide 0.68 MG/ML Pen Injector [Ozempic]",Ozempic,semaglutide,Pen Injector,,0.25 MG
2707549,1991302,SBD,semaglutide 1.5 MG Oral Tablet [Rybelsus],Rybelsus,semaglutide,Oral Tablet,,1.5 MG
2707553,1991302,SBD,semaglutide 4 MG Oral Tablet [Rybelsus],Rybelsus,semaglutide,Oral Tablet,,4 MG
2707557,1991302,SBD,semaglutide 9 MG Oral Tablet [Rybelsus],Rybelsus,semaglutide,Oral Tablet,,9 MG
