ApplNo,ProductNo,PatentNo,PatentExpiration,DrugSubstanceFlag,DrugProductFlag,PatentUseCode,DelistRequested,PediatricExtension,FileDate
202880,006,10092559,,,,U-55,,,
208462,001,8003819,,Y,Y,U-2434,,,
208462,002,7442830,,Y,Y,U-2434,,,
208462,002,8530694,,Y,Y,U-2434,,,
208462,003,8871745,,,,U-2434,,,
208462,003,9175017,,,,U-2434,,,
208462,003,8003819,,Y,Y,U-2434,,,
208462,003,7442830,,Y,Y,U-2434,,,
209817,001,10124014,,,,U-2449,,,
208259,001,9993470,,Y,Y,U-1524,,,
207071,001,10117812,,,Y,U-1796,,,
204353,001,7943582,,Y,Y,U-493,,,
204353,001,8513202,,Y,Y,U-2441,,,
204353,002,8513202,,Y,Y,U-493,,,
204353,002,8222219,,,,U-2441,,,
204353,002,7943582,,Y,Y,U-2441,,,
204353,003,8222219,,,,U-2441,,,
204353,003,8222219,,,,U-493,,,
204353,003,8513202,,Y,Y,U-493,,,
204353,003,7943582,,Y,Y,U-493,,,
204353,004,8222219,,,,U-493,,,
204353,004,7943582,,Y,Y,U-493,,,
204353,004,8513202,,Y,Y,U-493,,,
204353,004,8513202,,Y,Y,U-2441,,,
205879,001,8513202,,Y,Y,U-493,,,
205879,001,8513202,,Y,Y,U-2441,,,
205879,001,8222219,,,,U-2441,,,
205879,001,8222219,,,,U-493,,,
205879,001,7943582,,Y,Y,U-493,,,
205879,001,7943582,,Y,Y,U-2441,,,
205879,002,8513202,,Y,Y,U-2441,,,
205879,002,8222219,,,,U-2441,,,
204042,001,8513202,,Y,Y,U-493,,,
204042,001,8513202,,Y,Y,U-2441,,,
204042,001,8222219,,,,U-493,,,
204042,001,8222219,,,,U-2441,,,
204042,001,7943582,,Y,Y,U-2441,,,
204042,002,8222219,,,,U-493,,,
204042,002,7943582,,Y,Y,U-493,,,
204042,002,8513202,,Y,Y,U-493,,,
205879,003,8222219,,,,U-493,,,
205879,003,8513202,,Y,Y,U-493,,,
205879,003,8513202,,Y,Y,U-2441,,,
205879,003,7943582,,Y,Y,U-2441,,,
205879,003,7943582,,Y,Y,U-493,,,
205879,004,8222219,,,,U-493,,,
205879,004,7943582,,Y,Y,U-2441,,,
204353,001,8222219,,,,U-2441,,,
204353,001,8222219,,,,U-493,,,
206099,001,10124132,,,Y,U-2010,,,
208054,001,10124079,,,,U-2450,,,
204447,003,9278096,,,,U-2436,,,
204447,004,9278096,,,,U-2436,,,
202107,001,10151763,,,,U-1643,,,
210365,001,10137095,,,,U-2454,,,
209203,002,10183012,,,,U-2104,,,
207988,001,10183012,,,,U-2311,,,
203284,001,10183003,,,,U-1816,,,
203284,001,10183002,,,,U-1816,,,
203284,001,10183004,,,,U-1816,,,
022483,001,10238645,,,,U-172,,,
022483,001,10238645,,,,U-1455,,,
209862,001,10143792,,,,U-2476,,,
208259,001,9931336,,Y,Y,U-1524,,,
208065,002,10183020,,,Y,U-1777,,,
208692,002,10034873,,,,U-2488,,,
211580,001,8647605,,,,U-2468,,,
211580,001,9421280,,,,U-2466,,,
211580,001,8406860,,,,U-2463,,,
211710,001,10047097,,,,U-2474,,,
211710,001,8865698,,,,U-2469,,,
211710,001,10005783,,,,U-2472,,,
203389,002,10143665,,,,U-1399,,,
210861,001,10047097,,,,U-2474,,,
210861,002,9447104,,,,U-2470,,,
208692,003,10034873,,,,U-2488,,,
207078,002,9913860,,Y,,U-2312,,,
202810,002,9119791,,,,U-2041,,,
202810,003,7910131,,,,U-2041,,,
208259,001,10174017,,Y,Y,U-1524,,,
210259,001,10272083,,,,U-2519,,,
205934,001,9763880,,,,U-2560,,,
205934,001,9763880,,,,U-2564,,,
205934,001,9763880,,,,U-2559,,,
205934,001,9763880,,,,U-2558,,,
205934,002,9763880,,,,U-2561,,,
205934,002,9763880,,,,U-2562,,,
205934,002,9763880,,,,U-2564,,,
205934,002,9763880,,,,U-2560,,,
205934,002,9763880,,,,U-2563,,,
205934,003,9763880,,,,U-2563,,,
205934,003,9763880,,,,U-2559,,,
205934,003,9763880,,,,U-2558,,,
205934,003,9763880,,,,U-2562,,,
209449,002,10328029,,,Y,U-1836,,,
209360,001,9572856,,,,U-2221,,,
211929,001,9707182,,,Y,U-2554,,,
211929,002,10172802,,,,U-2554,,,
211929,002,9707182,,,Y,U-2554,,,
209449,003,10328029,,,Y,U-1836,,,
209360,001,10335451,,,,U-2581,,,
209531,001,10266822,,,,U-1944,,,
209531,001,10266822,,,,U-1942,,,
208573,001,9174982,,,,U-2537,,,
208573,001,9174982,,,,U-2445,,,
208573,001,9174982,,,,U-2323,,,
208573,002,9174982,,,,U-2323,,,
208573,002,9174982,,,,U-2537,,,
208573,002,9174982,,,,U-2446,,,
208573,003,9174982,,,,U-2537,,,
208573,003,9174982,,,,U-2445,,,
203565,001,7754702,,,,U-1432,,,
209195,001,7964580,,Y,Y,U-2039,,,
209195,001,7964580,,Y,Y,U-2040,,,
212306,001,9079865,,,,U-2584,,,
209195,001,8618076,,Y,Y,U-2040,,,
209195,001,9085573,,Y,Y,U-2040,,,
209195,001,9085573,,Y,Y,U-2039,,,
209195,001,8334270,,Y,Y,U-2040,,,
205122,002,10363224,,,,U-766,,,
205122,003,10363224,,,,U-766,,,
205122,004,10363224,,,,U-766,,,
204671,001,8334270,,Y,Y,U-1470,,,
204671,001,8618076,,Y,Y,U-1470,,,
204671,001,8633309,,Y,Y,U-1470,,,
204671,001,9085573,,Y,Y,U-1470,,,
204671,001,8580765,,Y,Y,U-1470,,,
205834,001,9511056,,,Y,U-1470,,,
205834,001,10039779,,Y,Y,U-2369,,,
205834,001,9393256,,,,U-1470,,,
205834,001,8841278,,,Y,U-1470,,,
205834,001,8822430,,Y,Y,U-1470,,,
205834,001,8633309,,Y,Y,U-1470,,,
205834,001,8580765,,Y,Y,U-1470,,,
205834,001,8889159,,,Y,U-1470,,,
205834,001,8735372,,,,U-1470,,,
205834,001,7964580,,Y,Y,U-1470,,,
208341,001,8889159,,,Y,U-1470,,,
208341,001,8633309,,Y,Y,U-1470,,,
208341,001,7964580,,Y,Y,U-1470,,,
209195,001,8889159,,Y,Y,U-2040,,,
209195,001,9284342,,Y,Y,U-2040,,,
209195,001,9284342,,Y,Y,U-2039,,,
209195,001,8580765,,Y,Y,U-2040,,,
209195,001,8580765,,Y,Y,U-2039,,,
020832,005,7422388,,,Y,U-1397,,,
203389,001,10328037,,,,U-1399,,,
211367,001,10179140,,,,U-2553,,,
207078,002,10300087,,Y,,U-2312,,,
201635,001,10314790,,,Y,U-1675,,,
201635,002,10314790,,,Y,U-1992,,,
201635,003,10314790,,,Y,U-1992,,,
201635,003,10314790,,,Y,U-1675,,,
201635,004,10314790,,,Y,U-1992,,,
207078,001,10300087,,Y,,U-2312,,,
210491,001,10239867,,Y,Y,U-2569,,,
210491,001,10022352,,,Y,U-2573,,,
210491,001,10022352,,,Y,U-2343,,,
210491,001,9974781,,,Y,U-2318,,,
210491,002,8598181,,,,U-2246,,,
210491,002,8324242,,,,U-2246,,,
210491,002,9670163,,,Y,U-2246,,,
210491,002,8415387,,,,U-2246,,,
210491,001,9931334,,,Y,U-2575,,,
210491,001,9931334,,,Y,U-2275,,,
020845,002,8282966,,,,U-1286,,,
020845,002,8293284,,,,U-1286,,,
020845,003,8291904,,,Y,U-1226,,,
201688,001,8664187,,,,U-909,,,
206829,001,9724353,,,,U-2565,,,
201688,001,8869794,,,Y,U-909,,,
206829,001,10028963,,,,U-2566,,,
209816,001,9724358,,,,U-1569,,,
208799,004,9415008,,,Y,U-645,,,
208799,005,9066957,,,Y,U-645,,,
211225,001,8703787,,,,U-1179,,,
210589,002,9629821,,,Y,U-2367,,,
013217,003,7122566,,,,U-915,,,
018708,001,7608616,,,,U-1012,,,
211230,001,8440715,,,,U-2548,,,
211230,001,9604917,,,,U-2548,,,
211230,002,9604917,,,,U-2548,,,
211230,002,8440715,,,,U-2548,,,
205874,001,10300039,,,,U-2549,,,
210557,001,9352013,,,,U-2568,,,
210491,002,9931334,,,Y,U-2575,,,
210491,002,9931334,,,Y,U-2275,,,
210491,002,10239867,,Y,Y,U-2512,,,
210491,002,10022352,,,Y,U-2343,,,
210607,001,10342791,,,,U-2582,,,
209363,001,10335390,,,Y,U-2583,,,
212819,001,8487093,,Y,Y,U-2587,,,
019734,003,7659291,,,,U-1029,,,
019734,004,7659291,,,,U-1029,,,
210598,001,10343995,,,,U-2440,,,
207589,001,9119781,,,Y,U-1761,,,
209091,001,6515117,,Y,Y,U-493,,,
020610,001,7452872,,,,U-141,,,
021223,002,8324189,,,,U-1309,,,
021223,003,8324189,,,,U-1309,,,
021223,003,8324189,,,,U-53,,,
021361,001,7928115,,,,U-1121,,,
021633,001,7572779,,,,U-904,,,
050444,001,9278105,,,,U-282,,,
204399,002,9295675,,,Y,U-1531,,,
021641,002,7815942,,Y,Y,U-219,,,
021660,001,8268348,,,,U-1290,,,
021669,001,7717889,,,Y,U-1022,,,
020947,001,8217078,,,,U-1248,,,
021400,002,8273876,,,,U-1288,,,
021400,004,8273876,,,,U-1288,,,
021879,001,7659282,,,,U-1093,,,
022108,001,7569610,,,,U-997,,,
022108,003,7569610,,,,U-997,,,
022165,001,8097651,,Y,Y,U-436,,,
022184,001,8309605,,,,U-1294,,,
022184,001,8338479,,,Y,U-1295,,,
022202,001,7662858,,,,U-1035,,,
022202,001,7939518,,,,U-980,,,
022205,001,7452872,,,,U-1229,,,
022249,001,8445524,,Y,Y,U-1402,,,
022252,001,8071577,,,Y,U-1,,,
202834,001,6949571,,Y,Y,U-2089,,,
206192,001,8362002,,,,U-1776,,,
022504,001,9180194,,,,U-1390,,,
022013,001,8460641,,,Y,U-1410,,,
022030,001,7807715,,,Y,U-913,,,
022030,002,8088398,,,Y,U-913,,,
022036,001,7915307,,,,U-620,,,
022044,002,8414921,,,Y,U-1036,,,
022410,001,8475832,,,Y,U-1411,,,
022410,004,8475832,,,Y,U-1411,,,
022411,002,7829120,,,Y,U-796,,,
022418,001,7741373,,,,U-1059,,,
022418,001,7741374,,,,U-1060,,,
022418,001,7915247,,,,U-1061,,,
022418,002,7569612,,,,U-1000,,,
022418,002,7741374,,,,U-1060,,,
022418,002,7915247,,,,U-1059,,,
022425,001,8410167,,,,U-1388,,,
022426,001,7807689,,Y,Y,U-1337,,,
022426,002,7807689,,Y,Y,U-1337,,,
022426,003,7807689,,Y,Y,U-1337,,,
022483,001,8299109,,,,U-68,,,
022501,001,7704984,,,,U-1090,,,
022502,001,8435502,,,Y,U-1078,,,
022560,001,7645460,,,Y,U-662,,,
050805,001,7749532,,,Y,U-1063,,,
050808,001,7790705,,,,U-1078,,,
050808,001,8252776,,,,U-124,,,
050808,002,7790705,,,,U-1078,,,
050808,002,8268804,,,,U-1078,,,
050808,003,7790705,,,,U-1078,,,
050808,003,8252776,,,,U-124,,,
050808,004,7919483,,,,U-1078,,,
050808,004,8268804,,,,U-1078,,,
050808,005,7790705,,,,U-1078,,,
050808,005,8252776,,,,U-124,,,
050808,006,7790705,,,,U-1078,,,
050808,006,8252776,,,,U-124,,,
050808,007,7919483,,,,U-1078,,,
050808,007,8268804,,,,U-1078,,,
050808,008,7790705,,,,U-1078,,,
050808,008,8252776,,,,U-124,,,
050813,001,8299052,,,,U-1304,,,
050818,001,8101582,,,Y,U-1082,,,
050819,001,8288434,,,Y,U-124,,,
200533,001,7994364,,Y,Y,U-1276,,,
200533,003,7994364,,Y,Y,U-1178,,,
200533,005,7994364,,Y,Y,U-1276,,,
200796,001,7572920,,,Y,U-3,,,
200796,002,7572920,,,Y,U-3,,,
201152,001,8460704,,,,U-1409,,,
201922,001,7790705,,,,U-124,,,
201922,003,7790705,,,,U-124,,,
203858,003,8618135,,,,U-1316,,,
022202,001,8623920,,,,U-1482,,,
204242,001,8658198,,,Y,U-1494,,,
022219,001,8338395,,,,U-1500,,,
022262,001,7855190,,,,U-1,,,
022271,002,7807689,,Y,Y,U-1337,,,
050819,002,8288434,,,Y,U-1033,,,
022249,003,8791270,,,Y,U-1542,,,
050819,002,8288434,,,Y,U-921,,,
022304,001,7994364,,Y,Y,U-931,,,
022304,003,7994364,,Y,Y,U-931,,,
022309,001,8466138,,,,U-1103,,,
022309,002,8466138,,,,U-1103,,,
022320,001,8071644,,,Y,U-1078,,,
022328,001,7682628,,,,U-1194,,,
022328,002,7658945,,,Y,U-1194,,,
022328,002,8242131,,,,U-1266,,,
022352,001,7601758,,,,U-1007,,,
022352,001,7906519,,,,U-1116,,,
022352,001,7935731,,,,U-1116,,,
022352,001,8093296,,,,U-1007,,,
022352,001,8093298,,,,U-1116,,,
022352,001,8415395,,,,U-1007,,,
022352,001,8440721,,,,U-1007,,,
021964,001,8247425,,,,U-1185,,,
021964,002,8247425,,,,U-1185,,,
021964,003,8247425,,,,U-1185,,,
209022,001,10076615,,,,U-2133,,,
206073,002,9173859,,,Y,U-1772,,,
021688,003,7829595,,,Y,U-1098,,,
202880,002,9326982,,,,U-1810,,,
021695,005,8026281,,,,U-1447,,,
021829,002,8246979,,,Y,U-1272,,,
021829,003,8246979,,,Y,U-1272,,,
021829,004,8246979,,,Y,U-1273,,,
021829,005,8246979,,,Y,U-1272,,,
021829,006,8246979,,,Y,U-1272,,,
021840,001,7855190,,,,U-1,,,
021908,002,8748481,,,,U-1519,,,
208780,002,8778947,,,,U-2045,,,
021908,001,8748481,,,,U-1520,,,
204399,003,8785426,,,Y,U-1531,,,
021729,002,8759350,,,,U-1529,,,
021436,004,8759350,,,,U-1529,,,
021436,006,8759350,,,,U-1529,,,
201655,007,8808737,,,,U-1598,,,
022535,001,8084475,,,,U-1605,,,
022535,001,7566729,,,,U-1600,,,
022535,001,7635707,,,,U-1609,,,
022249,002,8669279,,,Y,U-1402,,,
022291,003,8052993,,,Y,U-1714,,,
022291,004,8062665,,,Y,U-1714,,,
021338,001,8428708,,,,U-736,,,
022535,001,8648098,,,,U-1611,,,
022535,001,8609701,,,,U-1610,,,
206627,003,8808740,,,Y,U-1556,,,
021338,001,8781571,,,Y,U-736,,,
204768,001,9089471,,,,U-55,,,
206627,001,8808740,,,Y,U-1556,,,
206627,005,8808740,,,Y,U-1556,,,
206627,007,8808740,,,Y,U-1556,,,
022192,001,9074255,,,,U-1674,,,
022192,003,9072742,,,,U-1674,,,
022192,003,9074255,,,,U-1674,,,
022192,004,9072742,,,,U-1674,,,
022291,003,8052994,,,Y,U-1714,,,
021660,001,9101543,,,,U-1434,,,
206843,001,8642025,,Y,Y,U-1724,,,
202788,003,8835460,,,Y,U-55,,,
205649,001,8501698,,,Y,U-493,,,
202788,005,8835460,,,Y,U-55,,,
205649,001,8685934,,,,U-1522,,,
205649,002,8501698,,,Y,U-493,,,
205649,002,8685934,,,,U-1522,,,
205649,003,8685934,,,,U-1522,,,
205649,004,6515117,,Y,Y,U-493,,,
020845,002,8846112,,,,U-1286,,,
204592,002,9180095,,,,U-55,,,
208383,002,8557852,,,,U-1167,,,
206406,001,8685998,,,Y,U-1752,,,
206406,002,8664239,,,,U-1752,,,
206406,002,8685998,,,Y,U-1752,,,
206406,003,8664239,,,,U-1752,,,
204592,001,9180095,,,,U-55,,,
204824,004,8945063,,,Y,U-1442,,,
202129,001,8371292,,,,U-1357,,,
204824,001,8945063,,,Y,U-1442,,,
021658,003,8371292,,,,U-1355,,,
202100,001,8956649,,,Y,U-1665,,,
206307,001,8536167,,,,U-1679,,,
022192,006,9157121,,,,U-1674,,,
204592,002,9186328,,,,U-55,,,
022291,001,8071129,,,Y,U-1714,,,
202107,001,8921348,,,,U-1643,,,
022204,001,8920392,,,,U-1644,,,
022308,001,8937062,,,,U-80,,,
021997,001,9597281,,,,U-674,,,
206317,001,7816404,,,Y,U-1656,,,
022192,002,9138432,,,,U-1737,,,
022334,002,9006224,,,,U-1681,,,
022334,001,9006224,,,,U-1681,,,
022334,004,9006224,,,,U-1681,,,
208261,001,8871759,,Y,Y,U-1813,,,
204275,001,8511304,,,Y,U-1424,,,
203858,004,7932268,,,,U-1316,,,
202270,002,7326708,,Y,Y,U-1227,,,
207533,002,9034867,,,Y,U-543,,,
206500,001,7981905,,,,U-1741,,,
207988,001,8546437,,,,U-1803,,,
022287,001,9233103,,,,U-1805,,,
020866,001,9192576,,,Y,U-976,,,
208261,001,7973040,,Y,Y,U-1813,,,
206162,001,8143241,,,,U-1634,,,
022321,002,8623418,,,,U-1640,,,
206439,002,8338486,,,,U-1641,,,
022321,001,8623418,,,,U-1640,,,
206619,001,8642538,,Y,Y,U-1638,,,
206619,001,8680106,,,,U-1637,,,
022321,006,8623418,,,,U-1640,,,
206439,002,8058291,,,,U-1641,,,
206255,001,9089587,,,,U-1631,,,
204447,002,8969355,,,,U-1668,,,
206439,002,8580858,,,,U-1641,,,
204447,004,8969355,,,,U-1668,,,
022535,001,7696236,,,,U-1601,,,
022192,004,8999638,,,,U-1674,,,
022192,007,8999638,,,,U-1674,,,
206619,001,9006387,,,,U-1687,,,
204242,002,8470361,,,Y,U-1425,,,
204242,004,8470361,,,Y,U-1425,,,
207931,001,8642538,,Y,Y,U-1638,,,
207931,001,9044480,,,,U-1638,,,
203312,002,9089607,,,Y,U-1645,,,
207931,001,9006387,,,,U-1687,,,
206843,002,8629171,,Y,Y,U-1724,,,
203312,004,9089607,,,Y,U-1645,,,
203312,001,9089607,,,Y,U-1720,,,
206843,001,8629171,,Y,Y,U-1724,,,
207932,005,8147866,,,Y,U-1769,,,
207932,006,8147866,,,Y,U-1769,,,
207932,007,8147866,,,Y,U-1769,,,
207561,001,8633219,,,Y,U-257,,,
206333,001,7622130,,,,U-1690,,,
205223,001,8658678,,,,U-1682,,,
203469,002,9029533,,,,U-1701,,,
206323,001,9066942,,,,U-1716,,,
203469,001,9029533,,,,U-1700,,,
203469,002,9029533,,,,U-836,,,
205422,003,8349840,,,Y,U-1529,,,
205422,003,8618109,,,,U-543,,,
205422,005,8349840,,,Y,U-1529,,,
205422,006,8618109,,,,U-543,,,
022512,003,9034822,,,,U-1759,,,
204223,001,9192608,,,,U-55,,,
204223,002,9192608,,,,U-43,,,
204223,004,9192608,,,,U-43,,,
204223,005,9192608,,,,U-43,,,
206940,002,9205076,,,,U-1709,,,
202811,002,7304036,,Y,Y,U-1516,,,
207986,001,8318817,,,,U-1792,,,
022198,001,7608282,,,Y,U-1011,,,
205934,002,8940786,,,Y,U-1789,,,
022036,001,8513299,,,,U-620,,,
207916,002,8747894,,,Y,U-1373,,,
204447,002,9227946,,,,U-1668,,,
204447,004,9227946,,,,U-1668,,,
203858,003,9265758,,,,U-1316,,,
203858,004,9265758,,,,U-1316,,,
202880,005,9265760,,,,U-1810,,,
022192,005,9074254,,,,U-1674,,,
022192,007,9074254,,,,U-1674,,,
206627,004,9095614,,,,U-1556,,,
205934,001,8940786,,,Y,U-1789,,,
022526,001,7151103,,,,U-1734,,,
205003,003,7846961,,Y,Y,U-3,,,
206627,001,9095614,,,,U-1556,,,
208194,001,9034908,,,,U-1542,,,
205003,001,7846961,,Y,Y,U-3,,,
207947,002,7205302,,Y,Y,U-1797,,,
208194,001,8609707,,,Y,U-1542,,,
206255,001,9233117,,,,U-1631,,,
204820,001,9555029,,,,U-1020,,,
207947,003,7205302,,Y,Y,U-1797,,,
202331,001,9387249,,,,U-3,,,
022321,002,8685443,,,,U-1508,,,
022321,001,8685443,,,,U-1508,,,
022321,006,8685443,,,,U-1508,,,
022399,001,8686034,,,,U-1247,,,
205382,001,8309572,,,,U-1476,,,
022421,002,8679533,,,Y,U-219,,,
205755,001,8377921,,,,U-1179,,,
021713,001,8759350,,,,U-1529,,,
022421,006,8679533,,,Y,U-219,,,
022421,007,8679533,,,Y,U-219,,,
022399,001,8795725,,,Y,U-1247,,,
020845,002,8776794,,,Y,U-1226,,,
020845,003,8776795,,,Y,U-1226,,,
204569,002,7951797,,Y,Y,U-620,,,
204569,004,7951797,,Y,Y,U-620,,,
022504,001,8807861,,,Y,U-1563,,,
202343,006,7326708,,Y,Y,U-1188,,,
202714,001,8207127,,,,U-1260,,,
202799,001,7919461,,,,U-1238,,,
202799,003,7550433,,,,U-1238,,,
202799,004,7550433,,,,U-1238,,,
202799,005,7550433,,,,U-1238,,,
202799,006,7919461,,,,U-1238,,,
202799,008,7919461,,,,U-1238,,,
203100,001,8148374,,Y,Y,U-1279,,,
203284,001,8404215,,,,U-1383,,,
203414,001,8173663,,,,U-1338,,,
203414,002,8173663,,,,U-1338,,,
203858,001,7932268,,,,U-1316,,,
203858,003,7932268,,,,U-1316,,,
204485,001,9375478,,,,U-1857,,,
020947,001,8546450,,,,U-1435,,,
022249,003,8344006,,,Y,U-1402,,,
207932,001,9901539,,,,U-1556,,,
202833,001,8536163,,,,U-1440,,,
207932,006,9901539,,,,U-1556,,,
204824,002,8480631,,,Y,U-1442,,,
204824,004,8480631,,,Y,U-1442,,,
207932,007,9901539,,,,U-1556,,,
022247,001,7683051,,Y,Y,U-594,,,
204824,002,8579865,,,Y,U-1442,,,
204824,003,8579865,,,Y,U-1442,,,
021695,004,8026281,,,,U-1447,,,
020845,003,8573210,,,Y,U-1453,,,
205123,001,8148399,,Y,Y,U-1467,,,
022425,001,8602215,,,,U-1473,,,
203975,001,8309572,,,,U-1476,,,
020947,001,8618164,,,,U-1477,,,
021272,003,8653137,,,,U-1437,,,
201635,001,9622983,,,Y,U-1992,,,
202788,002,8486973,,,,U-55,,,
202057,001,8617593,,,,U-1478,,,
022483,001,8598196,,,,U-172,,,
021272,002,8658694,,,,U-1437,,,
021272,003,8658694,,,,U-1437,,,
201635,004,9622983,,,Y,U-1675,,,
203284,001,8642012,,,,U-1383,,,
021445,001,7612058,,,,U-1027,,,
022266,001,9597288,,,Y,U-767,,,
204516,001,8658663,,Y,Y,U-904,,,
022525,001,8039009,,,,U-539,,,
207986,001,9603796,,Y,Y,U-2252,,,
204031,001,8741885,,,Y,U-1499,,,
209310,001,8025635,,,Y,U-2272,,,
022309,002,8741881,,,,U-1103,,,
021272,002,7999007,,,Y,U-1437,,,
021272,004,7999007,,,Y,U-1437,,,
202100,001,8563033,,,Y,U-1415,,,
202057,001,8617594,,,,U-1287,,,
204623,001,8217078,,,,U-1477,,,
204623,001,8252838,,,Y,U-1489,,,
204623,001,8546450,,,,U-1436,,,
022563,001,8263580,,,Y,U-1280,,,
022321,001,7682633,,,,U-1510,,,
022321,002,8158156,,,,U-1510,,,
202293,001,8501698,,,Y,U-493,,,
022502,001,8709392,,,Y,U-1078,,,
022321,004,8158156,,,,U-1510,,,
022321,006,7682633,,,,U-1510,,,
022221,001,8759401,,,Y,U-1523,,,
203791,001,8747896,,,Y,U-1460,,,
202293,002,8685934,,,,U-1522,,,
202833,001,8735375,,,,U-1440,,,
022184,001,8772338,,,Y,U-1528,,,
205123,001,9353103,,,,U-1467,,,
207958,002,9339489,,,Y,U-1850,,,
021923,001,9737488,,,Y,U-1696,,,
050795,007,9295652,,,Y,U-918,,,
209531,001,8110560,,,,U-1942,,,
205552,001,9540382,,,,U-1650,,,
203312,002,9533046,,,Y,U-219,,,
205552,001,9540382,,,,U-1946,,,
209661,001,9375404,,,Y,U-1382,,,
209661,001,9526703,,,Y,U-1382,,,
208325,001,8999932,,Y,Y,U-2014,,,
206099,001,9649456,,,Y,U-2011,,,
206099,001,9649456,,,Y,U-2010,,,
208325,003,8999932,,Y,Y,U-2014,,,
022348,002,9649284,,,,U-2018,,,
208944,001,8895616,,,,U-2106,,,
208944,001,8741343,,,,U-2106,,,
208944,001,8796337,,,,U-2106,,,
208944,002,8895616,,,,U-2106,,,
208944,002,8895617,,,,U-2106,,,
208944,002,8389578,,,,U-2105,,,
202155,001,6967208,,Y,Y,U-1730,,,
202155,001,6967208,,Y,Y,U-1301,,,
202155,001,6967208,,Y,Y,U-1167,,,
202155,002,6967208,,Y,Y,U-1302,,,
202155,002,6967208,,Y,Y,U-1323,,,
208780,001,8778947,,,,U-2045,,,
208351,001,8754065,,Y,Y,U-257,,,
208010,001,8207149,,,,U-1871,,,
022114,001,9358338,,,,U-1870,,,
206439,001,8039009,,,,U-1641,,,
206439,004,8039009,,,,U-1641,,,
202714,002,8129346,,,,U-1260,,,
204824,002,9421333,,,Y,U-1442,,,
204824,004,9421333,,,Y,U-1442,,,
206843,001,9421192,,Y,,U-1725,,,
206843,003,9421192,,Y,,U-1724,,,
207988,001,9216179,,,,U-1806,,,
206038,001,9150552,,,,U-1908,,,
201635,002,8298580,,,Y,U-106,,,
203100,001,7176220,,Y,Y,U-257,,,
201635,002,8992989,,,Y,U-1675,,,
201635,002,9549940,,,Y,U-1675,,,
202811,001,8748573,,,,U-1516,,,
204824,007,8579865,,,Y,U-1442,,,
204824,007,8480631,,,Y,U-1442,,,
201280,001,9486526,,,,U-1915,,,
205858,001,9492449,,,,U-1914,,,
206488,002,9506058,,,,U-1918,,,
206488,002,9506058,,,,U-1919,,,
206488,001,9506058,,,,U-1919,,,
204958,001,9427448,,,,U-1926,,,
208411,002,9480644,,,Y,U-1903,,,
205103,001,9539214,,,,U-1902,,,
208780,003,8609701,,,,U-2064,,,
208780,003,8609701,,,,U-2069,,,
208780,003,8609701,,,,U-2065,,,
020866,001,9522117,,,Y,U-1939,,,
022202,001,9561200,,,,U-1482,,,
208794,001,8653094,,,,U-1979,,,
022201,001,9579359,,,,U-1978,,,
022201,002,9579359,,,,U-1978,,,
022249,002,9533955,,,Y,U-1949,,,
207960,003,9545399,,,Y,U-1827,,,
022249,001,9533955,,,Y,U-1949,,,
208799,003,9066957,,,Y,U-645,,,
208603,001,9044402,,,Y,U-1556,,,
208603,003,9044402,,,Y,U-1556,,,
208780,003,7816383,,,,U-2042,,,
022406,002,9539218,,,,U-1953,,,
022406,003,9539218,,,,U-1953,,,
208780,003,8754109,,,,U-2053,,,
208780,003,8648098,,,,U-2051,,,
208780,003,8592462,,,,U-2063,,,
208780,003,8592462,,,,U-2056,,,
208780,003,8592462,,,,U-2055,,,
208780,003,8592462,,,,U-2061,,,
205786,001,7754731,,Y,Y,U-257,,,
206510,001,7754731,,Y,Y,U-1663,,,
022145,001,7754731,,Y,Y,U-257,,,
022145,002,7754731,,Y,Y,U-257,,,
208624,001,9333204,,,Y,U-1889,,,
208624,001,8642538,,Y,Y,U-1638,,,
208624,001,8685984,,,,U-1840,,,
022272,001,9492391,,,,U-1556,,,
022272,002,9492391,,,,U-1556,,,
022272,003,9492391,,,,U-1556,,,
206627,001,9492391,,,,U-1556,,,
206627,002,9492390,,,,U-1556,,,
206627,004,9492391,,,,U-1556,,,
206627,005,9492391,,,,U-1556,,,
206627,006,9492391,,,,U-1556,,,
204629,001,8551957,,,,U-1651,,,
201292,001,9539258,,,,U-1950,,,
022117,001,7741358,,Y,Y,U-1961,,,
022272,006,9492393,,,,U-1556,,,
022272,007,9492393,,,,U-1556,,,
206627,001,9492390,,,,U-1556,,,
022117,002,7741358,,Y,Y,U-1961,,,
022117,002,7741358,,Y,Y,U-1960,,,
205677,001,9730910,,,,U-2085,,,
208090,003,9737530,,,Y,U-1556,,,
208090,005,9737530,,,Y,U-1556,,,
208271,001,9724343,,,Y,U-1185,,,
021529,002,9757552,,,Y,U-1,,,
022572,001,9539241,,Y,Y,U-2095,,,
209203,001,8283369,,,,U-2104,,,
202880,001,9713611,,,Y,U-55,,,
202880,003,9713611,,,Y,U-55,,,
202880,005,9713611,,,Y,U-55,,,
206073,002,8673927,,,,U-1652,,,
203752,003,9730900,,,,U-2086,,,
203752,005,9730900,,,Y,U-2086,,,
210450,001,7419983,,Y,Y,U-2360,,,
210450,002,7419983,,Y,Y,U-2360,,,
209203,001,8084483,,,,U-2104,,,
205552,001,9801883,,,,U-2159,,,
208194,001,10052385,,,,U-1971,,,
209203,001,8357713,,,Y,U-2104,,,
