ApplNo,ProductNo,PatentNo,PatentExpiration,DrugSubstanceFlag,DrugProductFlag,PatentUseCode,DelistRequested,PediatricExtension,FileDate
203312,003,8557283,,,Y,U-219,,,
203312,003,8377474,,,Y,U-1645,,,
203312,004,8454998,,,Y,U-1647,,,
205353,001,8883842,,,,U-1669,,,
210455,001,8148374,,Y,Y,U-2364,,,
207356,001,9895385,,,,U-2417,,,
021978,001,8962000,,,Y,U-1412,,,
022192,006,9138432,,,,U-1737,,,
207533,002,9193685,,,Y,U-543,,,
207561,001,7176220,,Y,Y,U-257,,,
204629,002,8551957,,,,U-1651,,,
022204,001,9259388,,,,U-1644,,,
208573,003,9174982,,,,U-2323,,,
205422,004,8349840,,,Y,U-1529,,,
206627,006,9095614,,,,U-1556,,,
205029,001,9283197,,,Y,U-1830,,,
208054,001,10967077,,,,U-2450,,,
208054,001,10953112,,,,U-1879,,,
213246,001,10786489,,,Y,U-3450,,,
213246,002,10786489,,,Y,U-3450,,,
215092,001,11197849,,,Y,U-3454,,,
215092,001,10702511,,,Y,U-3454,,,
215092,001,10179127,,,Y,U-3454,,,
215092,001,9415038,,,Y,U-3454,,,
215092,001,RE48183,,,Y,U-3454,,,
208742,001,11458041,,,,U-1680,,,
208742,001,11458041,,,,U-3455,,,
210583,001,11458145,,,,U-3318,,,
216157,001,11452720,,,,U-3459,,,
213137,001,11452720,,,,U-3459,,,
213137,002,11452720,,,,U-3459,,,
214133,001,11478471,,,,U-3283,,,
213426,001,11478488,,,,U-3244,,,
213137,002,11020382,,,,U-3133,,,
213137,002,11020382,,,,U-3134,,,
213137,002,9248199,,,,U-2676,,,
213137,002,9248199,,,,U-2715,,,
215430,001,11478468,,,,U-3419,,,
208088,001,11464735,,,Y,U-1500,,,
211810,002,10961240,,,,U-2606,,,
208564,002,11497709,,,,U-2316,,,
208564,002,11497709,,,,U-2317,,,
206940,002,11484527,,,,U-3475,,,
212904,001,11504365,,,,U-3476,,,
212904,002,11504365,,,,U-3476,,,
210660,001,11510942,,,Y,U-2752,,,
214962,002,10555902,,,,U-3493,,,
204370,001,RE47350,,,,U-3503,,,
204370,001,RE49110,,,,U-3503,,,
204370,001,7737142,,Y,Y,U-3503,,,
204370,002,7737142,,Y,Y,U-3503,,,
204370,002,RE49110,,,,U-3503,,,
204370,001,RE49302,,,,U-2543,,,
204370,002,RE49302,,,,U-2543,,,
204370,003,RE49302,,,,U-2543,,,
204370,004,RE49302,,,,U-2543,,,
204370,001,RE49302,,,,U-3503,,,
204370,001,RE49302,,,,U-2544,,,
204370,001,RE49302,,,,U-2545,,,
204370,002,RE49302,,,,U-2545,,,
204370,002,RE49302,,,,U-2544,,,
204370,002,RE49302,,,,U-3503,,,
204370,003,RE49302,,,,U-2544,,,
204370,003,RE49302,,,,U-3503,,,
204370,003,RE49302,,,,U-2545,,,
204370,004,RE49302,,,,U-2544,,,
204370,004,RE49302,,,,U-2545,,,
204370,004,RE49302,,,,U-3503,,,
215430,001,11541048,,,,U-3419,,,
215430,001,11541021,,,,U-3419,,,
215430,001,11534414,,,Y,U-3419,,,
214900,001,11534433,,,,U-3159,,,
214900,001,11534433,,,,U-3508,,,
214510,001,11541026,,,,U-3356,,,
209022,001,11554229,,,,U-2133,,,
210951,002,9481663,,Y,Y,U-2624,,,
210951,002,9481663,,Y,Y,U-2237,,,
210951,001,9481663,,Y,Y,U-2624,,,
210951,001,9481663,,Y,Y,U-2237,,,
213973,001,11576904,,,,U-3537,,,
216403,001,9993461,,,,U-3269,,,
216403,002,9993461,,,,U-3269,,,
208743,001,8748382,,,,U-3543,,,
212097,001,11590205,,,Y,U-2742,,,
212097,004,11590205,,,Y,U-2742,,,
212097,003,11590205,,,Y,U-2742,,,
212097,002,11590205,,,Y,U-2742,,,
208716,001,7855211,,Y,Y,U-3265,,,
208716,002,7855211,,Y,Y,U-3265,,,
208716,003,7855211,,Y,Y,U-3265,,,
212535,001,11510942,,,Y,U-2752,,,
208573,001,11590128,,,,U-3548,,,
208573,002,11590128,,,,U-3548,,,
208573,003,11590128,,,,U-3548,,,
022306,001,11583216,,,,U-3549,,,
022306,001,10799138,,,,U-3549,,,
208259,001,11618748,,,,U-1524,,,
208254,001,11618748,,,,U-1524,,,
203697,001,10786444,,,,U-3559,,,
216457,001,11744800,,,Y,U-3690,,,
210607,001,11744828,,,,U-2582,,,
208558,001,8071579,,,,U-3695,,,
212306,002,11753401,,,Y,U-2584,,,
212306,004,11753401,,,Y,U-3018,,,
212306,003,11753401,,,Y,U-3018,,,
212306,002,11753401,,,Y,U-3018,,,
212306,004,11753401,,,Y,U-2855,,,
212306,003,11753401,,,Y,U-2855,,,
212306,002,11753401,,,Y,U-2855,,,
212306,004,11753401,,,Y,U-2584,,,
212306,003,11753401,,,Y,U-2584,,,
212306,001,11753401,,,Y,U-3018,,,
215430,001,11779579,,,,U-3419,,,
211230,001,11779554,,,,U-3693,,,
211230,002,11779554,,,,U-3693,,,
214517,001,11759446,,,,U-3003,,,
205677,001,11759446,,,,U-3003,,,
021272,006,8658694,,,,U-1437,,,
021272,006,8653137,,,,U-1437,,,
021272,007,8658694,,,,U-1437,,,
021272,007,8653137,,,,U-1437,,,
021272,008,8658694,,,,U-1437,,,
021272,008,8653137,,,,U-1437,,,
021272,006,7999007,,,Y,U-1437,,,
021272,007,7999007,,,Y,U-1437,,,
021272,008,7999007,,,Y,U-1437,,,
212479,001,11771701,,,Y,U-3700,,,
212479,001,11771701,,,Y,U-3701,,,
212479,001,11771701,,,Y,U-3702,,,
212479,001,11771701,,,Y,U-3703,,,
212479,001,11771701,,,Y,U-3704,,,
217729,001,11103497,,,,U-3216,,,
217729,002,11103497,,,,U-3216,,,
217729,001,11103497,,,,U-3217,,,
217729,002,11103497,,,,U-3217,,,
217729,001,7417148,,,,U-3707,,,
217729,002,7417148,,,,U-3707,,,
217729,001,7417148,,,,U-3708,,,
217729,002,7417148,,,,U-3708,,,
008975,002,11975047,,,,U-3924,,,
008975,002,11975047,,,,U-3925,,,
008975,002,11975047,,,,U-3926,,,
210365,001,11963937,,,,U-2780,,,
210365,001,11963937,,,,U-2781,,,
022517,001,11963995,,,,U-2327,,,
022517,002,11963995,,,,U-2327,,,
202107,001,11969435,,,,U-1643,,,
210660,001,11969439,,,,U-2752,,,
214755,001,11986451,,,,U-3934,,,
214755,002,11986451,,,,U-3934,,,
214755,003,11986451,,,,U-3934,,,
214755,004,11986451,,,,U-3934,,,
214938,001,RE48267,,,,U-3927,,,
214938,002,RE48267,,,,U-3927,,,
214938,003,RE48267,,,,U-3927,,,
214938,001,8198242,,Y,Y,U-3927,,,
214938,002,8198242,,Y,Y,U-3927,,,
214938,003,8198242,,Y,Y,U-3927,,,
214938,001,10646550,,,Y,U-3927,,,
214938,002,10646550,,,Y,U-3927,,,
214938,003,10646550,,,Y,U-3927,,,
214835,001,11759416,,,,U-3939,,,
214835,002,11759416,,,,U-3939,,,
209500,001,11980617,,,,U-3940,,,
209500,002,11980617,,,,U-3940,,,
209500,003,11980617,,,,U-3940,,,
214835,001,11752094,,,,U-3942,,,
214835,002,11752094,,,,U-3942,,,
218347,001,8962629,,Y,,U-3946,,,
218347,001,8962629,,Y,,U-3945,,,
214510,001,11986456,,,,U-3947,,,
214787,002,11903953,,,,U-3833,,,
214787,002,11903953,,,,U-3834,,,
218160,001,10137124,,,,U-3949,,,
218160,002,10137124,,,,U-3949,,,
218160,003,10137124,,,,U-3949,,,
218160,004,10137124,,,,U-3949,,,
218160,001,10137124,,,,U-3950,,,
218160,002,10137124,,,,U-3950,,,
218160,003,10137124,,,,U-3950,,,
218160,004,10137124,,,,U-3950,,,
218160,001,10137124,,,,U-3951,,,
218160,002,10137124,,,,U-3951,,,
218160,003,10137124,,,,U-3951,,,
218160,004,10137124,,,,U-3951,,,
218160,001,10172851,,,,U-3949,,,
218160,002,10172851,,,,U-3949,,,
218160,003,10172851,,,,U-3949,,,
218160,004,10172851,,,,U-3949,,,
218160,001,10172851,,,,U-3950,,,
218160,001,10172851,,,,U-3951,,,
218160,002,10172851,,,,U-3950,,,
218160,002,10172851,,,,U-3951,,,
218160,003,10172851,,,,U-3950,,,
218160,003,10172851,,,,U-3951,,,
218160,004,10172851,,,,U-3951,,,
218160,004,10172851,,,,U-3950,,,
213246,001,10137124,,,,U-3949,,,
213246,002,10137124,,,,U-3949,,,
204275,002,7439393,,Y,Y,U-1691,,,
021937,001,9018192,,,,U-1170,,,
205596,001,9023790,,,Y,U-1698,,,
204275,002,8511304,,,Y,U-1691,,,
022410,004,9687454,,,Y,U-1464,,,
208325,003,9701712,,Y,Y,U-2014,,,
208383,001,8404724,,,Y,U-2034,,,
208383,002,8557852,,,,U-2030,,,
208383,001,9555023,,,,U-1502,,,
203752,001,9730900,,,,U-2086,,,
203752,004,9730900,,,,U-2086,,,
203469,001,9029533,,,,U-1701,,,
203469,001,9029533,,,,U-1699,,,
203469,003,9029533,,,,U-1283,,,
203469,003,9029533,,,,U-1700,,,
207533,002,8796276,,,,U-543,,,
022512,002,9034822,,,,U-1759,,,
022348,002,9295639,,,,U-1756,,,
021920,001,10022344,,,Y,U-1732,,,
210807,001,8486975,,Y,Y,U-2395,,,
210361,001,9744105,,,Y,U-2398,,,
210361,001,10004717,,,Y,U-2398,,,
211288,002,8623883,,,,U-1403,,,
206940,001,8344011,,,,U-1709,,,
204114,001,8703781,,Y,Y,U-2302,,,
204114,003,8703781,,Y,Y,U-2020,,,
202806,001,8703781,,Y,Y,U-2032,,,
202806,002,8703781,,Y,Y,U-2296,,,
204242,005,8470361,,,Y,U-1425,,,
202880,001,9333201,,,,U-1810,,,
204485,002,9744239,,,,U-1857,,,
206333,001,9636349,,,,U-1940,,,
208254,001,9931336,,Y,Y,U-1524,,,
209299,001,9266912,,,,U-2294,,,
022192,003,8652776,,,,U-1685,,,
203858,006,7932268,,,,U-1316,,,
206940,002,9115091,,Y,Y,U-1738,,,
204824,008,8945063,,,Y,U-1442,,,
204824,008,8579865,,,Y,U-1442,,,
208090,001,8758813,,,,U-1556,,,
208090,004,8758813,,,,U-1556,,,
208051,001,9139558,,,,U-2043,,,
202880,005,9333201,,,,U-1810,,,
202880,006,9333201,,,,U-1810,,,
204824,001,9421333,,,Y,U-1442,,,
204824,006,9421333,,,Y,U-1442,,,
209115,001,8859562,,,,U-2273,,,
209115,001,8071579,,,,U-2012,,,
209115,002,8071579,,,,U-2273,,,
206334,001,9682061,,,,U-1569,,,
211358,002,8324242,,,,U-2374,,,
211358,002,8846718,,,,U-2375,,,
210922,001,8741866,,,,U-2378,,,
208564,002,9180091,,,Y,U-2316,,,
210491,001,9974781,,,Y,U-2574,,,
202714,003,7491704,,,,U-2320,,,
203858,003,10016404,,,,U-1316,,,
208944,002,8796337,,,,U-2106,,,
208945,001,9180200,,,Y,U-805,,,
203389,002,9925156,,Y,Y,U-1399,,,
208090,001,9968598,,,Y,U-1556,,,
209299,001,7989448,,Y,,U-2294,,,
207947,007,9284280,,,,U-1831,,,
206439,003,8338486,,,,U-1641,,,
022117,003,7741358,,Y,Y,U-1893,,,
022201,001,9415085,,,,U-1895,,,
207793,001,9452162,,,,U-1899,,,
203312,001,9533046,,,Y,U-219,,,
203312,004,9533046,,,Y,U-219,,,
022081,001,8377933,,,,U-1754,,,
208090,001,9682075,,,Y,U-1556,,,
208694,001,8829005,,,,U-1680,,,
210365,001,9956185,,,,U-2425,,,
207925,001,8324242,,,,U-1311,,,
207925,001,8354427,,,,U-1905,,,
022410,003,9687454,,,Y,U-1464,,,
208383,001,8557852,,,,U-2030,,,
203469,001,9029533,,,,U-1283,,,
203469,002,9029533,,,,U-1699,,,
203469,003,9029533,,,,U-1699,,,
207533,001,9034867,,,Y,U-543,,,
207533,003,8796276,,,,U-543,,,
210806,001,8486975,,Y,Y,U-2394,,,
210361,001,8618160,,,Y,U-2398,,,
210589,001,9566260,,,Y,U-2366,,,
206940,002,8344011,,,,U-1709,,,
204114,001,8703781,,Y,Y,U-2037,,,
202806,001,8703781,,Y,Y,U-2298,,,
202880,004,9339499,,,,U-1810,,,
204485,002,9744209,,,,U-1857,,,
022068,003,8415363,,Y,Y,U-1407,,,
209299,002,8912170,,,,U-2294,,,
203858,005,8618135,,,,U-1316,,,
208623,001,10813921,,,,U-2371,,,
211281,001,10806743,,,,U-1516,,,
208564,001,10835487,,,,U-2316,,,
208564,001,10835487,,,,U-2317,,,
208564,002,10835487,,,,U-2317,,,
208564,002,10835487,,,,U-2316,,,
210861,001,10813936,,,,U-2987,,,
210861,002,10813936,,,,U-2987,,,
209863,001,10821072,,,Y,U-2418,,,
209863,002,10821072,,,Y,U-2418,,,
209863,003,10821072,,,Y,U-2418,,,
208294,001,8324266,,,,U-2889,,,
208294,001,10716753,,,Y,U-2889,,,
208294,001,9415009,,,,U-2889,,,
208054,001,10933147,,,,U-2450,,,
208294,001,8703806,,,,U-2889,,,
208294,001,8808713,,,Y,U-2889,,,
208294,001,9463161,,,Y,U-2889,,,
208294,001,8815258,,,,U-2889,,,
212045,001,10973814,,,Y,U-3110,,,
212045,001,10722510,,,Y,U-3110,,,
209241,003,10851104,,Y,,U-1995,,,
209241,003,10844058,,Y,Y,U-1995,,,
209241,003,10851103,,Y,Y,U-1995,,,
209241,003,10857137,,,,U-1995,,,
209241,003,10065952,,Y,Y,U-1995,,,
209241,003,10857148,,,,U-1995,,,
209241,003,10874648,,,,U-1995,,,
209241,003,10874648,,,,U-3046,,,
209241,003,10912771,,,,U-3076,,,
209241,003,10912771,,,,U-1995,,,
209241,003,10993941,,,,U-1995,,,
209241,003,10940141,,,,U-1995,,,
209241,003,8357697,,,,U-1995,,,
209241,003,10952997,,,,U-1995,,,
209241,001,10993941,,,,U-1995,,,
209241,002,10993941,,,,U-1995,,,
215430,001,11617728,,,,U-3419,,,
206111,001,9949997,,,,U-3533,,,
206111,002,9949997,,,,U-3533,,,
206111,003,9949997,,,,U-3533,,,
206111,004,9949997,,,,U-3533,,,
215430,001,11617747,,,,U-3563,,,
213586,001,9439905,,,Y,U-543,,,
213586,007,9439905,,,Y,U-543,,,
213586,006,9439905,,,Y,U-543,,,
213586,005,9439905,,,Y,U-543,,,
213586,004,9439905,,,Y,U-543,,,
213586,003,9439905,,,Y,U-543,,,
213586,002,9439905,,,Y,U-543,,,
213586,001,8221778,,,Y,U-543,,,
213586,007,8221778,,,Y,U-543,,,
213586,006,8221778,,,Y,U-543,,,
213586,005,8221778,,,Y,U-543,,,
213586,004,8221778,,,Y,U-543,,,
213586,003,8221778,,,Y,U-543,,,
213586,002,8221778,,,Y,U-543,,,
213586,001,8741327,,,Y,U-543,,,
213586,007,8741327,,,Y,U-543,,,
213586,006,8741327,,,Y,U-543,,,
213586,005,8741327,,,Y,U-543,,,
213586,004,8741327,,,Y,U-543,,,
213586,003,8741327,,,Y,U-543,,,
213586,002,8741327,,,Y,U-543,,,
214094,002,11618733,,,,U-3300,,,
214094,001,11618733,,,,U-3300,,,
217513,001,8835443,,,,U-3564,,,
217514,001,8835443,,,,U-3565,,,
217417,001,10702573,,Y,Y,U-3566,,,
217417,001,9526835,,Y,Y,U-3566,,,
217417,001,8722619,,Y,Y,U-3566,,,
217417,001,11197909,,Y,Y,U-3566,,,
217513,001,8703781,,Y,Y,U-3564,,,
213736,002,11628162,,,,U-3568,,,
213736,001,11628162,,,,U-3568,,,
213736,003,11628162,,,,U-3569,,,
213736,002,11628162,,,,U-3569,,,
213736,001,11628162,,,,U-3569,,,
213736,003,11628162,,,,U-3568,,,
213736,001,11628162,,,,U-3570,,,
213736,002,11628162,,,,U-3570,,,
213736,003,11628162,,,,U-3570,,,
213736,001,11628162,,,,U-3571,,,
213736,002,11628162,,,,U-3571,,,
213736,003,11628162,,,,U-3571,,,
022574,001,11617751,,,Y,U-1,,,
022574,001,11617751,,,Y,U-3572,,,
022532,001,11617751,,,Y,U-1,,,
022532,001,11617751,,,Y,U-3572,,,
022532,001,11617751,,,Y,U-3573,,,
022532,001,11617751,,,Y,U-3574,,,
217514,001,8703781,,Y,Y,U-3565,,,
215206,001,9499545,,Y,Y,U-3534,,,
215206,002,9499545,,Y,Y,U-3534,,,
215206,003,9499545,,Y,Y,U-3534,,,
215206,001,8754096,,Y,Y,U-3534,,,
215206,002,8754096,,Y,Y,U-3534,,,
215206,003,8754096,,Y,Y,U-3534,,,
217660,001,8354427,,,,U-3593,,,
217660,002,8354427,,,,U-3593,,,
217660,001,8324242,,,,U-3589,,,
217660,002,8324242,,,,U-3589,,,
208171,001,11633489,,,,U-3594,,,
022231,001,10335452,,,,U-3711,,,
216387,001,11771696,,,,U-3710,,,
213593,001,11771686,,,,U-623,,,
213217,001,10570139,,,,U-3860,,,
213217,001,11142528,,,Y,U-3860,,,
213217,001,11884674,,,,U-3860,,,
213246,001,10137124,,,,U-3950,,,
213246,001,10137124,,,,U-3951,,,
213246,002,10137124,,,,U-3951,,,
213246,002,10137124,,,,U-3950,,,
213246,001,10172851,,,,U-3949,,,
213246,001,10172851,,,,U-3950,,,
213246,001,10172851,,,,U-3951,,,
213246,002,10172851,,,,U-3951,,,
213246,002,10172851,,,,U-3949,,,
213246,002,10172851,,,,U-3950,,,
213246,001,10584124,,Y,,U-3949,,,
213246,001,10584124,,Y,,U-3950,,,
213246,001,10584124,,Y,,U-3951,,,
213246,002,10584124,,Y,,U-3951,,,
213246,002,10584124,,Y,,U-3950,,,
213246,002,10584124,,Y,,U-3949,,,
213246,001,10786489,,,Y,U-3949,,,
213246,001,10786489,,,Y,U-3951,,,
213246,001,10786489,,,Y,U-3950,,,
213246,002,10786489,,,Y,U-3950,,,
213246,002,10786489,,,Y,U-3949,,,
213246,002,10786489,,,Y,U-3951,,,
208352,001,11992472,,,,U-1,,,
215390,001,11998528,,,,U-3935,,,
215390,002,11998528,,,,U-3935,,,
217242,001,11992480,,,,U-3773,,,
215985,001,11992480,,,,U-3748,,,
211675,001,11993605,,,,U-3275,,,
211675,001,11993605,,,,U-3946,,,
211675,001,11993606,,,,U-3487,,,
212690,001,11986446,,,,U-3017,,,
212690,001,11986446,,,,U-3324,,,
021196,001,11986446,,,,U-3324,,,
216340,001,10689377,,Y,Y,U-3953,,,
216185,001,11337943,,,Y,U-3954,,,
216185,002,11337943,,,Y,U-3954,,,
216185,003,11337943,,,Y,U-3954,,,
214952,001,12005062,,,Y,U-3582,,,
214439,001,12005141,,,Y,U-3309,,,
214439,001,12005141,,,Y,U-3310,,,
209531,001,12013403,,,,U-1941,,,
209531,001,12013403,,,,U-1942,,,
209531,001,12013403,,,,U-1943,,,
209531,001,12013403,,,,U-1944,,,
209531,001,12013403,,,,U-2093,,,
209531,001,12013403,,,,U-2094,,,
213246,002,10172851,,,,U-3450,,,
217242,001,12005051,,,,U-3773,,,
218213,002,11452725,,,,U-3755,,,
218213,001,11452725,,,,U-3961,,,
218213,002,11452725,,,,U-3961,,,
217389,001,9956171,,,Y,U-3962,,,
217389,001,9062047,,Y,,U-3962,,,
208259,001,11020385,,,,U-1524,,,
208254,001,11020385,,,,U-1524,,,
207356,001,12016873,,,,U-2414,,,
214665,003,11827635,,Y,Y,U-3306,,,
214665,003,11426404,,,,U-3306,,,
214665,003,11236091,,Y,Y,U-3306,,,
215390,001,11890272,,,,U-3935,,,
215390,002,11890272,,,,U-3935,,,
217677,001,12036207,,,,U-3754,,,
217677,002,12036207,,,,U-3754,,,
217677,003,12036207,,,,U-3754,,,
215985,002,9907788,,,,U-3970,,,
211230,001,12036194,,,,U-3693,,,
211230,002,12036194,,,,U-3693,,,
217026,001,11827600,,Y,Y,U-3556,,,
214662,001,11229647,,,,U-3974,,,
214662,001,11376251,,,,U-3974,,,
214662,001,11260053,,,,U-3974,,,
214662,001,11918578,,,,U-3974,,,
214662,001,11497745,,,,U-3974,,,
213973,001,12064422,,,,U-3219,,,
206333,001,9522155,,,Y,U-1940,,,
207793,001,9492442,,,,U-1899,,,
201292,003,9539258,,,,U-1950,,,
022406,001,9539218,,,,U-2143,,,
209935,001,9868739,,,,U-2505,,,
022504,001,9289586,,,,U-1390,,,
203858,001,9364470,,,,U-1851,,,
203858,005,9364470,,,,U-1851,,,
208026,001,9173859,,,Y,U-1503,,,
208026,001,8673927,,,,U-1503,,,
022036,001,9486437,,,,U-620,,,
209115,003,8071579,,,,U-2012,,,
209115,003,8859562,,,,U-2012,,,
206030,001,9629797,,,,U-2006,,,
202788,001,9289387,,,Y,U-55,,,
202788,007,9289387,,,Y,U-55,,,
202788,004,9642797,,,Y,U-55,,,
202788,006,9642797,,,Y,U-55,,,
205123,001,9623022,,,,U-1467,,,
202810,001,9119791,,,,U-2041,,,
206307,001,9119859,,,,U-1679,,,
207620,002,9388134,,,,U-1723,,,
209531,001,8980853,,,,U-1941,,,
022387,001,9358240,,,,U-1849,,,
201635,001,9555004,,,Y,U-1675,,,
201635,003,9555004,,,Y,U-1675,,,
207793,001,9717724,,,,U-1848,,,
020845,003,9770570,,,,U-2148,,,
209501,001,8945620,,,Y,U-2137,,,
209501,003,8945620,,,Y,U-2137,,,
209092,001,9868739,,,,U-1981,,,
207078,001,9861658,,,,U-2312,,,
206276,001,8791154,,,Y,U-1680,,,
022192,001,8999638,,,,U-1674,,,
022192,005,8999638,,,,U-1674,,,
208624,001,8188104,,Y,Y,U-1636,,,
206439,003,8058291,,,,U-1641,,,
206439,003,8580858,,,,U-1641,,,
207999,002,10047117,,,,U-1854,,,
207533,002,10112903,,Y,,U-543,,,
206099,001,10124132,,,Y,U-1719,,,
022517,002,10137167,,,,U-2327,,,
211580,001,8647605,,,,U-2464,,,
211710,001,9676783,,,,U-2469,,,
210861,002,8865698,,,,U-2469,,,
210861,002,9782414,,,,U-2475,,,
208277,001,6949571,,Y,Y,U-2429,,,
204824,006,8480631,,,Y,U-1442,,,
208743,001,8748382,,,,U-2009,,,
204623,001,9415029,,,,U-1614,,,
208079,001,9439911,,,Y,U-1858,,,
209115,002,8071579,,,,U-2012,,,
209115,001,8143241,,,,U-2273,,,
020866,001,9522117,,,Y,U-976,,,
207793,001,9492442,,,,U-1848,,,
201292,002,9539258,,,,U-1950,,,
207997,001,8575146,,,,U-2008,,,
207997,001,7973031,,,,U-2007,,,
208411,002,9707226,,,Y,U-1903,,,
204820,001,8927607,,,,U-1020,,,
206162,001,8859562,,,,U-1634,,,
203858,004,9364470,,,,U-1851,,,
209115,003,8071579,,,,U-2273,,,
204623,001,9339552,,,Y,U-1488,,,
201635,002,9555004,,,Y,U-1675,,,
207793,001,9730891,,,,U-1848,,,
209501,003,8945620,,,Y,U-2136,,,
022013,001,8962000,,,Y,U-1410,,,
206439,004,8580858,,,,U-1641,,,
208624,001,10105365,,,Y,U-1889,,,
209816,001,10124014,,,,U-2449,,,
203389,001,10143665,,,,U-1399,,,
210861,001,9447104,,,,U-2470,,,
204447,002,9278096,,,,U-2436,,,
210910,001,8741948,,,Y,U-2448,,,
209115,002,10130636,,,,U-2012,,,
209963,001,10149843,,,,U-2479,,,
050819,002,10137142,,,Y,U-916,,,
208901,001,9713642,,,,U-2453,,,
207533,001,10226458,,,,U-543,,,
022036,001,10238620,,,,U-620,,,
209022,001,10300229,,,Y,U-2133,,,
210565,001,9737491,,,,U-2492,,,
210259,001,10167291,,,Y,U-2145,,,
203389,002,10328037,,,,U-1399,,,
210491,002,10239867,,Y,Y,U-2569,,,
022561,001,8377903,,,,U-2522,,,
206940,002,10213415,,Y,,U-2152,,,
207027,002,7547719,,Y,Y,U-1306,,,
205435,001,9624250,,Y,Y,U-2507,,,
208564,002,10258630,,,,U-2317,,,
209816,001,10835542,,,,U-2576,,,
209817,001,10835542,,,,U-2576,,,
205934,001,10842770,,,Y,U-2998,,,
205934,002,10842770,,,Y,U-2998,,,
205934,003,10842770,,,Y,U-2998,,,
213378,001,11351166,,,,U-3140,,,
213378,002,11351166,,,,U-3140,,,
214522,001,11382917,,,Y,U-3397,,,
213378,003,11351166,,,,U-3140,,,
213378,004,11351166,,,,U-3140,,,
213378,001,11351166,,,,U-3141,,,
213378,002,11351166,,,,U-3141,,,
213378,003,11351166,,,,U-3141,,,
213378,004,11351166,,,,U-3141,,,
208171,002,11633489,,,,U-3594,,,
208171,003,11633489,,,,U-3594,,,
217660,001,11426407,,Y,Y,U-3595,,,
217660,002,11426407,,Y,Y,U-3595,,,
217660,001,10022352,,,Y,U-3596,,,
217660,002,10022352,,,Y,U-3596,,,
217660,001,9931334,,,Y,U-3591,,,
217660,002,9931334,,,Y,U-3591,,,
217660,001,11179367,,,Y,U-3597,,,
217660,002,11179367,,,Y,U-3597,,,
217660,001,11147770,,,Y,U-3598,,,
217660,002,11147770,,,Y,U-3598,,,
217660,001,10272046,,,Y,U-3599,,,
217660,002,10272046,,,Y,U-3599,,,
217660,001,10081621,,,Y,U-3600,,,
217660,002,10081621,,,Y,U-3600,,,
217006,001,11638757,,,Y,U-3245,,,
217006,002,11638757,,,Y,U-814,,,
217006,001,11638757,,,Y,U-814,,,
217006,002,11638757,,,Y,U-3245,,,
217006,001,11097007,,,Y,U-3245,,,
217006,002,11097007,,,Y,U-814,,,
217006,001,11097007,,,Y,U-814,,,
217006,002,11097007,,,Y,U-3245,,,
217006,001,10517951,,,Y,U-3245,,,
217006,002,10517951,,,Y,U-814,,,
217006,001,10517951,,,Y,U-814,,,
217006,002,10517951,,,Y,U-3245,,,
217006,001,8338427,,,Y,U-1530,,,
217006,002,8338427,,,Y,U-1530,,,
214755,001,10952986,,,,U-3601,,,
214755,002,10952986,,,,U-3601,,,
214755,003,10952986,,,,U-3601,,,
214755,004,10952986,,,,U-3601,,,
212839,001,11654133,,,,U-3610,,,
212839,006,11654133,,,,U-3610,,,
212839,005,11654133,,,,U-3610,,,
212839,004,11654133,,,,U-3610,,,
212839,003,11654133,,,,U-3610,,,
212839,002,11654133,,,,U-3610,,,
020263,009,9617303,,,,U-3611,,,
213260,001,11654106,,,Y,U-3612,,,
213260,001,11654106,,,Y,U-3613,,,
212304,001,11648214,,,Y,U-3334,,,
212304,002,11648214,,,Y,U-3334,,,
208623,001,11666564,,,,U-2371,,,
216675,001,10576154,,,,U-1900,,,
216675,001,10507132,,,,U-1900,,,
216675,001,10449164,,,,U-1900,,,
216675,001,10369117,,,,U-1900,,,
217188,001,11541034,,,,U-3629,,,
217188,001,11351149,,Y,Y,U-3629,,,
215014,001,11661441,,Y,,U-3124,,,
217470,001,11458091,,,Y,U-3630,,,
217171,001,11661441,,Y,,U-3540,,,
215331,001,11679119,,,,U-3632,,,
215331,001,11679119,,,,U-3633,,,
215331,002,11679119,,,,U-3632,,,
215331,002,11679119,,,,U-3633,,,
203565,001,11364260,,,,U-3637,,,
203565,002,11364260,,,,U-3637,,,
203565,003,11364260,,,,U-3637,,,
203565,004,11364260,,,,U-3637,,,
216974,001,10376499,,,Y,U-2840,,,
216974,001,9968593,,,Y,U-2840,,,
216974,001,9623014,,,,U-2840,,,
214876,001,11673877,,,Y,U-3646,,,
214876,003,11673877,,,Y,U-3647,,,
214876,002,11673877,,,Y,U-3647,,,
214876,001,11673877,,,Y,U-3647,,,
214876,003,11673877,,,Y,U-3646,,,
214876,002,11673877,,,Y,U-3646,,,
208447,001,11673877,,,Y,U-3646,,,
208447,001,11673877,,,Y,U-3647,,,
215498,001,11365182,,,,U-3648,,,
215498,002,11365182,,,,U-3648,,,
215498,003,11365182,,,,U-3648,,,
215498,004,11365182,,,,U-3648,,,
215498,001,10981952,,,,U-3648,,,
215498,001,10981952,,,,U-3649,,,
215422,001,11491125,,,Y,U-3488,,,
215422,003,11491125,,,Y,U-3489,,,
215422,002,11491125,,,Y,U-3489,,,
215422,001,11491125,,,Y,U-3489,,,
215422,003,11491125,,,Y,U-3488,,,
