IngredientRxCUI,ProductRxCUI,NDC11,PackSize,UoM,UnitsPerPack,GTIN,RefrigeratedFlag,IsCurrent
153165,617310,50090125701,,,,,0,1
153165,617310,50090488000,,,,,0,1
153165,617310,50090488001,,,,,0,1
153165,617310,50090497200,,,,,0,1
153165,617310,50090518100,,,,,0,1
153165,617310,50090518101,,,,,0,1
153165,617310,50090518102,,,,,0,1
153165,617310,50090518200,,,,,0,1
153165,617310,50090563400,,,,,0,1
153165,617310,50090563401,,,,,0,1
153165,617310,50090648100,,,,,0,1
153165,617310,50090648101,,,,,0,1
153165,617310,50090648102,,,,,0,1
153165,617310,50090648200,,,,,0,1
153165,617310,50090660400,,,,,0,1
153165,617310,50090660401,,,,,0,1
