BLANumber,ProperName,ProprietaryName,Applicant,DosageForm,Route,Strength,ReferenceProductName,IsReferenceProductFlag,BLAApprovalDate
103780,interferon beta-1a,Rebif,"EMD Serono, Inc.",Injection,Subcutaneous,22MCG/0.5ML,N/A,Y,2002-03-07
103780,interferon beta-1a,Rebif,"EMD Serono, Inc.",Injection,Subcutaneous,44MCG/0.5ML,N/A,Y,2002-03-07
103780,interferon beta-1a,Rebif,"EMD Serono, Inc.",Injection,Subcutaneous,8.8MCG/0.2ML,N/A,Y,2004-12-17
103780,interferon beta-1a,Rebif,"EMD Serono, Inc.",Injection,Subcutaneous,8.8MCG/0.2ML,N/A,Y,2012-12-21
103780,interferon beta-1a,Rebif,"EMD Serono, Inc.",Injection,Subcutaneous,22MCG/0.5ML,N/A,Y,2012-12-21
103780,interferon beta-1a,Rebif,"EMD Serono, Inc.",Injection,Subcutaneous,44MCG/0.5ML,N/A,Y,2012-12-21
103782,"Tuberculin, Purified Protein Derivative",Aplisol,Endo Operations Limited,Injection,Intradermal,5TU/.1ML,N/A,Y,1998-04-20
103786,reteplase,Retavase,"Chiesi USA, Inc.",For Injection,Intravenous,10UNITS,N/A,Y,1996-10-30
103788,Crotalidae Polyvalent Immune Fab (Ovine),Crofab,BTG International Inc.,For Injection,Intravenous,1G,N/A,Y,2000-10-02
103792,trastuzumab,Herceptin,"Genentech, Inc.",For Injection,Intravenous,420MG,N/A,Y,1998-09-25
103792,trastuzumab,Herceptin,"Genentech, Inc.",For Injection,Intravenous,150MG,N/A,Y,2017-02-10
103795,etanercept,Enbrel,Immunex Corporation,For Injection,Subcutaneous,25MG,N/A,Y,1998-11-02
103795,etanercept,Enbrel,Immunex Corporation,For Injection,Subcutaneous,25MG,N/A,Y,1999-05-27
103795,etanercept,Enbrel,Immunex Corporation,Injection,Subcutaneous,50MG/ML,N/A,Y,2004-09-27
103795,etanercept,Enbrel,Immunex Corporation,Injection,Subcutaneous,25MG/0.5ML,N/A,Y,2007-02-01
103795,etanercept,Enbrel Mini,Immunex Corporation,Injection,Subcutaneous,50MG/ML,N/A,Y,2017-09-14
103795,etanercept,Enbrel,Immunex Corporation,Injection,Subcutaneous,50MG/ML,N/A,Y,NaT
103795,etanercept,Enbrel,Immunex Corporation,Injection,Subcutaneous,25MG/0.5ML,N/A,Y,2020-03-05
103810,"Animal Allergens, Standardized Cat Hair",<NA>,"ALK-Abello, Inc.",Injection,Percutaneous,"10,000BAU/ML",N/A,Y,2071-12-16
103810,"Animal Allergens, Standardized Cat Hair",<NA>,"ALK-Abello, Inc.",Injection,Subcutaneous,"10,000BAU/ML",N/A,Y,2071-12-16
103820,Rabies Vaccine Adsorbed,Biorab,Emergent BioDefense Operations Lansing LLC,Injection,Intramuscular,1.0ML,N/A,Y,1998-11-12
103821,Anthrax Vaccine Adsorbed,Biothrax,Emergent BioDefense Operations Lansing LLC,Injection,Intramuscular,0.5ML,N/A,Y,1998-11-12
103821,Anthrax Vaccine Adsorbed,Biothrax,Emergent BioDefense Operations Lansing LLC,Injection,Subcutaneous,0.5ML,N/A,Y,1998-11-12
103836,interferon gamma-1b,Actimmune,Horizon Therapeutics Ireland DAC,Injection,Subcutaneous,100MCG(2MILLION INTERNATIONAL UNITS)/0.5ML,N/A,Y,1999-02-25
103837,Influenza Virus Vaccine,Fluvirin,Seqirus Vaccines Limited,Injection,Intramuscular,15UG/.5ML,N/A,Y,1998-11-03
103846,rimabotulinumtoxinB,Myobloc,"Solstice NeuroSciences, LLC",Injection,"Intramuscular, Intraglandular","2,500UNITS/0.5ML",N/A,Y,2000-12-08
103846,rimabotulinumtoxinB,Myobloc,"Solstice NeuroSciences, LLC",Injection,"Intramuscular, Intraglandular","5,000UNITS/ML",N/A,Y,2000-12-08
103846,rimabotulinumtoxinB,Myobloc,"Solstice NeuroSciences, LLC",Injection,"Intramuscular, Intraglandular","10,000UNITS/2ML (5,000UNITS/ML)",N/A,Y,2000-12-08
103850,Hepatitis A & Hepatitis B (Recombinant) Vaccine,Twinrix,GlaxoSmithKline Biologicals,Injection,Intramuscular,1ML,N/A,Y,2001-05-11
103869,Anti-thymocyte Globulin (Rabbit),Thymoglobulin,Genzyme Corporation,For Injection,Intravenous,25MG,N/A,Y,1999-05-19
103870,"Insects (Whole Body), Mite Dermatophagoides farinae",<NA>,Jubilant HollisterStier LLC,Injection,Subcutaneous,"10,000AU/ML",N/A,Y,2024-03-13
103870,"Insects (Whole Body), Mite Dermatophagoides farinae",<NA>,Jubilant HollisterStier LLC,Injection,Intradermal,30AU/ML,N/A,Y,2024-03-13
103870,"Insects (Whole Body), Mite Dermatophagoides farinae",<NA>,Jubilant HollisterStier LLC,Injection,Subcutaneous,"30,000AU/ML",N/A,Y,2024-03-13
103870,"Insects (Whole Body), Mite Dermatophagoides farinae",<NA>,Jubilant HollisterStier LLC,Injection,Intradermal,300AU/ML,N/A,Y,2024-03-13
103870,"Insects (Whole Body), Mite Dermatophagoides farinae",<NA>,Jubilant HollisterStier LLC,Injection,Percutaneous,"30,000AU/ML",N/A,Y,2024-03-13
103871,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",<NA>,Jubilant HollisterStier LLC,Injection,Subcutaneous,"10,000AU/ML",N/A,Y,2024-03-13
103871,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",<NA>,Jubilant HollisterStier LLC,Injection,Intradermal,30AU/ML,N/A,Y,2024-03-13
