ApplNo,ProductNo,TradeName,ActiveIngredient,Strength,DosageForm,Route,MarketingStatus,TECode,ReferenceListedDrugFlag,ReferenceStandardFlag,ApplicantName,ApplType,ApplStatus,FirstApprovalDate
202813,002,QNASL,BECLOMETHASONE DIPROPIONATE,0.04MG/ACTUATION,"AEROSOL, METERED",NASAL,RX,,Y,N,TEVA BRANDED PHARMACEUTICAL PRODUCTS R AND D LLC,N,Active,2012-03-23
202813,001,QNASL,BECLOMETHASONE DIPROPIONATE,0.08MG/ACTUATION,"AEROSOL, METERED",NASAL,RX,,Y,Y,TEVA BRANDED PHARMACEUTICAL PRODUCTS R AND D LLC,N,Active,2012-03-23
020233,001,RHINOCORT,BUDESONIDE,0.032MG/INH,"AEROSOL, METERED",NASAL,DISCN,,N,N,ASTRAZENECA LP,N,Discontinued,1994-02-14
018521,001,VANCENASE,BECLOMETHASONE DIPROPIONATE,0.042MG/INH,"AEROSOL, METERED",NASAL,DISCN,,N,N,SCHERING CORP SUB SCHERING PLOUGH CORP,N,Discontinued,1982-01-01
202129,001,ZETONNA,CICLESONIDE,0.037MG/INH,"AEROSOL, METERED",NASAL,DISCN,,Y,N,COVIS PHARMA GMBH,N,Discontinued,2012-01-20
017351,001,CORTIFOAM,HYDROCORTISONE ACETATE,10%,"AEROSOL, METERED",RECTAL,RX,,Y,Y,VIATRIS SPECIALTY LLC,N,Active,1982-02-10
021780,001,NITROMIST,NITROGLYCERIN,0.4MG/SPRAY,"AEROSOL, METERED",SUBLINGUAL,RX,,Y,Y,EVUS HEALTH SOLUTIONS LLC,N,Active,2006-11-02
086457,001,EPIFOAM,HYDROCORTISONE ACETATE; PRAMOXINE HYDROCHLORIDE,1%;1%,"AEROSOL, METERED",TOPICAL,RX,BX,N,N,MYLAN SPECIALTY LP,A,Active,1982-01-01
019127,001,EXIDINE,CHLORHEXIDINE GLUCONATE,4%,"AEROSOL, METERED",TOPICAL,OTC,,Y,Y,XTTRIUM LABORATORIES INC,N,Active,1984-12-24
089440,001,HYDROCORTISONE ACETATE 1% AND PRAMOXINE HYDROCHLORIDE 1%,HYDROCORTISONE ACETATE; PRAMOXINE HYDROCHLORIDE,1%;1%,"AEROSOL, METERED",TOPICAL,DISCN,,N,N,GENUS LIFESCIENCES INC,A,Discontinued,1988-05-17
086195,001,PROCTOFOAM HC,HYDROCORTISONE ACETATE; PRAMOXINE HYDROCHLORIDE,1%;1%,"AEROSOL, METERED",TOPICAL,RX,BX,Y,Y,MYLAN SPECIALTY LP,A,Active,1982-01-01
022335,001,TECHNEGAS KIT,TECHNETIUM TC-99M LABELED CARBON,,AEROSOL,INHALATION,RX,,Y,Y,CYCLOMEDICA AUSTRALIA PTY LTD,N,Active,2023-09-29
020587,001,SCLEROSOL,TALC,4GM/SPRAY,AEROSOL,INTRAPLEURAL,RX,,Y,Y,SCIARRA LABORATORIES INC,N,Active,1997-12-24
014242,001,DEXACORT,DEXAMETHASONE SODIUM PHOSPHATE,EQ 0.1MG PHOSPHATE/INH,AEROSOL,NASAL,DISCN,,N,N,UCB INC,N,Discontinued,1982-01-01
014394,001,XYLOCAINE,LIDOCAINE,10%,AEROSOL,ORAL,DISCN,,N,N,ASTRAZENECA LP,N,Discontinued,1982-01-01
018705,001,NITROLINGUAL,NITROGLYCERIN,0.4MG/SPRAY,AEROSOL,SUBLINGUAL,DISCN,,N,N,POHL BOSKAMP,N,Active,1985-10-31
083296,002,AEROSEB-DEX,DEXAMETHASONE,0.01% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,AEROSOL,TOPICAL,DISCN,,N,N,ALLERGAN HERBERT DIV ALLERGAN INC,A,Discontinued,1982-01-01
085805,001,AEROSEB-HC,HYDROCORTISONE,0.5%,AEROSOL,TOPICAL,DISCN,,N,N,ALLERGAN HERBERT DIV ALLERGAN INC,A,Discontinued,1982-01-01
012731,002,DECASPRAY,DEXAMETHASONE,0.04% **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,AEROSOL,TOPICAL,DISCN,,Y,N,MERCK AND CO INC,N,Discontinued,1982-01-01
050167,002,POLYSPORIN,BACITRACIN ZINC; POLYMYXIN B SULFATE,"10,000 UNITS/GM;2,000,000 UNITS/GM",AEROSOL,TOPICAL,DISCN,,N,N,GLAXOSMITHKLINE,N,Discontinued,1985-03-01
021043,001,RID MOUSSE,PIPERONYL BUTOXIDE; PYRETHRINS,4%;EQ 0.33% BASE,AEROSOL,TOPICAL,DISCN,,N,N,BAYER HEALTHCARE LLC,N,Discontinued,2000-03-07
017424,001,SEPTISOL,HEXACHLOROPHENE,0.23%,AEROSOL,TOPICAL,DISCN,,N,N,VESTAL LABORATORIES DIV CHEMED CORP,N,Discontinued,1982-01-01
018375,001,TURGEX,HEXACHLOROPHENE,3%,AEROSOL,TOPICAL,DISCN,,N,N,XTTRIUM LABORATORIES INC,N,Discontinued,1982-01-01
014349,002,DELFEN,NONOXYNOL-9,12.5%,AEROSOL,VAGINAL,DISCN,,N,N,PERSONAL PRODUCTS CO,N,Discontinued,1982-01-01
071621,001,CHOLYBAR,CHOLESTYRAMINE,EQ 4GM RESIN/BAR,"BAR, CHEWABLE",ORAL,DISCN,,N,N,PARKE DAVIS DIV WARNER LAMBERT CO,A,Discontinued,1988-05-26
071739,001,CHOLYBAR,CHOLESTYRAMINE,EQ 4GM RESIN/BAR,"BAR, CHEWABLE",ORAL,DISCN,,N,N,PARKE DAVIS DIV WARNER LAMBERT CO,A,Discontinued,1988-05-26
210895,001,WELCHOL,COLESEVELAM HYDROCHLORIDE,3.75GM,"BAR, CHEWABLE",ORAL,DISCN,,Y,N,COSETTE PHARMACEUTICALS INC,N,Discontinued,2019-04-03
063187,001,DOXYCYCLINE HYCLATE,DOXYCYCLINE HYCLATE,EQ 100MG BASE,"CAPSULE, COATED PELLETS",ORAL,DISCN,,N,N,PLIVA INC,A,Discontinued,1992-06-30
021507,002,PREVACID NAPRAPAC 250 (COPACKAGED),LANSOPRAZOLE; NAPROXEN,"15MG,N/A;N/A,250MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**","CAPSULE, DELAYED REL PELLETS, TABLET",ORAL,DISCN,,Y,N,TAKEDA PHARMACEUTICALS NORTH AMERICA INC,N,Discontinued,2003-11-14
021507,003,PREVACID NAPRAPAC 375 (COPACKAGED),LANSOPRAZOLE; NAPROXEN,"15MG,N/A;N/A,375MG","CAPSULE, DELAYED REL PELLETS, TABLET",ORAL,DISCN,,N,N,TAKEDA PHARMACEUTICALS NORTH AMERICA INC,N,Discontinued,2003-11-14
021507,004,PREVACID NAPRAPAC 500 (COPACKAGED),LANSOPRAZOLE; NAPROXEN,"15MG,N/A;N/A,500MG","CAPSULE, DELAYED REL PELLETS, TABLET",ORAL,DISCN,,N,N,TAKEDA PHARMACEUTICALS NORTH AMERICA INC,N,Discontinued,2003-11-14
021427,001,CYMBALTA,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,Y,N,ELI LILLY AND CO,N,Active,2004-08-03
021427,002,CYMBALTA,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,Y,N,ELI LILLY AND CO,N,Active,2004-08-03
021427,004,CYMBALTA,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,Y,Y,ELI LILLY AND CO,N,Active,2004-08-03
019680,001,DEPAKOTE,DIVALPROEX SODIUM,EQ 125MG VALPROIC ACID,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,Y,Y,ABBVIE INC,N,Active,1989-09-12
090094,001,DIDANOSINE,DIDANOSINE,125MG,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,AUROBINDO PHARMA LTD,A,Discontinued,2008-09-24
090094,002,DIDANOSINE,DIDANOSINE,200MG,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,AUROBINDO PHARMA LTD,A,Discontinued,2008-09-24
090094,003,DIDANOSINE,DIDANOSINE,250MG,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,AUROBINDO PHARMA LTD,A,Discontinued,2008-09-24
090094,004,DIDANOSINE,DIDANOSINE,400MG,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,AUROBINDO PHARMA LTD,A,Discontinued,2008-09-24
077167,001,DIDANOSINE,DIDANOSINE,200MG,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,BARR LABORATORIES INC,A,Discontinued,2004-12-03
077167,002,DIDANOSINE,DIDANOSINE,250MG,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,BARR LABORATORIES INC,A,Discontinued,2004-12-03
077167,003,DIDANOSINE,DIDANOSINE,400MG,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,BARR LABORATORIES INC,A,Discontinued,2004-12-03
090788,001,DIDANOSINE,DIDANOSINE,125MG,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,PHARMOBEDIENT CONSULTING LLC,A,Discontinued,2010-04-08
090788,002,DIDANOSINE,DIDANOSINE,200MG,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,PHARMOBEDIENT CONSULTING LLC,A,Discontinued,2010-04-08
090788,003,DIDANOSINE,DIDANOSINE,250MG,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,PHARMOBEDIENT CONSULTING LLC,A,Discontinued,2010-04-08
090788,004,DIDANOSINE,DIDANOSINE,400MG,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,PHARMOBEDIENT CONSULTING LLC,A,Discontinued,2010-04-08
213181,001,DIVALPROEX SODIUM,DIVALPROEX SODIUM,EQ 125MG VALPROIC ACID,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,AJANTA PHARMA LTD,A,Active,2020-03-02
218793,001,DIVALPROEX SODIUM,DIVALPROEX SODIUM,EQ 125MG VALPROIC ACID,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,ALEMBIC PHARMACEUTICALS LTD,A,Active,2024-12-19
078979,001,DIVALPROEX SODIUM,DIVALPROEX SODIUM,EQ 125MG VALPROIC ACID,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,DR REDDYS LABORATORIES LTD,A,Active,2009-01-23
090407,001,DIVALPROEX SODIUM,DIVALPROEX SODIUM,EQ 125MG VALPROIC ACID,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,RISING PHARMA HOLDING INC,A,Discontinued,2011-03-28
211505,001,DIVALPROEX SODIUM,DIVALPROEX SODIUM,EQ 125MG VALPROIC ACID,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,TEVA PHARMACEUTICALS USA INC,A,Discontinued,2020-11-17
078919,001,DIVALPROEX SODIUM,DIVALPROEX SODIUM,EQ 125MG VALPROIC ACID,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,ZYDUS PHARMACEUTICALS USA INC,A,Active,2009-01-27
212516,001,DRIZALMA SPRINKLE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,,Y,N,SUN PHARMACEUTICAL INDUSTRIES LTD,N,Active,2019-07-19
212516,002,DRIZALMA SPRINKLE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,,Y,N,SUN PHARMACEUTICAL INDUSTRIES LTD,N,Active,2019-07-19
212516,003,DRIZALMA SPRINKLE,DULOXETINE HYDROCHLORIDE,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,,Y,N,SUN PHARMACEUTICAL INDUSTRIES LTD,N,Active,2019-07-19
212516,004,DRIZALMA SPRINKLE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,,Y,Y,SUN PHARMACEUTICAL INDUSTRIES LTD,N,Active,2019-07-19
090776,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,ACTAVIS ELIZABETH LLC,A,Active,2013-12-17
090776,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,ACTAVIS ELIZABETH LLC,A,Active,2013-12-17
090776,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,ACTAVIS ELIZABETH LLC,A,Active,2013-12-17
208706,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,AJANTA PHARMA LTD,A,Active,2017-01-06
208706,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,AJANTA PHARMA LTD,A,Active,2017-01-06
208706,004,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,AJANTA PHARMA LTD,A,Active,2017-01-06
208706,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,AJANTA PHARMA LTD,A,Active,2017-01-06
202949,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,ALEMBIC PHARMACEUTICALS LTD,A,Active,2014-06-09
202949,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,ALEMBIC PHARMACEUTICALS LTD,A,Active,2014-06-09
202949,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,ALEMBIC PHARMACEUTICALS LTD,A,Active,2014-06-09
203197,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,ALKEM LABORATORIES LTD,A,Active,2015-08-26
203197,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,ALKEM LABORATORIES LTD,A,Active,2015-08-26
203197,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,ALKEM LABORATORIES LTD,A,Active,2015-08-26
202045,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,APOTEX INC,A,Discontinued,2014-06-11
202045,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,APOTEX INC,A,Discontinued,2014-06-11
202045,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,APOTEX INC,A,Discontinued,2014-06-11
090778,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,AUROBINDO PHARMA LTD,A,Active,2013-12-11
090778,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,AUROBINDO PHARMA LTD,A,Active,2013-12-11
090778,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,AUROBINDO PHARMA LTD,A,Active,2013-12-11
203088,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,BRECKENRIDGE PHARMACEUTICAL INC,A,Active,2014-06-11
203088,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,BRECKENRIDGE PHARMACEUTICAL INC,A,Active,2014-06-11
203088,004,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,BRECKENRIDGE PHARMACEUTICAL INC,A,Active,2014-06-11
203088,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,BRECKENRIDGE PHARMACEUTICAL INC,A,Active,2014-06-11
211310,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,CSPC OUYI PHARMACEUTICAL CO LTD,A,Active,2018-10-16
211310,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,CSPC OUYI PHARMACEUTICAL CO LTD,A,Active,2018-10-16
211310,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,CSPC OUYI PHARMACEUTICAL CO LTD,A,Active,2018-10-16
204343,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,HETERO LABS LTD UNIT III,A,Active,2016-08-03
204343,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,HETERO LABS LTD UNIT III,A,Active,2016-08-03
204343,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,HETERO LABS LTD UNIT III,A,Active,2016-08-03
202336,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,INVENTIA HEALTHCARE LTD,A,Active,2015-10-28
202336,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,INVENTIA HEALTHCARE LTD,A,Active,2015-10-28
202336,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,INVENTIA HEALTHCARE LTD,A,Active,2015-10-28
090694,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,LUPIN LTD,A,Active,2013-12-11
090694,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,LUPIN LTD,A,Active,2013-12-11
090694,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 40MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,LUPIN LTD,A,Active,2013-12-11
090694,004,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,LUPIN LTD,A,Active,2013-12-11
204815,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,MACLEODS PHARMACEUTICALS LTD,A,Active,2017-03-23
204815,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,MACLEODS PHARMACEUTICALS LTD,A,Active,2017-03-23
204815,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,MACLEODS PHARMACEUTICALS LTD,A,Active,2017-03-23
090723,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,MARKSANS PHARMA LTD,A,Discontinued,2013-12-11
090723,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,MARKSANS PHARMA LTD,A,Discontinued,2013-12-11
090723,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,MARKSANS PHARMA LTD,A,Discontinued,2013-12-11
090780,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,PH HEALTH LTD,A,Discontinued,2015-10-28
090780,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,PH HEALTH LTD,A,Discontinued,2015-10-28
090780,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,PH HEALTH LTD,A,Discontinued,2015-10-28
206653,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,PRINSTON PHARMACEUTICAL INC,A,Active,2017-05-18
206653,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,PRINSTON PHARMACEUTICAL INC,A,Active,2017-05-18
206653,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,PRINSTON PHARMACEUTICAL INC,A,Active,2017-05-18
210599,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,QINGDAO BAHEAL PHARMACEUTICAL CO LTD,A,Active,2019-04-17
210599,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,QINGDAO BAHEAL PHARMACEUTICAL CO LTD,A,Active,2019-04-17
210599,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,QINGDAO BAHEAL PHARMACEUTICAL CO LTD,A,Active,2019-04-17
090745,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,SUN PHARMACEUTICAL INDUSTRIES LTD,A,Discontinued,2013-12-11
090745,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,SUN PHARMACEUTICAL INDUSTRIES LTD,A,Discontinued,2013-12-11
090745,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,SUN PHARMACEUTICAL INDUSTRIES LTD,A,Discontinued,2013-12-11
212328,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,SUNSHINE LAKE PHARMA CO LTD,A,Active,2021-02-11
212328,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,SUNSHINE LAKE PHARMA CO LTD,A,Active,2021-02-11
212328,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,RX,AB,N,N,SUNSHINE LAKE PHARMA CO LTD,A,Active,2021-02-11
090783,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,TEVA PHARMACEUTICALS USA,A,Discontinued,2013-12-11
090783,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,TEVA PHARMACEUTICALS USA,A,Discontinued,2013-12-11
090783,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,TEVA PHARMACEUTICALS USA,A,Discontinued,2013-12-11
090774,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,TORRENT PHARMACEUTICALS LTD,A,Discontinued,2013-12-11
090774,002,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 30MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,TORRENT PHARMACEUTICALS LTD,A,Discontinued,2013-12-11
090774,003,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 60MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,TORRENT PHARMACEUTICALS LTD,A,Discontinued,2013-12-11
207219,001,DULOXETINE HYDROCHLORIDE,DULOXETINE HYDROCHLORIDE,EQ 20MG BASE,"CAPSULE, DELAYED REL PELLETS",ORAL,DISCN,,N,N,YAOPHARMA CO LTD,A,Discontinued,2019-08-16
